Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude
1,'2025-01-24 09:52:04,'2025-01-24 09:53:17,3.84,30,15.66549801826477,50.91493892669678,1.41,10,20
2,'2025-01-24 09:53:17,'2025-01-24 09:54:29,3.85,30,15.817875623703003,123.37555623054504,1.12,10,20
3,'2025-01-24 09:54:29,'2025-01-24 09:55:42,3.85,30,15.78414273262024,195.84465193748474,1.11,10,20
4,'2025-01-24 09:55:42,'2025-01-24 09:56:54,3.89,30,15.803327083587646,268.29818511009216,1.11,10,20
5,'2025-01-24 09:56:54,'2025-01-24 09:58:07,3.9,30,15.724338293075562,340.77923369407654,1.11,10,20
6,'2025-01-24 09:58:07,'2025-01-24 09:59:19,3.91,30,15.777324914932251,413.2849793434143,1.12,10,20
7,'2025-01-24 09:59:19,'2025-01-24 10:00:32,3.89,30,15.677812814712524,485.6919455528259,1.11,10,20
8,'2025-01-24 10:00:32,'2025-01-24 10:01:44,3.86,30,15.78055191040039,558.2035779953003,1.11,10,20
9,'2025-01-24 10:01:44,'2025-01-24 10:02:57,3.83,30,15.830399513244629,630.6467480659485,1.11,10,20
