Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
45,jitter_values_20250130_001545.csv,10,0,0,3,9.828715365239296,0.37903255596168633,16.684659837671425,1.3475166258343434,0,,0.0,0.0,0.0
46,jitter_values_20250130_001705.csv,10,0,0,3,9.96360582306831,0.19026191397963965,16.68413908174692,1.2423317171656811,0,,0.0,0.0,0.0
47,jitter_values_20250130_001825.csv,10,0,0,3,8.999160604364857,0.10447244866926811,16.67890881365417,1.569033139346783,0,,0.0,0.0,0.0
48,jitter_values_20250130_001944.csv,10,0,0,3,9.654911838790932,0.4766397104291795,16.677127959697735,1.7943638500965367,0,,0.0,0.0,0.0
49,jitter_values_20250130_002104.csv,10,0,0,3,9.958869613878008,0.20554436011301824,16.679979574706213,1.4767927765526079,0,,0.0,0.0,0.0
50,jitter_values_20250130_002224.csv,10,0,0,3,9.330534564791492,0.4804808968231678,16.678200027987685,1.8633817812474098,0,,0.0,0.0,0.0
51,jitter_values_20250130_002344.csv,10,0,0,3,8.994962216624685,0.09150557277353459,16.680833277357962,1.3699089658098427,0,,0.0,0.0,0.0
52,jitter_values_20250130_002503.csv,10,0,0,3,8.991885842193621,0.1119312309161847,16.679870285394514,1.4340349073157286,0,,0.0,0.0,0.0
53,jitter_values_20250130_002623.csv,10,0,0,3,9.043928371572468,0.25155727999209804,16.68160696698377,1.5650355956369035,0,,0.0,0.0,0.0
54,jitter_values_20250130_002743.csv,10,0,0,3,10.568029115341545,0.5038271132078559,16.68479171332587,1.6345337173844143,0,,0.0,0.0,0.0
55,jitter_values_20250130_002902.csv,10,0,0,3,9.220201454952434,0.43422741031788653,16.682251538891997,1.472324301495146,0,,0.0,0.0,0.0
56,jitter_values_20250130_003022.csv,10,0,0,3,9.462076686258046,0.5064288244679107,16.681425496781415,1.7686542134516137,0,,0.0,0.0,0.0
57,jitter_values_20250130_003142.csv,10,0,0,3,9.000279798545048,0.11710630873649462,16.67778640179071,1.324265974983521,0,,0.0,0.0,0.0
58,jitter_values_20250130_003301.csv,10,0,0,3,9.352546166759932,0.5040534908138132,16.68240973698937,1.6289043938056318,0,,0.0,0.0,0.0
59,jitter_values_20250130_003421.csv,10,0,0,3,8.991603694374476,0.09720061398596261,16.67995888609012,1.5566133810307625,0,,0.0,0.0,0.0
60,jitter_values_20250130_003541.csv,10,0,0,3,8.995803021824287,0.06465704336751651,16.679447369893676,1.5709864722329931,0,,0.0,0.0,0.0
61,jitter_values_20250130_003701.csv,10,20,2,5,4.228787454494539,0.9963632258272791,16.656786390366843,1.7713102600396489,0,,0.0,0.0,0.0
62,jitter_values_20250130_003821.csv,10,20,2,5,2.3053307284398548,0.7513189933604385,16.644796762489534,1.6737504590028969,3,"34.5085, 34.1097, 35.0597",0.059584120439671484,0.38949581084610857,0.04860177234904688
63,jitter_values_20250130_003941.csv,10,20,2,5,3.629370629370629,1.1460152227850586,16.65091188811189,1.8627044679302838,0,,0.0,0.0,0.0
64,jitter_values_20250130_004101.csv,10,20,2,5,2.815187046342825,1.1692387230488681,16.64709377442769,1.5389401263068068,0,,0.0,0.0,0.0
65,jitter_values_20250130_004222.csv,10,20,2,5,4.372762863534676,1.1124353807471152,16.654409060402685,1.7206497213517387,0,,0.0,0.0,0.0
66,jitter_values_20250130_004342.csv,10,20,2,5,4.118634583100168,1.0810557258726643,16.652192053721322,2.2354742206493654,0,,0.0,0.0,0.0
67,jitter_values_20250130_004502.csv,10,20,2,5,3.8824517212426533,1.1321710262239169,16.650533137419536,1.7917091692975882,0,,0.0,0.0,0.0
68,jitter_values_20250130_004622.csv,10,20,2,5,3.6740346950195857,1.2053675110717146,16.650459904868494,1.6646715526977518,0,,0.0,0.0,0.0
69,jitter_values_20250130_004743.csv,10,20,2,5,4.155567991046446,1.0635428909180518,16.651209764969224,2.1440982261365535,0,,0.0,0.0,0.0
70,jitter_values_20250130_004903.csv,10,20,2,5,4.02070509233352,1.0149274635529817,16.65162602126469,1.3949060525791608,0,,0.0,0.0,0.0
71,jitter_values_20250130_005023.csv,10,20,2,5,4.289871292669278,0.9504507659488517,16.652583379966423,1.393026544806229,0,,0.0,0.0,0.0
72,jitter_values_20250130_005143.csv,10,20,2,5,4.0713486289871295,1.130302424627598,16.653362954672637,1.8430488421838958,0,,0.0,0.0,0.0
73,jitter_values_20250130_005304.csv,10,20,2,5,4.273846153846153,0.8361757444444692,16.65520662937063,1.4401221017969925,0,,0.0,0.0,0.0
74,jitter_values_20250130_005424.csv,10,20,2,5,4.301262272089762,0.993305922352403,16.665844460028048,1.7842352580102185,0,,0.0,0.0,0.0
75,jitter_values_20250130_005544.csv,10,20,2,5,4.430291153415453,1.0995840074386565,16.643522144456888,1.516993804436613,0,,0.0,0.0,0.0
76,jitter_values_20250130_005704.csv,10,20,2,5,4.028251748251749,1.0389917217307394,16.654210881118882,1.6694338336540084,0,,0.0,0.0,0.0
77,jitter_values_20250130_005824.csv,10,20,2,5,3.8254545454545457,1.104891150012248,16.652366293706294,1.615825057395618,0,,0.0,0.0,0.0
78,jitter_values_20250130_005944.csv,10,20,2,5,4.295155418650238,1.0334606665120993,16.65617012041445,1.817066997745938,0,,0.0,0.0,0.0
79,jitter_values_20250130_010105.csv,10,20,2,5,3.864857302742026,1.1836329107460535,16.649332344711805,1.865716811695824,0,,0.0,0.0,0.0
80,jitter_values_20250130_010225.csv,10,20,2,5,3.8673383711167086,1.1547552966093733,16.65044027427932,1.762367611426067,0,,0.0,0.0,0.0
81,jitter_values_20250130_010345.csv,10,40,2,5,5.0523516237402015,1.0797401398639022,16.658840341545353,1.8178146130366495,1,33.8134,0.007796257510231786,0.0,0.016239970150420512
82,jitter_values_20250130_010505.csv,10,40,2,5,4.8409409129095495,0.8842940875084576,16.6582572108653,1.8976330195276512,1,34.5811,0.020268403211236536,0.0,0.016243753405074796
83,jitter_values_20250130_010626.csv,10,40,2,5,5.274229691876751,0.8685742128648292,16.66534862745098,1.90295566541299,1,34.6556,0.021477044151787448,0.0,0.016242604855443203
84,jitter_values_20250130_010746.csv,10,40,2,5,5.113630002798769,0.8055424988708156,16.66100738874895,1.5320332204646232,2,"34.2387, 34.38",0.03168915397488302,0.07065000000000055,0.032467863206016065
85,jitter_values_20250130_010906.csv,10,40,2,5,5.067170445004198,0.8399126582996272,16.660556311223065,1.7183153434132357,1,34.6277,0.021005414652250816,0.0,0.016228342410300387
86,jitter_values_20250130_011026.csv,10,40,2,5,4.273896031302404,1.1841349311525888,16.6568980156512,2.890464924489228,8,"94.4545, 99.1076, 81.7737, 34.2395, 37.0848, 36.5406, 52.1753, 37.0992",3.3357639203482807,26.239900207508413,0.12966475015450404
87,jitter_values_20250130_011146.csv,10,40,2,5,4.964095371669004,0.9679783576560322,16.648810575035064,1.641505785298413,1,33.5857,0.004104422070499469,0.0,0.016263767981817816
88,jitter_values_20250130_011307.csv,10,40,2,5,5.2820728291316525,1.0373999036624788,16.638117114845937,2.0552953496508772,1,34.6717,0.0217427420426108,0.0,0.016245736997660423
89,jitter_values_20250130_011427.csv,10,40,2,5,5.135142697257974,1.1094240578143266,16.656053749300508,1.8931810045866815,1,34.2998,0.015689222350977722,0.0,0.016233599889678242
90,jitter_values_20250130_011547.csv,10,40,2,5,5.147297675721086,1.0070509713929041,16.660102296275554,1.6034362697863715,0,,0.0,0.0,0.0
91,jitter_values_20250130_011707.csv,10,40,2,5,4.826756227260006,0.9573435894332752,16.65877766582704,1.6857737165594957,0,,0.0,0.0,0.0
92,jitter_values_20250130_011827.csv,10,40,2,5,5.21534584150098,0.9008864367703577,16.662478297395687,1.772763524892683,3,"34.0041, 34.3084, 33.4274",0.02825556288790894,0.36535255119769844,0.04871934369930133
93,jitter_values_20250130_011948.csv,10,40,2,5,5.141657334826427,1.010491227029795,16.66019028555431,1.451943981586719,0,,0.0,0.0,0.0
94,jitter_values_20250130_012108.csv,10,40,2,5,5.438444320089536,0.9679958073922318,16.65619448796866,1.599194770088627,0,,0.0,0.0,0.0
95,jitter_values_20250130_012228.csv,10,40,2,5,5.401960784313726,1.0517815377048714,16.664356974789914,1.5890445529027581,0,,0.0,0.0,0.0
96,jitter_values_20250130_012348.csv,10,40,2,5,5.290313549832027,0.9054959681989665,16.660047816349383,1.6554537898930575,1,33.8672,0.008667276592908097,0.0,0.01623492897638763
97,jitter_values_20250130_012508.csv,10,40,2,5,5.026315789473684,0.9234986250050938,16.659124888017917,1.3959752917783028,1,34.1287,0.012912284134415425,0.0,0.01623439288882779
98,jitter_values_20250130_012629.csv,10,40,2,5,4.7635040582143855,1.057046018283008,16.655878533445282,2.1876182602929015,1,35.5684,0.03627900369638748,0.0,0.016231737092500868
99,jitter_values_20250130_012749.csv,10,40,2,5,5.03972027972028,0.879786010807433,16.66080318881119,1.6277713846615258,0,,0.0,0.0,0.0
100,jitter_values_20250130_012909.csv,10,40,2,5,5.2503496503496505,1.128426146813708,16.656353566433566,1.913598777535555,0,,0.0,0.0,0.0
101,jitter_values_20250130_013029.csv,10,0,2,5,3.4350867375489647,1.4756575164395762,16.647350895355345,1.7109342596595032,0,,0.0,0.0,0.0
102,jitter_values_20250130_013148.csv,10,0,2,5,4.1508114157806375,1.13362872711059,16.6511375769446,1.7541463453987194,0,,0.0,0.0,0.0
103,jitter_values_20250130_013308.csv,10,0,2,5,3.6219921656407386,1.1299935251394857,16.651589843312813,1.46510031954893,0,,0.0,0.0,0.0
104,jitter_values_20250130_013428.csv,10,0,2,5,3.7948502658830114,1.2586348170591004,16.649704002239016,1.4506065523123894,0,,0.0,0.0,0.0
105,jitter_values_20250130_013548.csv,10,0,2,5,3.608732157850546,1.4320174607970857,16.650121242653235,1.8754456692902617,0,,0.0,0.0,0.0
106,jitter_values_20250130_013707.csv,10,0,2,5,4.022377622377622,1.0979211406382419,16.648473706293707,2.263600049912099,0,,0.0,0.0,0.0
107,jitter_values_20250130_013827.csv,10,0,2,5,3.6984615384615385,1.119714661377951,16.653136643356643,1.5356210419599865,0,,0.0,0.0,0.0
108,jitter_values_20250130_013947.csv,10,0,2,5,3.624055944055944,1.131619515430512,16.650334993006993,1.4005683807546359,0,,0.0,0.0,0.0
109,jitter_values_20250130_014106.csv,10,0,2,5,4.348811188811188,1.0108577374149517,16.652136279720278,2.1142411003316126,0,,0.0,0.0,0.0
110,jitter_values_20250130_014226.csv,10,0,2,5,3.616223776223776,1.1341791503046315,16.652054125874123,1.3567554677507603,0,,0.0,0.0,0.0
111,jitter_values_20250130_014346.csv,10,0,2,5,3.7222844344904815,1.353558856907807,16.653562402015677,1.6822884565360023,0,,0.0,0.0,0.0
112,jitter_values_20250130_014506.csv,10,0,2,5,3.621258741258741,1.1343919452836557,16.65083748251748,1.402737844505438,0,,0.0,0.0,0.0
113,jitter_values_20250130_014625.csv,10,0,2,5,4.016797312430011,1.1539313636703976,16.654689389697648,1.8164196573852673,0,,0.0,0.0,0.0
114,jitter_values_20250130_014745.csv,10,0,2,5,3.8346390598768885,1.2611963370150612,16.651426608841636,1.5833410964641979,0,,0.0,0.0,0.0
115,jitter_values_20250130_014905.csv,10,0,2,5,4.102965864577504,0.9737829151925642,16.653563010632343,1.7823886929510038,0,,0.0,0.0,0.0
116,jitter_values_20250130_015025.csv,10,0,2,5,3.9515813042261403,1.1846138901624073,16.649175118947664,1.3952962438076666,0,,0.0,0.0,0.0
117,jitter_values_20250130_015144.csv,10,0,2,5,3.8247970892807164,1.1056106248732014,16.655775230898406,1.7732964819778283,0,,0.0,0.0,0.0
118,jitter_values_20250130_015304.csv,10,0,2,5,3.817342657342657,1.2047895412165237,16.652649398601397,1.890776475777389,0,,0.0,0.0,0.0
119,jitter_values_20250130_015424.csv,10,0,2,5,3.6534265734265734,1.2059351829571898,16.648113958041957,1.5973999651866335,0,,0.0,0.0,0.0
120,jitter_values_20250130_015543.csv,10,0,2,5,3.6999720123145816,1.119956655746384,16.65342927511895,1.7262157788386052,0,,0.0,0.0,0.0
121,jitter_values_20250130_015704.csv,10,20,2,3,3.1035834266517357,0.9589260147118145,16.64718275475924,1.4479095262488255,0,,0.0,0.0,0.0
122,jitter_values_20250130_015824.csv,10,20,2,3,2.8826659199103895,0.9753024411250864,16.651254830579667,1.7053389381901802,2,"34.4953, 33.9811",0.029388029905092154,0.2571000000000012,0.03247777008429116
123,jitter_values_20250130_015944.csv,10,20,2,3,2.6083916083916083,0.9191959351787251,16.647797566433567,1.5500849260205072,0,,0.0,0.0,0.0
124,jitter_values_20250130_020104.csv,10,20,2,3,3.4724321298628604,0.9606674851471214,16.655971732437727,2.2841953467250287,1,35.3219,0.03227333762619897,0.0,0.016229452593576974
125,jitter_values_20250130_020225.csv,10,20,2,3,3.035544360481388,0.8231814029251039,16.647953428491462,1.789619690891463,0,,0.0,0.0,0.0
126,jitter_values_20250130_020345.csv,10,20,2,3,3.062447493699244,0.9380046479529042,16.651154522542708,1.627703716335414,0,,0.0,0.0,0.0
127,jitter_values_20250130_020505.csv,10,20,2,3,2.8805260212646893,0.9936806501885805,16.64988049804141,1.5169047432826213,0,,0.0,0.0,0.0
128,jitter_values_20250130_020625.csv,10,20,2,3,3.0490058807056846,0.7782807978136939,16.64697146457575,1.5373134606305643,0,,0.0,0.0,0.0
129,jitter_values_20250130_020745.csv,10,20,2,3,2.969781757134863,0.941135737439713,16.650968466703972,1.5259691356310128,0,,0.0,0.0,0.0
130,jitter_values_20250130_020906.csv,10,20,2,3,3.205874125874126,0.7156568322560336,16.65181446153846,1.7238214580046622,0,,0.0,0.0,0.0
131,jitter_values_20250130_021026.csv,10,20,2,3,3.1206269241533726,0.7080978169647387,16.652128127623847,1.4965728812797094,2,"35.8939, 33.6254",0.04630810563044777,1.1342500000000015,0.032466932734715015
132,jitter_values_20250130_021146.csv,10,20,2,3,2.8549425931111734,0.9439265186516853,16.653851218146176,1.843565657835738,2,"33.778, 34.6215",0.02812996252079079,0.4217499999999994,0.0324670395292687
133,jitter_values_20250130_021306.csv,10,20,2,3,3.040582143856703,0.8357754493063024,16.646966274839073,1.6202704013721732,1,34.4495,0.018115015457313362,0.0,0.016229678611705937
134,jitter_values_20250130_021426.csv,10,20,2,3,2.8425174825174824,0.9722416742535696,16.65013686713287,1.6519091001893682,0,,0.0,0.0,0.0
135,jitter_values_20250130_021547.csv,10,20,2,3,3.0425651078129374,0.8549624631156716,16.643649089890786,1.7711442991575381,0,,0.0,0.0,0.0
136,jitter_values_20250130_021707.csv,10,20,2,3,3.851510067114094,0.7624311218483677,16.651383305369126,1.948228285481602,0,,0.0,0.0,0.0
137,jitter_values_20250130_021827.csv,10,20,2,3,3.528275475923852,0.7895537834512029,16.65542382418813,1.701629499982926,0,,0.0,0.0,0.0
138,jitter_values_20250130_021947.csv,10,20,2,3,2.553286713286713,0.9330706509738136,16.64797255944056,1.7101963986556754,0,,0.0,0.0,0.0
139,jitter_values_20250130_022108.csv,10,20,2,3,2.9871184542145057,0.8496839829246039,16.648002576309157,1.8813435752080359,1,34.758,0.02313785497357622,0.0,0.016240897848040302
140,jitter_values_20250130_022228.csv,10,20,2,3,3.10498320268757,0.7812618051068281,16.651983762597983,1.597701213043366,1,34.3163,0.015958602389266944,0.0,0.016235151967887988
141,jitter_values_20250130_022348.csv,10,40,2,3,4.591905564924114,0.9121438660993656,16.64732810567735,2.436436951569586,10,"35.3751, 50.0427, 51.8395, 53.5278, 36.9253, 37.0357, 34.9917, 36.1141, 36.5527, 37.7214",1.2512971148986465,7.1460975806379805,0.16294488495367218
142,jitter_values_20250130_022508.csv,10,40,2,3,4.448285553681844,1.0210030157864365,16.65565264193367,2.446194884788061,9,"37.6407, 50.2945, 34.1976, 37.4999, 34.9034, 36.8921, 35.4656, 34.0597, 35.7109",0.5975051550916781,4.723869552275294,0.14666944708877785
143,jitter_values_20250130_022628.csv,10,40,2,3,4.278605566488614,1.0503229300948667,16.661225920719705,2.3136303546142574,9,"36.2228, 35.1792, 47.6023, 36.6202, 49.1128, 34.794, 53.2171, 33.9402, 33.7279",0.984976049695322,7.208049495880403,0.14672788605141338
144,jitter_values_20250130_022749.csv,10,40,2,3,4.3858267716535435,0.9667678790737803,16.652670809898762,2.1368730152951305,9,"33.9703, 34.7623, 48.2692, 35.6959, 35.4373, 34.0684, 34.6411, 34.5263, 35.5197",0.43828462589700395,4.264137211415432,0.14668981659738328
145,jitter_values_20250130_022909.csv,10,40,2,3,4.2122575203823445,0.9927670894245947,16.660032302502106,2.3855683068429907,8,"34.1862, 51.7094, 66.545, 33.8914, 49.225, 34.1829, 50.5723, 50.0787",1.691157090047428,10.768878689299262,0.1304348750648636
146,jitter_values_20250130_023029.csv,10,40,2,3,4.511242270938729,0.9988819036289384,16.660679595278246,2.399479621114686,12,"41.9543, 55.6466, 37.9705, 37.0834, 34.7211, 47.3222, 33.6109, 33.6821, 34.8311, 46.8498, 33.5725, 33.9083",1.159072674491108,6.8860654577842135,0.1954789362853575
147,jitter_values_20250130_023149.csv,10,40,2,3,4.522765598650928,0.927155071706801,16.663730972456435,2.2013911470914898,11,"35.1607, 35.536, 37.1227, 36.6096, 38.7034, 37.7296, 35.0535, 36.1524, 53.2825, 33.4311, 49.6103",1.0058264188642874,6.0970235308199285,0.17924776058791947
148,jitter_values_20250130_023309.csv,10,40,2,3,4.456821378340366,0.9691531152059256,16.660190070323488,2.2483167526414225,7,"34.0654, 48.7533, 49.0366, 48.5503, 50.6298, 50.5588, 35.84",1.3718752550904731,6.635462493485211,0.11418583064741133
149,jitter_values_20250130_023430.csv,10,40,2,3,4.336240855374227,0.9339565019254518,16.660462746201464,2.4437775041652676,11,"51.1077, 33.7466, 47.0622, 34.9871, 49.1431, 34.1219, 33.4167, 33.8666, 49.9061, 33.8521, 50.7499",1.391424579198793,7.833962642830012,0.17944745607864707
150,jitter_values_20250130_023550.csv,10,40,2,3,3.983970753655793,0.9899759665437764,16.661317885264342,2.535518452221053,8,"50.9914, 34.0962, 64.4575, 50.1534, 69.2288, 51.3964, 49.8225, 35.8415",2.2716607777032585,11.350475255461497,0.13044180395816535
151,jitter_values_20250130_023710.csv,10,40,2,3,4.238885762521103,0.9143115767262576,16.65517574563872,2.606289236583501,11,"36.4738, 35.3661, 48.9267, 48.4322, 53.3421, 51.2753, 35.2684, 49.582, 33.8073, 50.8411, 34.4901",1.8131520230545817,7.748021754685152,0.179457933420799
152,jitter_values_20250130_023830.csv,10,40,2,3,3.6973426573426575,1.3190656461525152,16.652645205594407,2.8800723062582994,10,"35.2559, 97.25751, 47.5153, 67.2444, 66.8045, 34.4424, 36.8829, 49.168, 53.1785, 66.5837",3.5883648143898603,18.550735187029353,0.1623696175968808
153,jitter_values_20250130_023950.csv,10,40,2,3,4.409845288326301,0.8834524882945788,16.65473218002813,2.40084629136018,10,"49.5102, 34.0456, 52.4008, 34.6891, 33.5885, 33.5442, 33.8857, 35.8231, 35.7992, 52.078",1.0120336201771118,7.790224982271051,0.16314949642600207
154,jitter_values_20250130_024111.csv,10,40,2,3,4.303294846522107,1.0736736265836662,16.637300140805408,2.2200850374976873,8,"47.4099, 33.9958, 49.8154, 50.6568, 33.5884, 49.9881, 33.7873, 33.5357",1.0796330348739545,7.919235499363244,0.13064542685101935
155,jitter_values_20250130_024231.csv,10,40,2,3,4.175196850393701,1.0289552499436998,16.660703796400448,2.5424581933424513,9,"51.252, 49.6609, 35.3454, 34.4018, 35.2101, 33.3756, 33.7847, 50.572, 52.053",1.2335495509277883,8.220642441912783,0.14674342035688903
156,jitter_values_20250130_024351.csv,10,40,2,3,4.3401627841706425,1.2200048215570518,16.65108947516138,2.400735950262899,10,"36.2301, 34.4096, 37.3231, 36.2644, 40.3063, 38.8248, 52.254, 35.6006, 35.5591, 37.1119",0.8226329944276646,4.895561425710028,0.16273469461617532
157,jitter_values_20250130_024511.csv,10,40,2,3,4.5993265993265995,0.9919460094808883,16.65741265432099,2.1231109598263713,8,"49.6196, 35.2811, 35.4621, 34.3712, 34.7912, 33.6408, 36.7031, 36.1533",0.47766428849072556,4.853512350350001,0.13017269774150395
158,jitter_values_20250130_024631.csv,10,40,2,3,4.601237345331834,1.03259869839226,16.642823425196852,2.691057295919892,11,"48.9037, 34.9666, 50.1823, 47.7432, 37.6184, 41.4623, 37.5548, 36.4975, 35.6462, 35.8688, 36.6177",1.2455810979748283,5.567066209384385,0.17934973865537848
159,jitter_values_20250130_024752.csv,10,40,2,3,4.33427045262862,0.9553520472887878,16.662336885015463,2.3531980324345763,7,"49.6989, 49.8195, 50.5534, 34.946, 36.0462, 50.9909, 49.8784",1.4443655412674126,6.6571484379498385,0.11411470795971547
