Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Std Dev Frame Time,Interrupt Frequency (/s),Interrupt Mag (ms/s),QoE_FTSD,QoE_IF,QoE_IM
10,40,2,3,2.27963205140792,0.1464992877337541,0.7792410081786919,4.472340605121156,3.696630516382124,3.996883035967285
10,0,2,3,1.8370382610502252,0.0,0.0,4.497125857381187,3.7,4.0
10,0,2,3,1.7431407121968396,0.0,0.0,4.502384120116977,3.7,4.0
10,0,2,3,1.4998092935658118,0.0,0.0,4.516010679560314,3.7,4.0
10,0,2,3,1.7829945858730678,0.0,0.0,4.500152303191108,3.7,4.0
10,0,2,3,1.8739456578927969,0.0,0.0,4.495059043158003,3.7,4.0
10,0,2,3,1.5452198956991805,0.0,0.0,4.513467685840846,3.7,4.0
10,0,2,3,1.8339076228063516,0.0,0.0,4.497301173122844,3.7,4.0
10,0,2,3,1.484773167151843,0.0,0.0,4.516852702639496,3.7,4.0
10,0,2,3,1.520824632123175,0.0,0.0,4.514833820601102,3.7,4.0
10,0,2,3,1.7468943350402382,0.0,0.0,4.502173917237746,3.7,4.0
10,0,2,3,1.4747682843130872,0.0,0.0,4.517412976078467,3.7,4.0
10,0,2,3,1.5987374369677607,0.0,0.0,4.510470703529805,3.7,4.0
10,0,2,3,1.6006800495830975,0.0,0.0,4.510361917223346,3.7,4.0
10,0,2,3,1.4532726813651593,0.0,0.0,4.518616729843551,3.7,4.0
10,0,2,3,1.7407186387138405,0.0,0.0,4.502519756232025,3.7,4.0
10,0,2,3,1.3515427285911077,0.0,0.0,4.524313607198898,3.7,4.0
10,0,2,3,1.4931541292775687,0.0,0.0,4.516383368760456,3.7,4.0
10,0,2,3,1.5693136809143102,0.0,0.0,4.512118433868798,3.7,4.0
10,0,2,3,1.6971629562097743,0.0,0.0,4.504958874452252,3.7,4.0
10,0,2,3,1.9043412414248748,0.0,0.0,4.493356890480206,3.7,4.0
0,0,0,3,1.4588757388460956,0.0162009907842498,0.0392755111245701,4.518302958624618,3.6996273772119626,3.9998428979555016
0,0,0,3,1.5200942660897938,0.0,0.0,4.5148747210989715,3.7,4.0
0,0,0,3,1.2971835112658303,0.0161995270795578,0.0222980982410907,4.527357723369113,3.6996274108771705,3.9999108076070358
0,0,0,3,1.628146453306435,0.0,0.0,4.50882379861484,3.7,4.0
0,0,0,3,2.001025079698453,0.0162017244902166,0.0057170377139647,4.487942595536886,3.6996273603367253,3.999977131849144
0,0,0,3,1.4559078833227328,0.0,0.0,4.518469158533927,3.7,4.0
0,0,0,3,1.45364865140072,0.0162063610872125,0.0160777798183466,4.518595675521559,3.6996272536949943,3.9999356888807265
0,0,0,3,1.5135349555448352,0.0161933317676799,0.0110773076889897,4.515242042489489,3.6996275533693437,3.999955690769244
0,0,0,3,1.801429588365222,0.0,0.0,4.499119943051547,3.7,4.0
0,0,0,3,1.6369013953666176,0.0161991488053787,0.0183433653361514,4.508333521859469,3.6996274195774763,3.9999266265386555
0,0,0,3,1.3458909898441702,0.0,0.0,4.524630104568726,3.7,4.0
0,0,0,3,1.8375645822644715,0.0161957378768599,0.0032402164940718,4.497096383393189,3.6996274980288324,3.9999870391340235
0,0,0,3,1.5364045489507383,0.0162055458495638,0.0372867894567024,4.513961345258759,3.6996272724454604,3.9998508528421732
0,0,0,3,1.2925066648236352,0.0,0.0,4.5276196267698765,3.7,4.0
0,0,0,3,1.2912788217641231,0.0,0.0,4.527688385981209,3.7,4.0
0,0,0,3,1.536959790033723,0.0161975586380914,0.0163865193571633,4.5139302517581115,3.6996274561513243,3.999934453922571
0,0,0,3,1.91867207712426,0.0323927930989367,0.0117218504675398,4.492554363681041,3.699254965758725,3.99995311259813
0,0,0,3,1.6923975525825992,0.0162080362478255,0.0968683983655217,4.505225737055374,3.6996272151663003,3.999612526406538
0,0,0,3,2.065630773647032,0.0162051500308898,0.0206431896492494,4.484324676675766,3.6996272815492897,3.999917427241403
0,0,0,3,1.595044347490392,0.0,0.0,4.510677516540538,3.7,4.0
