Time, Status
4428143830259, False
4428143974869, False
4428144146600, False
4428144306492, False
4428144476102, False
4428144634341, False
4428144283208, True
4428144799861, False
4428144800149, True
4428144963614, False
4428144909722, True
4428145137415, False
4428145031108, True
4428145151704, True
4428145298325, False
4428145247962, True
4428145465305, False
4428145375174, True
4428145511460, True
4428145649079, False
4428145616923, True
4428145791886, False
4428145744313, True
4428145966725, False
4428145873033, True
4428145997290, True
4428146145554, False
4428146112118, True
4428146298552, False
4428146279209, True
4428146477726, False
4428146444535, True
4428146637799, False
4428146617573, True
4428146810056, False
4428146781078, True
4428146983961, False
4428146953378, True
4428147146956, False
4428147117814, True
4428147315477, False
4428147284971, True
4428147484506, False
4428147451980, True
4428147648334, False
4428147619724, True
4428147803931, False
4428147782890, True
4428147975963, False
4428147951021, True
4428148137146, False
4428148120507, True
4428148313971, False
4428148284105, True
4428148481267, False
4428148451092, True
4428148638235, False
4428148617098, True
4428148817801, False
4428148779483, True
4428148985481, False
4428148951706, True
4428149158483, False
4428149124714, True
4428149320732, False
4428149285424, True
4428149477230, False
4428149449304, True
4428149652379, False
4428149616802, True
4428149818444, False
4428149784044, True
4428149981290, False
4428149948453, True
4428150152718, False
4428150117279, True
4428150319549, False
4428150283552, True
4428150483546, False
4428150450948, True
4428150650894, False
4428150615571, True
4428150822117, False
4428150791383, True
4428150976873, False
4428151141023, False
4428151306781, False
4428151617849, True
4428151833487, False
4428152003076, False
4428151955562, True
4428152174214, False
4428152118442, True
4428152330996, False
4428152281990, True
4428152508144, False
4428152449088, True
4428152674331, False
4428152619189, True
4428152833044, False
4428152783654, True
4428152994242, False
4428152948002, True
4428153160649, False
4428153115855, True
4428153339062, False
4428153286292, True
4428153498696, False
4428153449583, True
4428153673621, False
4428153619567, True
4428153839564, False
4428153786318, True
4428154000647, False
4428153949434, True
4428154162083, False
4428154117045, True
4428154336160, False
4428154289127, True
4428154501711, False
4428154449697, True
4428154669142, False
4428154621047, True
4428154835638, False
4428154787023, True
4428154996806, False
4428154953304, True
4428155179818, False
4428155120378, True
4428155332415, False
4428155284490, True
4428155497798, False
4428155451470, True
4428155669008, False
4428155620848, True
4428155830482, False
4428155784618, True
4428155992165, False
4428156203251, False
4428156118695, True
4428156337471, False
4428156289392, True
4428156499218, False
4428156454677, True
4428156667325, False
4428156618660, True
4428156838426, False
4428156790235, True
4428156993640, False
4428156951905, True
4428157170221, False
4428157122416, True
4428157328367, False
4428157289987, True
4428157512084, False
4428157451879, True
4428157662963, False
4428157620133, True
4428157830330, False
4428157785200, True
4428157998541, False
4428157952588, True
4428158167246, False
4428158120658, True
4428158339939, False
4428158290687, True
4428158497292, False
4428158453112, True
4428158673643, False
4428158623523, True
4428158830367, False
4428158788778, True
4428158997090, False
4428158953421, True
4428159174311, False
4428159123715, True
4428159337152, False
4428159290110, True
4428159500328, False
4428159453827, True
4428159673953, False
4428159623494, True
4428159835953, False
4428159790800, True
4428159999180, False
4428159954461, True
4428160171072, False
4428160124408, True
4428160338986, False
4428160291622, True
4428160505192, False
4428160456731, True
4428160670739, False
4428160625269, True
4428160836690, False
4428160791895, True
4428161009704, False
4428160958883, True
4428161173551, False
4428161125591, True
4428161345914, False
4428161292409, True
4428161501836, False
4428161456389, True
4428161678628, False
4428161624064, True
4428161841698, False
4428161792778, True
4428162014966, False
4428161960862, True
4428162173797, False
4428162123333, True
4428162337035, False
4428162289863, True
4428162510900, False
4428162458118, True
4428162678183, False
4428162626661, True
4428162840583, False
4428162790484, True
4428163009408, False
4428162960245, True
4428163172875, False
4428163126879, True
4428163340989, False
4428163293706, True
4428163559120, False
4428163457281, True
4428163682441, False
4428163623431, True
4428163837991, False
4428163790434, True
4428164004854, False
4428164182919, False
4428164124045, True
4428164341945, False
4428164290915, True
4428164510744, False
4428164457677, True
4428164681439, False
4428164625075, True
4428164840382, False
4428164791147, True
4428165009989, False
4428164957994, True
4428165178894, False
4428165124769, True
4428165346706, False
