Iteration,File,Buffer Size,Added Jitter Magnitude,Average Queue Size,Std Dev Queue Size,Interrupt Count,Interrupts Magnitude(ms)
113,jitter_values_20250122_002411.csv,2,0,0.946983546617916,0.46543924422798216,3,"34.5116, 33.5656, 33.351"
114,jitter_values_20250122_002532.csv,2,0,1.5225472273004266,0.504424648387219,0,
115,jitter_values_20250122_002652.csv,2,0,1.7912221883572081,0.41466530693538783,1,33.6635
116,jitter_values_20250122_002813.csv,2,0,1.9808043875685557,0.14584635799097503,0,
117,jitter_values_20250122_002934.csv,2,0,1.0651842826682911,0.25177648134747477,0,
118,jitter_values_20250122_003055.csv,2,0,1.8540524070688604,0.5193867574121078,0,
119,jitter_values_20250122_003215.csv,2,0,1.8101767215112736,0.42647099091985946,0,
120,jitter_values_20250122_003336.csv,2,0,1.9884252208346025,0.11520608986464095,0,
121,jitter_values_20250122_003457.csv,5,20,4.7230863068008535,0.5356601324335226,1,37.238
122,jitter_values_20250122_003618.csv,5,20,4.327134146341463,0.5244800387650705,0,
123,jitter_values_20250122_003739.csv,5,20,5.9505796217205615,0.28167179250599467,0,
124,jitter_values_20250122_003901.csv,5,20,4.5388838060384264,0.5842117164966104,0,
125,jitter_values_20250122_004022.csv,5,20,3.9548918012800973,0.2811799975698311,0,
126,jitter_values_20250122_004143.csv,5,20,3.9807926829268294,0.2972835944625318,0,
127,jitter_values_20250122_004304.csv,5,20,5.149176327028676,0.5140838472850109,0,
128,jitter_values_20250122_004425.csv,5,20,4.167073170731707,0.4732695973261815,0,
129,jitter_values_20250122_004546.csv,5,20,4.76639219274169,0.5184386670639618,0,
130,jitter_values_20250122_004707.csv,5,20,4.934411226357535,0.34093089712557884,0,
131,jitter_values_20250122_004829.csv,5,20,4.193656602622751,0.497102052582447,0,
132,jitter_values_20250122_004950.csv,5,20,3.6554775709490386,0.7233321891926994,0,
133,jitter_values_20250122_005111.csv,5,20,3.340347666971638,0.5534770020899521,0,
134,jitter_values_20250122_005232.csv,5,20,5.115888990545898,0.4263879048369718,0,
135,jitter_values_20250122_005353.csv,5,20,4.992373398413667,0.32154329888963723,0,
136,jitter_values_20250122_005515.csv,5,20,4.528048780487805,0.5689483276278776,0,
137,jitter_values_20250122_005636.csv,5,20,4.969502897224763,0.2906674745431871,0,
138,jitter_values_20250122_005757.csv,5,20,3.9545731707317073,0.2695434578035909,0,
139,jitter_values_20250122_005918.csv,5,20,4.38815990234971,0.5951217552781639,0,
140,jitter_values_20250122_010039.csv,5,20,4.6401098901098905,0.8938619461416686,0,
141,jitter_values_20250122_010200.csv,5,0,3.9969502897224762,0.05514831878160099,0,
142,jitter_values_20250122_010320.csv,5,0,3.9847607436757086,0.12252182133144124,0,
143,jitter_values_20250122_010441.csv,5,0,4.030802073802989,0.19124283677892084,0,
144,jitter_values_20250122_010602.csv,5,0,4.67469512195122,0.4692104985563083,0,
145,jitter_values_20250122_010722.csv,5,0,5.072300183038438,0.31144620019821995,0,
146,jitter_values_20250122_010843.csv,5,0,4.991460811222934,0.11013456563939886,0,
147,jitter_values_20250122_011004.csv,5,0,4.377554132357426,0.49234158793808425,0,
148,jitter_values_20250122_011124.csv,5,0,3.982317073170732,0.14503513602322549,0,
149,jitter_values_20250122_011245.csv,5,0,5.009451219512195,0.20861808209408744,0,
150,jitter_values_20250122_011406.csv,5,0,4.070774862721171,0.28252978533217316,0,
151,jitter_values_20250122_011526.csv,5,0,4.005182926829268,0.08716309294040113,0,
152,jitter_values_20250122_011647.csv,5,0,4.164939024390244,0.40119065998057646,0,
153,jitter_values_20250122_011808.csv,5,0,4.416107382550336,0.4960723151905245,0,
154,jitter_values_20250122_011929.csv,5,0,4.681818181818182,0.47040466663559266,0,
155,jitter_values_20250122_012051.csv,5,0,4.048185422384873,0.24226074682427987,0,
156,jitter_values_20250122_012212.csv,5,0,5.328353658536585,0.49064536974490935,0,
157,jitter_values_20250122_012332.csv,5,0,5.658938377059182,0.48369606941291843,0,
158,jitter_values_20250122_012453.csv,5,0,4.115888990545898,0.3332143194253379,0,
159,jitter_values_20250122_012613.csv,5,0,4.442987804878049,0.4974281889327552,0,
160,jitter_values_20250122_012734.csv,5,0,4.716900549115314,0.4552892321242794,0,
161,jitter_values_20250122_012855.csv,5,40,5.540268456375839,0.9140987987643724,1,34.7456
162,jitter_values_20250122_013016.csv,5,40,5.347773032336791,0.9589592859742578,0,
163,jitter_values_20250122_013137.csv,5,40,5.283796155019835,0.8157615481802787,1,34.5548
164,jitter_values_20250122_013259.csv,5,40,4.827691369319915,0.638801698037843,0,
165,jitter_values_20250122_013420.csv,5,40,6.067460317460317,1.1098574655534208,2,"35.3312, 33.8846"
166,jitter_values_20250122_013541.csv,5,40,4.828301311375419,0.7319796967682172,1,37.0321
167,jitter_values_20250122_013702.csv,5,40,4.29155230253126,1.0565574312289356,1,63.7879
168,jitter_values_20250122_013823.csv,5,40,4.8316559926806955,0.6504970896822643,1,35.3441
169,jitter_values_20250122_013944.csv,5,40,5.628510378510379,1.0368621380527732,1,34.0684
170,jitter_values_20250122_014106.csv,5,40,4.87705918242831,0.5973838934713656,1,36.0663
171,jitter_values_20250122_014227.csv,5,40,4.3797622676013415,1.2308058304405955,9,"33.4058, 99.4939, 72.2398, 47.2876, 34.7496, 51.1577, 35.219, 33.4643, 35.052"
172,jitter_values_20250122_014348.csv,5,40,5.766087221713938,0.739702316956199,1,35.3719
173,jitter_values_20250122_014509.csv,5,40,4.839890210430009,0.7211911289252231,0,
174,jitter_values_20250122_014630.csv,5,40,5.649588289112534,0.8834414901055953,0,
175,jitter_values_20250122_014751.csv,5,40,5.62751677852349,0.846864648848195,2,"34.0076, 35.6088"
176,jitter_values_20250122_014912.csv,5,40,6.8006715506715505,1.2207916993940746,0,
177,jitter_values_20250122_015034.csv,5,40,6.453768690875801,0.9185787511475172,2,"35.2367, 33.4272"
178,jitter_values_20250122_015155.csv,5,40,5.620006099420555,0.8906893491792237,1,34.0685
179,jitter_values_20250122_015316.csv,5,40,4.808783165599268,0.7457643348983977,1,33.6142
180,jitter_values_20250122_015437.csv,5,40,5.006711409395973,0.7796332457392078,1,37.9609
181,jitter_values_20250122_015558.csv,1,40,4.684050015248552,1.0596423550526697,1,88.6302
182,jitter_values_20250122_015720.csv,1,40,5.508541793776693,1.2883436518275033,2,"83.6855, 34.6016"
183,jitter_values_20250122_015841.csv,1,40,4.718511741384568,0.9204454079537642,1,89.0245
184,jitter_values_20250122_020002.csv,1,40,5.562843197071385,1.1622369471021938,1,80.8373
185,jitter_values_20250122_020123.csv,1,40,5.653752287980476,0.850426457284023,1,82.4926
186,jitter_values_20250122_020244.csv,1,40,5.468273337400854,1.1866154723608517,1,84.0973
187,jitter_values_20250122_020406.csv,1,40,4.702439024390244,1.0082883850670297,1,86.47511
188,jitter_values_20250122_020527.csv,1,40,3.9835365853658535,1.4856342659583541,10,"85.5953, 34.2085, 34.7626, 34.3784, 98.8485, 39.1501, 67.2904, 33.7393, 38.5877, 33.5737"
189,jitter_values_20250122_020648.csv,1,40,5.745044220799024,1.1086295494481897,3,"34.0463, 100.238, 52.4613"
190,jitter_values_20250122_020809.csv,1,40,4.662397072278133,1.1526653674692382,1,99.53
191,jitter_values_20250122_020930.csv,1,40,5.620805369127517,1.3818719391085657,1,115.4072
192,jitter_values_20250122_021051.csv,1,40,5.4763647453491915,1.2903544957725344,1,100.4511
193,jitter_values_20250122_021213.csv,1,40,5.220933780897162,1.2272401637847279,1,102.2692
194,jitter_values_20250122_021334.csv,1,40,5.231990231990232,1.3498868964424389,2,"87.0573, 34.9787"
195,jitter_values_20250122_021455.csv,1,40,5.231777981091796,1.1776141501999453,2,"84.3065, 34.6232"
196,jitter_values_20250122_021616.csv,1,40,4.872522110399512,0.653220828142674,1,101.9624
197,jitter_values_20250122_021737.csv,1,40,5.14891669209643,1.2766486210166184,2,"86.4259, 34.8164"
198,jitter_values_20250122_021858.csv,1,40,5.636779505946935,1.1333327280538465,1,84.631
199,jitter_values_20250122_022020.csv,1,40,4.834655277608298,0.8028753561373874,1,101.6664
200,jitter_values_20250122_022141.csv,1,40,4.9368709972552605,0.9251967942683422,1,98.06809
201,jitter_values_20250122_022302.csv,1,20,2.5662907650106677,0.72872921436495,1,50.0904
202,jitter_values_20250122_022423.csv,1,20,2.771951219512195,0.7165153025389819,2,"33.5617, 48.9256"
203,jitter_values_20250122_022545.csv,1,20,2.3593416641267906,0.6161782729232813,1,51.3241
204,jitter_values_20250122_022706.csv,1,20,2.9289850655288023,0.49585277622650026,1,68.9452
205,jitter_values_20250122_022827.csv,1,20,2.514172508381591,0.6172299889475362,1,34.8915
206,jitter_values_20250122_022948.csv,1,20,2.9289850655288023,0.364780889908925,1,50.5394
207,jitter_values_20250122_023109.csv,1,20,2.9460530326120087,0.5224973412151764,2,"35.1936, 49.1616"
208,jitter_values_20250122_023230.csv,1,20,2.9396341463414632,0.5834056664888081,1,67.669
209,jitter_values_20250122_023352.csv,1,20,2.9250228588844864,0.3627283230843105,1,49.38
210,jitter_values_20250122_023513.csv,1,20,2.4884146341463413,0.5921000086808219,2,"52.9355, 35.0567"
211,jitter_values_20250122_023634.csv,1,20,4.086106870229008,0.9120984589604028,0,
212,jitter_values_20250122_023755.csv,1,20,2.7232551051508684,0.8425997146384742,1,53.4803
213,jitter_values_20250122_023916.csv,1,20,4.591214154972544,1.279903462714013,3,"35.7049, 34.8154, 35.0375"
214,jitter_values_20250122_024037.csv,1,20,2.302559414990859,0.7006242048444528,8,"34.4394, 34.4773, 66.2266, 35.2801, 50.7304, 35.6741, 34.6, 35.9733"
215,jitter_values_20250122_024159.csv,1,20,2.8951539164888755,0.5096426735038485,1,65.9718
216,jitter_values_20250122_024320.csv,1,20,2.9362804878048783,0.32935223510721584,1,48.3635
217,jitter_values_20250122_024441.csv,1,20,2.3362777946999693,0.6873873105032119,7,"63.9094, 35.2006, 35.6134, 35.4204, 35.5794, 35.9224, 35.1723"
218,jitter_values_20250122_024602.csv,1,20,2.919561243144424,0.3779845847304516,1,51.1526
219,jitter_values_20250122_024723.csv,1,20,2.8215919487648673,0.7963138249189201,2,"34.2871, 49.2539"
220,jitter_values_20250122_024845.csv,1,20,2.0880292415473654,0.5995020148517751,2,"35.0362, 37.3504"
221,jitter_values_20250122_025005.csv,1,0,1.7559414990859232,0.5820407666642214,1,36.4057
222,jitter_values_20250122_025126.csv,1,0,3.2740853658536584,1.463242550169826,2,"34.1087, 36.1191"
223,jitter_values_20250122_025247.csv,1,0,1.9859884252208346,0.12987063778800523,1,35.1178
224,jitter_values_20250122_025407.csv,1,0,1.5961011270179715,0.7988470695902186,2,"35.002, 35.0763"
225,jitter_values_20250122_025528.csv,1,0,1.9896373056994818,1.0296885138166343,0,
226,jitter_values_20250122_025649.csv,1,0,1.6755027422303475,0.49545647324217484,1,34.4812
227,jitter_values_20250122_025809.csv,1,0,1.7202925045703839,0.575648401146076,1,33.474
228,jitter_values_20250122_025930.csv,1,0,1.7056672760511884,0.5720489885586875,0,
229,jitter_values_20250122_030051.csv,1,0,1.79013097776424,0.4183483104547182,1,35.6351
230,jitter_values_20250122_030211.csv,1,0,1.0070121951219513,0.5944848486621565,1,35.7722
231,jitter_values_20250122_030332.csv,1,0,1.8318098720292504,0.5933593320834184,1,35.0915
232,jitter_values_20250122_030453.csv,1,0,1.4730265163060043,0.6261240737258951,1,36.8026
233,jitter_values_20250122_030613.csv,1,0,1.7836684948202315,0.4176845914786183,1,33.6087
234,jitter_values_20250122_030734.csv,1,0,2.1215722120658134,0.9613837253106637,2,"35.4478, 33.4985"
235,jitter_values_20250122_030855.csv,1,0,1.0518134715025906,0.2439460342689269,0,
236,jitter_values_20250122_031015.csv,1,0,1.008838768668089,0.5372535384204673,0,
237,jitter_values_20250122_031136.csv,1,0,1.880865326020719,0.4154947486489591,1,35.3582
238,jitter_values_20250122_031257.csv,1,0,2.770051845074718,0.45566701177637753,1,35.9326
239,jitter_values_20250122_031417.csv,1,0,2.249161329673681,0.8002888423149495,2,"34.068, 33.8607"
240,jitter_values_20250122_031538.csv,1,0,1.026821091130753,0.3934059158530783,1,36.9354
