4.0221792049706,17.0694,4.05623760446906,18.0629,1.0,17.0694,1.0,-4.857933,0.406333
4.03894130513072,16.6592,4.07332610525191,16.0476,2.0,16.8643,1.0,-26.04163,-0.141634
4.05623760446906,17.885,4.09096090495586,17.7155,2.0,17.20453,1.0,16.14257,-0.631101
4.07332610525191,16.9561,4.1074259057641,17.3684,2.0,17.14243,1.0,15.67433,-0.004968
4.09096090495586,16.4354,4.1247015055269,16.1113,2.0,17.00102,1.0,16.3578,-0.348735
4.1074259057641,17.6775,4.14137690514326,17.4135,2.0,17.11377,1.0,16.85127,-0.593002
4.1247015055269,16.6648,4.15829580463469,16.1793,2.0,17.04963,1.0,13.41854,-0.008369
4.14137690514326,17.1383,4.17514780536294,17.1891,2.0,17.06071,1.0,16.5677,0.484464
4.15829580463469,16.9147,4.19263040460646,17.2447,2.0,17.04449,1.0,16.74957,-1.084203
4.17514780536294,17.1938,4.20967750437558,17.1779,2.0,17.05942,1.0,16.24174,0.01173
4.19263040460646,17.4371,4.22628320381045,18.5044,2.0,17.09375,1.0,15.7313,-0.431137
4.20967750437558,16.1144,4.24302480369806,14.9356,2.0,17.01214,2.0,17.15057,-0.689804
4.22628320381045,12.6258,4.26106510311365,19.2479,2.0,16.67473,1.0,16.17264,-0.174971
4.24302480369806,22.2603,4.27650570310652,13.9668,2.0,17.0737,2.0,16.5951,-0.216567
4.26106510311365,12.7219,4.29369010403752,17.4558,2.0,16.78358,1.0,15.31247,-0.922034
4.27650570310652,20.3299,4.31094230338931,17.1905,2.0,17.00522,1.0,-58.65496,-0.951401
4.29369010403752,17.0194,4.328499102965,18.1052,2.0,17.00606,1.0,5.228667,-0.386468
4.31094230338931,17.1265,4.34453590214252,17.273,2.0,17.01275,2.0,7.824834,0.432265
4.328499102965,11.6069,4.36198510229588,16.392,2.0,16.72823,2.0,9.541601,0.372098
4.34453590214252,17.126,4.37864300236106,17.4653,2.0,16.74812,2.0,8.536368,0.282531
4.36198510229588,16.2601,4.39492160268128,16.2745,2.0,16.72488,2.0,9.332735,-1.267736
4.37864300236106,17.5106,4.41220930218697,16.2004,2.0,16.7606,2.0,8.709102,-0.746703
4.39492160268128,16.1852,4.42760610207915,16.5145,2.0,16.73558,2.0,9.166469,1.10993
4.41220930218697,16.7895,4.44463700242341,16.1238,2.0,16.73783,2.0,8.955936,-0.467437
4.42760610207915,16.2735,4.46233350224793,18.6059,2.0,16.71925,2.0,7.631703,0.127696
4.44463700242341,16.3078,4.47808810137212,14.0488,2.0,16.70343,2.0,10.38217,-0.626571
4.46233350224793,18.3181,4.49498080089688,19.1215,2.0,16.76323,1.0,8.290537,0.302462
4.47808810137212,19.5228,4.51238750107586,15.8971,2.0,16.86179,2.0,8.766504,0.122895
4.49498080089688,13.403,4.52824330143631,16.6276,2.0,16.74252,2.0,9.567571,0.777928
4.51238750107586,16.2501,4.54419860057533,14.2305,2.0,16.7261,2.0,8.613238,0.469161
4.52824330143631,16.4359,4.56178610026836,19.4433,2.0,16.71674,1.0,9.119105,-0.087406
4.54419860057533,20.2365,4.57888120040298,16.5823,2.0,16.82673,2.0,8.709772,1.183427
4.56178610026836,13.6949,4.59543159976602,16.5232,2.0,16.73183,2.0,7.235039,1.67896
4.57888120040298,16.8123,4.61305860057473,17.3212,2.0,16.7342,2.0,9.061606,-0.277007
4.59543159976602,16.7223,4.62947430089116,17.6141,2.0,16.73386,2.0,9.038873,0.962226
4.61305860057473,17.1088,4.64560360088944,15.603,2.0,16.74427,2.0,4.49584,-0.227541
4.62947430089116,16.8459,4.66211350075901,15.8981,2.0,16.74702,2.0,7.743507,-0.558708
4.64560360088944,16.8874,4.68187810108066,19.5638,2.0,16.75071,2.0,8.416874,-0.579775
4.66211350075901,15.1859,4.69644770119339,15.4508,2.0,16.71059,2.0,8.472541,0.193258
4.68187810108066,18.4707,4.71289400104433,15.4831,2.0,16.75459,2.0,8.773108,1.133591
4.69644770119339,16.4232,4.72977280151099,18.5615,2.0,16.74651,2.0,10.03617,-0.699276
4.71289400104433,15.6951,4.74660880211741,15.1625,2.0,16.72148,2.0,10.01364,0.562757
4.72977280151099,18.3423,4.7633525012061,18.0826,2.0,16.75917,2.0,9.227809,-0.73851
4.74660880211741,15.2706,4.77920960169286,14.2305,2.0,16.72534,2.0,7.689176,-0.880277
4.7633525012061,17.9599,4.79654730204493,18.9902,2.0,16.75277,2.0,10.04424,0.278656
