Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Std Dev Frame Time,Interrupt Frequency (/s),Interrupt Mag (ms/s),QoE_FTSD,QoE_IF,QoE_IM
10,0,0,3,1.544571328074655,0.0,0.0,4.513504005627819,3.7,4.0
10,0,0,3,1.7221309328309515,0.0,0.0,4.503560667761466,3.7,4.0
10,0,0,3,1.663972037596152,0.0,0.0,4.5068175658946155,3.7,4.0
10,0,0,3,1.5073639042705456,0.0,0.0,4.515587621360849,3.7,4.0
10,0,0,3,1.9372955008852333,0.0,0.0,4.4915114519504264,3.7,4.0
10,0,0,3,1.776153772195201,0.0,0.0,4.5005353887570685,3.7,4.0
10,0,0,3,1.625107549180825,0.0,0.0,4.508993977245874,3.7,4.0
10,0,0,3,1.940423104308682,0.0162335080726603,0.1316061213565898,4.491336306158713,3.699626629314329,3.999473575514574
10,0,0,3,1.5122822593931329,0.0,0.0,4.515312193473984,3.7,4.0
10,0,0,3,1.5737648633071024,0.0,0.0,4.511869167654802,3.7,4.0
10,0,0,3,1.6208469213639165,0.0162372884074869,0.1046390293454031,4.50923257240362,3.699626542366628,3.9995814438826183
10,0,0,3,1.504356605771079,0.0,0.0,4.515756030076819,3.7,4.0
10,15,2,6,1.8407983609042269,0.0,0.0,4.496915291789363,3.7,4.0
10,15,2,6,1.8335252099705837,0.0162391122958864,0.5663287457218454,4.497322588241647,3.6996265004171947,3.9977346850171127
10,15,2,6,2.2433778887674944,0.0162296134494418,0.0179039577505669,4.47437083822902,3.699626718890663,3.9999283841689977
10,15,2,6,1.7371227265093727,0.0162319991611702,0.0670635758463195,4.502721127315475,3.699626664019293,3.999731745696615
10,15,2,6,1.7524149236529636,0.0162283088739239,0.1990315424217385,4.5018647642754335,3.6996267488959,3.999203873830313
10,15,2,6,2.0352772204892946,0.0162299645697446,0.0455147608205964,4.4860244756525995,3.699626710814896,3.9998179409567176
10,15,2,6,1.867909287481704,0.0162297198303484,0.0698537853113283,4.495397079901024,3.6996267164439023,3.9997205848587547
10,15,2,6,1.820240437518636,0.0487260699001922,0.3971353034281501,4.498066535498956,3.6988793003922957,3.9984114587862876
10,15,2,6,1.89493686402756,0.0324707091805866,0.4070078708263279,4.493883535614456,3.6992531736888465,3.9983719685166945
10,15,2,6,1.9961156408332648,0.0487412280373232,0.995196736864314,4.488217524113336,3.698878951755142,3.9960192130525427
10,15,2,6,1.991727246470064,0.0324762306756263,0.6179712274077801,4.488463274197676,3.699253046694461,3.9975281150903688
10,15,2,6,2.2399980561169808,0.0325030801339877,1.3604575679075086,4.474560108857449,3.6992524291569184,3.99455816972837
10,15,2,6,1.6812567532518117,0.0485941938510901,0.0559270253070902,4.505849621817898,3.698882333541425,3.9997762918987716
10,15,2,6,1.8509370171963309,0.0,0.0,4.496347527037005,3.7,4.0
10,15,2,6,1.638664880130115,0.0162002050445684,0.0183688616930646,4.508234766712714,3.699627395283975,3.999926524553228
10,15,2,6,1.8627997889934,0.0,0.0,4.495683211816369,3.7,4.0
10,15,2,6,1.653409962988816,0.0,0.0,4.507409042072626,3.7,4.0
10,15,2,6,1.6069991264583183,0.0,0.0,4.510008048918333,3.7,4.0
10,15,2,6,1.6646615146594188,0.0,0.0,4.5067789551790725,3.7,4.0
10,15,2,6,1.659134801297924,0.0,0.0,4.5070884511273155,3.7,4.0
10,20,2,6,1.7959520806899132,0.0,0.0,4.4994266834813645,3.7,4.0
10,20,2,6,1.9410657112234044,0.0,0.0,4.491300320171489,3.7,4.0
10,20,2,6,1.790021994967427,0.0,0.0,4.499758768281824,3.7,4.0
10,20,2,6,1.5117137629539363,0.0,0.0,4.515344029274579,3.7,4.0
10,20,2,6,1.6629972798195778,0.0,0.0,4.506872152330104,3.7,4.0
10,20,2,6,1.7275539726603186,0.0,0.0,4.503256977531022,3.7,4.0
10,20,2,6,1.4844827250089767,0.0,0.0,4.516868967399497,3.7,4.0
10,20,2,6,1.7379233397655482,0.0,0.0,4.5026762929731285,3.7,4.0
10,20,2,6,1.988632066453112,0.0,0.0,4.488636604278625,3.7,4.0
10,20,2,6,1.6460619646993142,0.0,0.0,4.507820529976838,3.7,4.0
10,20,2,6,1.4766994132934763,0.0,0.0,4.517304832855565,3.7,4.0
10,20,2,6,2.03772220399345,0.0,0.0,4.485887556576366,3.7,4.0
10,20,2,6,1.7015024900408315,0.0,0.0,4.504715860557713,3.7,4.0
10,20,2,6,1.634412071280056,0.0,0.0,4.508472924008316,3.7,4.0
10,20,2,6,1.6256730104842918,0.0,0.0,4.508962311412879,3.7,4.0
10,20,2,6,2.135913023623921,0.0,0.0,4.48038887067706,3.7,4.0
10,20,2,6,1.6980384243131883,0.0,0.0,4.504909848238461,3.7,4.0
10,20,2,6,1.4777114910973417,0.0,0.0,4.517248156498549,3.7,4.0
10,20,2,6,1.6809441469166668,0.0,0.0,4.5058671277726665,3.7,4.0
10,20,2,6,1.6049965357794658,0.0,0.0,4.510120193996349,3.7,4.0
10,0,2,6,1.5313322272212888,0.0,0.0,4.514245395275608,3.7,4.0
10,0,2,6,1.5461259206910665,0.0,0.0,4.5134169484413,3.7,4.0
10,0,2,6,2.3251868134578246,0.0,0.0,4.469789538446362,3.7,4.0
10,0,2,6,1.6606461019909953,0.0,0.0,4.507003818288504,3.7,4.0
10,0,2,6,1.544055525633679,0.0,0.0,4.513532890564513,3.7,4.0
10,0,2,6,1.7697530341272238,0.0,0.0,4.5008938300888754,3.7,4.0
10,0,2,6,1.658237079767971,0.0162287904647194,0.0292258769690375,4.507138723532993,3.6996267378193117,3.9998830964921237
10,0,2,6,1.86634457986316,0.0,0.0,4.495484703527663,3.7,4.0
10,0,2,6,1.6089788792100856,0.0,0.0,4.5098971827642345,3.7,4.0
10,0,2,6,1.705608413418147,0.0,0.0,4.504485928848584,3.7,4.0
10,0,2,6,1.946948418744707,0.0,0.0,4.490970888550296,3.7,4.0
10,0,2,6,1.825325134100013,0.0,0.0,4.497781792490399,3.7,4.0
10,0,2,6,1.8395669053481487,0.0,0.0,4.4969842533005036,3.7,4.0
10,0,2,6,1.7425960957915725,0.0,0.0,4.5024146186356715,3.7,4.0
10,0,2,6,1.832125728969688,0.0,0.0,4.497400959177697,3.7,4.0
10,0,2,6,1.5005970906220565,0.0,0.0,4.515966562925165,3.7,4.0
10,0,2,6,1.6153252914537062,0.0,0.0,4.509541783678592,3.7,4.0
10,0,2,6,1.567514573701484,0.0,0.0,4.512219183872716,3.7,4.0
10,0,2,6,1.6435374892092016,0.0,0.0,4.507961900604284,3.7,4.0
10,0,2,6,2.1064491887722943,0.0,0.0,4.482038845428751,3.7,4.0
10,15,2,7,1.8985735522132992,0.0,0.0,4.493679881076055,3.7,4.0
10,15,2,7,1.916051398815937,0.0162319823621571,0.1478533290530163,4.4927011216663075,3.699626664405671,3.999408586683788
10,15,2,7,1.7554490652565304,0.0324768906143664,0.549895983823642,4.501694852345634,3.6992530315158696,3.9978004160647056
10,15,2,7,1.6364747144930931,0.0324687196578052,0.1962252267514604,4.508357415988386,3.6992532194478707,3.999215099092994
10,15,2,7,1.8417635905612797,0.0162316686955181,0.1599982527887258,4.496861238928568,3.6996266716200035,3.9993600069888453
10,15,2,7,1.7650869459434524,0.0324854924144827,0.4433933814585333,4.501155131027167,3.6992528336744672,3.998226426474166
10,15,2,7,1.699467111784314,0.0486989637870617,0.343215654616099,4.504829841740078,3.6988799238328975,3.9986271373815354
10,15,2,7,1.745850117020652,0.0162325302102775,0.3865008621597439,4.502232393446843,3.699626651805164,3.998453996551361
10,15,2,7,2.3780458056127816,0.0487505994114015,0.995670834738203,4.466829434885684,3.698878736213538,3.9960173166610473
10,15,2,7,3.2418120197060274,0.0325517134119951,2.828137326874657,4.418458526896462,3.6992513105915243,3.988687450692501
10,15,2,7,1.6253249540570376,0.0,0.0,4.508981802572806,3.7,4.0
10,15,2,7,1.8802296956794904,0.0,0.0,4.4947071370419485,3.7,4.0
10,15,2,7,1.5578426289819338,0.0,0.0,4.512760812777011,3.7,4.0
10,15,2,7,1.5086239609654402,0.0,0.0,4.515517058185935,3.7,4.0
10,15,2,7,1.5466122787461092,0.0,0.0,4.513389712390217,3.7,4.0
10,15,2,7,1.73357695871898,0.0,0.0,4.502919690311737,3.7,4.0
10,15,2,7,1.4801411915413814,0.0,0.0,4.517112093273682,3.7,4.0
10,15,2,7,1.486761841602953,0.0,0.0,4.5167413368702345,3.7,4.0
10,15,2,7,1.7287512834360987,0.0,0.0,4.503189928127578,3.7,4.0
10,15,2,7,1.6082212552184956,0.0,0.0,4.5099396097077635,3.7,4.0
10,20,2,7,2.004896173548156,0.0,0.0,4.487725814281303,3.7,4.0
10,20,2,7,1.878424358577533,0.0,0.0,4.494808235919658,3.7,4.0
10,20,2,7,1.560751391210209,0.0,0.0,4.512597922092228,3.7,4.0
10,20,2,7,1.7106479556201053,0.0,0.0,4.504203714485274,3.7,4.0
10,20,2,7,1.669949344399911,0.0,0.0,4.506482836713604,3.7,4.0
10,20,2,7,1.9319159345609216,0.0,0.0,4.491812707664588,3.7,4.0
10,20,2,7,1.7283564213118243,0.0,0.0,4.503212040406537,3.7,4.0
10,20,2,7,1.871243895623856,0.0,0.0,4.4952103418450635,3.7,4.0
10,20,2,7,1.566380454578626,0.0,0.0,4.512282694543597,3.7,4.0
10,20,2,7,1.969174856596695,0.0,0.0,4.489726208030585,3.7,4.0
10,20,2,7,1.6350841753385188,0.0,0.0,4.508435286181043,3.7,4.0
10,20,2,7,1.567232656465534,0.0,0.0,4.5122349712379295,3.7,4.0
10,20,2,7,1.840169293340136,0.0,0.0,4.496950519572952,3.7,4.0
10,20,2,7,1.6284830980978064,0.0,0.0,4.5088049465065225,3.7,4.0
10,20,2,7,1.5626600545715474,0.0,0.0,4.512491036943993,3.7,4.0
10,20,2,7,1.9994056634541384,0.0,0.0,4.488033282846568,3.7,4.0
10,20,2,7,1.4366974798612406,0.0,0.0,4.51954494112777,3.7,4.0
10,20,2,7,1.5598740640006656,0.0,0.0,4.5126470524159625,3.7,4.0
10,20,2,7,1.5399186674977028,0.0,0.0,4.513764554620129,3.7,4.0
10,20,2,7,1.7213185007246825,0.0,0.0,4.503606163959417,3.7,4.0
10,0,2,7,1.6507186241707992,0.0162336427619623,0.0842358203479687,4.507559757046435,3.699626626216475,3.999663056718608
10,0,2,7,1.5573031651849885,0.0,0.0,4.51279102274964,3.7,4.0
10,0,2,7,1.6626882582552285,0.0,0.0,4.5068894575377065,3.7,4.0
10,0,2,7,1.8637608730129704,0.0162356266379534,0.0017025652230156,4.495629391111273,3.6996265805873274,3.999993189739108
10,0,2,7,1.8485592803293125,0.0,0.0,4.496480680301558,3.7,4.0
10,0,2,7,1.87804854787556,0.0,0.0,4.494829281318968,3.7,4.0
10,0,2,7,1.6372854072048708,0.0,0.0,4.508312017196527,3.7,4.0
10,0,2,7,1.570749805734894,0.0,0.0,4.512038010878846,3.7,4.0
10,0,2,7,1.835443751513385,0.0,0.0,4.49721514991525,3.7,4.0
10,0,2,7,1.6038940787878535,0.0,0.0,4.51018193158788,3.7,4.0
10,0,2,7,1.5376993398356913,0.0,0.0,4.513888836969201,3.7,4.0
10,0,2,7,1.7297484280040751,0.0,0.0,4.503134088031771,3.7,4.0
10,0,2,7,1.7983865816546418,0.0,0.0,4.49929035142734,3.7,4.0
10,0,2,7,1.5452865230129396,0.0,0.0,4.513463954711275,3.7,4.0
10,0,2,7,1.5676626603925496,0.0,0.0,4.512210891018017,3.7,4.0
10,0,2,7,1.4930129242268282,0.0,0.0,4.516391276243297,3.7,4.0
10,0,2,7,1.9087708365719096,0.0,0.0,4.493108833151973,3.7,4.0
10,0,2,7,1.4749153844457583,0.0,0.0,4.517404738471037,3.7,4.0
10,0,2,7,1.828799634103504,0.0324877852807568,0.2607962161458398,4.497587220490203,3.6992527809385427,3.9989568151354167
10,0,2,7,1.9200202375913524,0.0,0.0,4.492478866694884,3.7,4.0
