Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
38,jitter_values_20250131_005953.csv,10,20,0,3,9.782797567332754,0.5069328668461595,16.681825948450623,1.9823890655528125,1,36.124,0.0453063454821831,0.0,0.0162349580645563
39,jitter_values_20250131_010113.csv,10,20,0,3,9.887923544743701,0.38120167828787654,16.68290744280336,1.6232131568200023,0,,0.0,0.0,0.0
40,jitter_values_20250131_010234.csv,10,20,0,3,9.954229432213209,0.2663207848502612,16.6808292004635,1.4647182747260998,0,,0.0,0.0,0.0
41,jitter_values_20250131_010353.csv,10,0,0,3,8.986971627099015,0.11593776257061379,16.67803178922988,1.59235567588582,0,,0.0,0.0,0.0
42,jitter_values_20250131_010513.csv,10,0,0,3,9.896322038806835,0.654975451295529,16.688301158412976,1.645781606863428,0,,0.0,0.0,0.0
43,jitter_values_20250131_010633.csv,10,0,0,3,9.036768963520556,0.2127763473771312,16.680501997683844,1.5920383443643884,0,,0.0,0.0,0.0
44,jitter_values_20250131_010753.csv,10,0,0,3,5.419728087937518,0.8043527678304531,16.66221833960081,1.7949152076554538,0,,0.0,0.0,0.0
45,jitter_values_20250131_010912.csv,10,0,0,3,8.996815286624203,0.07009357890634396,16.68091444701795,1.4294436162704933,0,,0.0,0.0,0.0
46,jitter_values_20250131_011032.csv,10,0,0,3,9.993339125398204,0.08135369732478137,16.679699826238053,1.4071778933277845,0,,0.0,0.0,0.0
47,jitter_values_20250131_011152.csv,10,0,0,3,9.73485946102579,0.4453939493281698,16.686410286873368,1.5421935737185484,0,,0.0,0.0,0.0
48,jitter_values_20250131_011311.csv,10,0,0,3,9.594727694090382,0.49337072792781295,16.683803592120512,1.6831259324891987,0,,0.0,0.0,0.0
49,jitter_values_20250131_011431.csv,10,0,0,3,8.995367689635206,0.0679130869802896,16.680795280833816,1.544571328074655,0,,0.0,0.0,0.0
50,jitter_values_20250131_011551.csv,10,0,0,3,9.068037058482918,0.26088317734236405,16.682997915460337,1.7221309328309515,0,,0.0,0.0,0.0
51,jitter_values_20250131_011710.csv,10,0,0,3,9.566753547639733,0.49967060623585513,16.68347830871706,1.663972037596152,0,,0.0,0.0,0.0
52,jitter_values_20250131_011830.csv,10,0,0,3,8.98697539797395,0.12318619529516811,16.680356150506512,1.5073639042705456,0,,0.0,0.0,0.0
53,jitter_values_20250131_011950.csv,10,0,0,3,9.656919513607411,0.48026492098731677,16.68006299942096,1.9372955008852333,0,,0.0,0.0,0.0
54,jitter_values_20250131_012109.csv,10,0,0,3,9.509696092619393,0.5011351274951962,16.679250332850938,1.776153772195201,0,,0.0,0.0,0.0
55,jitter_values_20250131_012229.csv,10,0,0,3,10.061957151129125,0.2662289175969294,16.683022987840186,1.625107549180825,0,,0.0,0.0,0.0
56,jitter_values_20250131_012349.csv,10,0,0,3,9.967564436721691,0.7833669230123042,16.68430327251665,1.940423104308682,1,41.4404,0.1316061213565898,0.0,0.016233508072660302
57,jitter_values_20250131_012509.csv,10,0,0,3,8.994209612044006,0.07960988038911446,16.67847785176607,1.5122822593931327,0,,0.0,0.0,0.0
58,jitter_values_20250131_012628.csv,10,0,0,3,9.036779611931653,0.21950710433649903,16.683269562699103,1.5737648633071024,0,,0.0,0.0,0.0
59,jitter_values_20250131_012748.csv,10,0,0,3,9.991884057971015,0.761454094453338,16.69176179710145,1.6208469213639163,1,39.7777,0.10463902934540319,0.0,0.016237288407486967
60,jitter_values_20250131_012908.csv,10,0,0,3,9.854908774978279,0.3522437993306539,16.683195598030697,1.5043566057710793,0,,0.0,0.0,0.0
61,jitter_values_20250131_013028.csv,10,15,2,6,4.766086956521739,1.1230772266050226,16.657032898550725,1.8407983609042267,0,,0.0,0.0,0.0
62,jitter_values_20250131_013148.csv,10,15,2,6,4.8531286210892235,1.1064124113113811,16.658747450753186,1.8335252099705834,1,68.2077,0.5663287457218454,0.0,0.016239112295886482
63,jitter_values_20250131_013308.csv,10,15,2,6,5.021720243266724,1.0259341307321341,16.652087981465392,2.2433778887674944,1,34.4365,0.017903957750566964,0.0,0.016229613449441824
64,jitter_values_20250131_013429.csv,10,15,2,6,4.742542716478424,1.1168830358646495,16.65375766000579,1.7371227265093727,1,37.4649,0.06706357584631958,0.0,0.016231999161170265
65,jitter_values_20250131_013549.csv,10,15,2,6,4.960023174971031,1.3170837888281723,16.660395133256085,1.7524149236529636,1,45.5978,0.19903154242173854,0.0,0.01622830887392395
66,jitter_values_20250131_013709.csv,10,15,2,6,4.59739507959479,1.2734171977403834,16.649261070911724,2.0352772204892946,1,36.1377,0.04551476082059645,0.0,0.016229964569744612
67,jitter_values_20250131_013829.csv,10,15,2,6,4.8097857556456285,1.1081183245034143,16.655362478286047,1.867909287481704,1,37.6374,0.06985378531132833,0.0,0.016229719830348405
68,jitter_values_20250131_013950.csv,10,15,2,6,5.015652173913043,1.2275416272708302,16.652269043478263,1.820240437518636,3,"54.5555, 34.339, 35.5566",0.3971353034281501,9.256514962266667,0.04872606990019222
69,jitter_values_20250131_014110.csv,10,15,2,6,4.625144843568946,1.216011387232668,16.655915845886444,1.89493686402756,2,"45.361, 46.3749",0.40700787082632794,0.5069499999999998,0.03247070918058663
70,jitter_values_20250131_014230.csv,10,15,2,6,5.67768115942029,1.0711944987641024,16.655899014492753,1.9961156408332652,3,"47.7608, 64.4972, 48.9959",0.9951967368643139,7.61521035428438,0.048741228037323295
71,jitter_values_20250131_014350.csv,10,15,2,6,5.044322132097335,1.1452367828709735,16.655097421784472,1.9917272464700642,2,"56.5598, 48.1637",0.6179712274077801,4.198050000000002,0.03247623067562639
72,jitter_values_20250131_014511.csv,10,15,2,6,5.144969556393157,1.382849375787067,16.654096781675847,2.2399980561169808,2,"55.588, 94.7912",1.3604575679075086,19.6016,0.03250308013398779
73,jitter_values_20250131_014632.csv,10,15,2,6,2.108123735183579,0.8015243074632281,16.66200766117375,1.6812567532518117,3,"35.0838, 34.2972, 34.0717",0.05592702530709025,0.4338376834203717,0.04859419385109013
74,jitter_values_20250131_014752.csv,10,15,2,6,4.983768115942029,1.1637577000759893,16.662463739130434,1.8509370171963309,0,,0.0,0.0,0.0
75,jitter_values_20250131_014913.csv,10,15,2,6,2.127456647398844,0.9382174511746572,16.64102471098266,1.638664880130115,1,34.4672,0.01836886169306464,0.0,0.016200205044568476
76,jitter_values_20250131_015033.csv,10,15,2,6,4.7938621887666475,1.041734096176352,16.656733960625363,1.8627997889933996,0,,0.0,0.0,0.0
77,jitter_values_20250131_015153.csv,10,15,2,6,4.585358796296297,1.089725619695491,16.653496614583332,1.653409962988816,0,,0.0,0.0,0.0
78,jitter_values_20250131_015313.csv,10,15,2,6,4.578993055555555,1.1122830715293681,16.6506787037037,1.6069991264583183,0,,0.0,0.0,0.0
79,jitter_values_20250131_015434.csv,10,15,2,6,4.629811866859623,1.1834519813975253,16.653025672937773,1.6646615146594188,0,,0.0,0.0,0.0
80,jitter_values_20250131_015554.csv,10,15,2,6,5.089301246738185,0.9482697664089772,16.66609710060887,1.6591348012979241,0,,0.0,0.0,0.0
81,jitter_values_20250131_015714.csv,10,20,2,6,4.636074116965837,1.1506234431193352,16.653682918355532,1.7959520806899132,0,,0.0,0.0,0.0
82,jitter_values_20250131_015834.csv,10,20,2,6,4.639154358528815,1.2126680613332184,16.655818158123374,1.9410657112234044,0,,0.0,0.0,0.0
83,jitter_values_20250131_015954.csv,10,20,2,6,4.7045717592592595,1.1615359567960692,16.649328645833332,1.790021994967427,0,,0.0,0.0,0.0
84,jitter_values_20250131_020114.csv,10,20,2,6,4.586107091172214,1.0993145651438032,16.654942720694645,1.5117137629539363,0,,0.0,0.0,0.0
85,jitter_values_20250131_020235.csv,10,20,2,6,4.811577424023155,1.3900899254652093,16.652587178002893,1.6629972798195778,0,,0.0,0.0,0.0
86,jitter_values_20250131_020355.csv,10,20,2,6,4.75796178343949,1.1890094306955947,16.655370990156342,1.7275539726603186,0,,0.0,0.0,0.0
87,jitter_values_20250131_020515.csv,10,20,2,6,4.5855282199710565,1.0983058505984382,16.654226541244572,1.4844827250089767,0,,0.0,0.0,0.0
88,jitter_values_20250131_020636.csv,10,20,2,6,4.649392009264621,1.1406215786321567,16.652735176606832,1.7379233397655482,0,,0.0,0.0,0.0
89,jitter_values_20250131_020756.csv,10,20,2,6,4.492615117289314,1.19808916101582,16.655179611931654,1.9886320664531119,0,,0.0,0.0,0.0
90,jitter_values_20250131_020916.csv,10,20,2,6,4.706512301013024,1.1685419518994304,16.653288451519536,1.6460619646993142,0,,0.0,0.0,0.0
91,jitter_values_20250131_021036.csv,10,20,2,6,4.59375,1.0916900956011164,16.653783680555556,1.4766994132934765,0,,0.0,0.0,0.0
92,jitter_values_20250131_021156.csv,10,20,2,6,4.685672937771346,1.1127310870278246,16.6568798552822,2.03772220399345,0,,0.0,0.0,0.0
93,jitter_values_20250131_021317.csv,10,20,2,6,4.986396526772793,1.3127543056644777,16.650765875542692,1.7015024900408315,0,,0.0,0.0,0.0
94,jitter_values_20250131_021437.csv,10,20,2,6,4.57452966714906,1.1027888281056573,16.654942604920407,1.634412071280056,0,,0.0,0.0,0.0
95,jitter_values_20250131_021557.csv,10,20,2,6,4.619281991893457,1.1619954250747093,16.651314736537348,1.6256730104842918,0,,0.0,0.0,0.0
96,jitter_values_20250131_021717.csv,10,20,2,6,4.9800289435600575,1.0163147997440654,16.657069261939217,2.1359130236239214,0,,0.0,0.0,0.0
97,jitter_values_20250131_021838.csv,10,20,2,6,4.614360162130863,1.169197255805206,16.653708280254776,1.6980384243131883,0,,0.0,0.0,0.0
98,jitter_values_20250131_021958.csv,10,20,2,6,4.574363425925926,1.1304096307515314,16.653512471064815,1.4777114910973415,0,,0.0,0.0,0.0
99,jitter_values_20250131_022118.csv,10,20,2,6,4.615228720324262,1.1599103904630412,16.65285127388535,1.6809441469166668,0,,0.0,0.0,0.0
100,jitter_values_20250131_022238.csv,10,20,2,6,4.6207295888824556,1.1573504700241442,16.65291088592936,1.6049965357794658,0,,0.0,0.0,0.0
101,jitter_values_20250131_022358.csv,10,0,2,6,4.657498552403011,1.1676472798494457,16.652400955414013,1.5313322272212888,0,,0.0,0.0,0.0
102,jitter_values_20250131_022518.csv,10,0,2,6,4.62449334105385,1.114884664198395,16.65019203821656,1.5461259206910665,0,,0.0,0.0,0.0
103,jitter_values_20250131_022638.csv,10,0,2,6,5.224312590448625,0.9199515581016809,16.654806599131692,2.3251868134578246,0,,0.0,0.0,0.0
104,jitter_values_20250131_022757.csv,10,0,2,6,4.954519119351101,1.2376143264440058,16.65562720162225,1.6606461019909953,0,,0.0,0.0,0.0
105,jitter_values_20250131_022917.csv,10,0,2,6,4.616319444444445,1.072109189329459,16.653893171296296,1.544055525633679,0,,0.0,0.0,0.0
106,jitter_values_20250131_023037.csv,10,0,2,6,4.64602026049204,1.3204203041284435,16.648542952243126,1.7697530341272238,0,,0.0,0.0,0.0
107,jitter_values_20250131_023156.csv,10,0,2,6,4.630573248407643,1.074223628750787,16.653929009843658,1.658237079767971,1,35.1342,0.029225876969037504,0.0,0.016228790464719485
108,jitter_values_20250131_023316.csv,10,0,2,6,4.661262304574406,1.1819274406879958,16.65096592356688,1.86634457986316,0,,0.0,0.0,0.0
109,jitter_values_20250131_023436.csv,10,0,2,6,4.6328125,1.1087129032065126,16.652360677083333,1.6089788792100856,0,,0.0,0.0,0.0
110,jitter_values_20250131_023555.csv,10,0,2,6,4.476410998552822,1.2033811053237775,16.649541591895805,1.705608413418147,0,,0.0,0.0,0.0
111,jitter_values_20250131_023715.csv,10,0,2,6,5.30014471780029,1.1388478833205462,16.649985586107093,1.946948418744707,0,,0.0,0.0,0.0
112,jitter_values_20250131_023835.csv,10,0,2,6,5.072547881601857,1.3742249991230218,16.650169268717352,1.825325134100013,0,,0.0,0.0,0.0
113,jitter_values_20250131_023954.csv,10,0,2,6,4.900434153400869,1.3582139133384659,16.651236816208392,1.8395669053481487,0,,0.0,0.0,0.0
114,jitter_values_20250131_024114.csv,10,0,2,6,4.723878437047757,1.163100406736419,16.653156816208394,1.7425960957915725,0,,0.0,0.0,0.0
115,jitter_values_20250131_024234.csv,10,0,2,6,4.659814707585408,1.0818356884591482,16.654421742906774,1.832125728969688,0,,0.0,0.0,0.0
116,jitter_values_20250131_024354.csv,10,0,2,6,4.610419681620839,1.072316393077196,16.655407293777134,1.5005970906220565,0,,0.0,0.0,0.0
117,jitter_values_20250131_024513.csv,10,0,2,6,4.600868306801736,1.0591369621250817,16.655532532561505,1.6153252914537062,0,,0.0,0.0,0.0
118,jitter_values_20250131_024633.csv,10,0,2,6,4.589751013317892,1.099413684918202,16.65403688477128,1.567514573701484,0,,0.0,0.0,0.0
119,jitter_values_20250131_024753.csv,10,0,2,6,4.475680370584829,1.2099904084855495,16.653821048060223,1.6435374892092016,0,,0.0,0.0,0.0
120,jitter_values_20250131_024912.csv,10,0,2,6,4.708827785817656,1.1701113671865404,16.65255105643994,2.1064491887722943,0,,0.0,0.0,0.0
121,jitter_values_20250131_025033.csv,10,15,2,7,5.52489866821077,1.086387178856855,16.659462507237983,1.8985735522132992,0,,0.0,0.0,0.0
122,jitter_values_20250131_025153.csv,10,15,2,7,5.6750651607298,1.052148812433335,16.654818592528233,1.9160513988159367,1,42.4421,0.14785332905301637,0.0,0.016231982362157105
123,jitter_values_20250131_025313.csv,10,15,2,7,5.850811123986095,0.976122900455192,16.660388586326768,1.7554490652565304,2,"45.1388, 55.3917",0.549895983823642,5.126449999999998,0.032476890614366496
124,jitter_values_20250131_025433.csv,10,15,2,7,6.004344048653345,1.2422336766166227,16.656645322907618,1.6364747144930931,2,"33.7963, 44.9574",0.19622522675146045,5.580549999999999,0.032468719657805234
125,jitter_values_20250131_025553.csv,10,15,2,7,5.7168500289519395,1.0756337349418057,16.658134684423857,1.8417635905612793,1,43.1905,0.1599982527887258,0.0,0.016231668695518144
126,jitter_values_20250131_025714.csv,10,15,2,7,5.946697566628042,1.0614545211415867,16.65453670336037,1.7650869459434524,2,"48.3955, 45.5691",0.44339338145853335,1.4131999999999998,0.032485492414482786
127,jitter_values_20250131_025834.csv,10,15,2,7,5.878041714947856,1.1421250359727366,16.66550680764774,1.6994671117843139,3,"44.0403, 36.909, 40.1938",0.343215654616099,2.914349803224651,0.048698963787061705
128,jitter_values_20250131_025954.csv,10,15,2,7,5.7555748624384595,1.0521876432399895,16.660722183608456,1.745850117020652,1,57.1436,0.3865008621597439,0.0,0.01623253021027753
129,jitter_values_20250131_030114.csv,10,15,2,7,6.728037112206437,1.0273096341751848,16.658823427080314,2.3780458056127816,3,"54.539, 53.1887, 53.5436",0.995670834738203,0.5715558940296234,0.04875059941140155
130,jitter_values_20250131_030234.csv,10,15,2,7,6.892245135056637,1.2334933297861665,16.661763258785943,3.2418120197060274,2,"79.1191, 161.3103",2.8281373268746575,41.0956,0.03255171341199513
131,jitter_values_20250131_030355.csv,10,15,2,7,5.710312862108922,1.0151436459340628,16.66264472769409,1.6253249540570376,0,,0.0,0.0,0.0
132,jitter_values_20250131_030515.csv,10,15,2,7,4.860660486674392,1.6475949204094498,16.66461697566628,1.8802296956794904,0,,0.0,0.0,0.0
133,jitter_values_20250131_030635.csv,10,15,2,7,5.584539664157498,1.0823083548856662,16.655725448755067,1.5578426289819338,0,,0.0,0.0,0.0
134,jitter_values_20250131_030755.csv,10,15,2,7,6.057324840764331,1.3246148871812566,16.65390926462073,1.5086239609654402,0,,0.0,0.0,0.0
135,jitter_values_20250131_030916.csv,10,15,2,7,5.575397973950796,1.0863298638932826,16.655457684515195,1.5466122787461092,0,,0.0,0.0,0.0
136,jitter_values_20250131_031036.csv,10,15,2,7,5.481470758540822,1.4341733536720842,16.657384221192817,1.73357695871898,0,,0.0,0.0,0.0
137,jitter_values_20250131_031156.csv,10,15,2,7,5.68925571966406,1.2369330211152267,16.65575079640892,1.4801411915413814,0,,0.0,0.0,0.0
138,jitter_values_20250131_031316.csv,10,15,2,7,5.5369244135534315,0.9922267607500482,16.66049748045178,1.486761841602953,0,,0.0,0.0,0.0
139,jitter_values_20250131_031436.csv,10,15,2,7,5.3764126340191245,1.2319467319099167,16.667183830773688,1.7287512834360987,0,,0.0,0.0,0.0
140,jitter_values_20250131_031557.csv,10,15,2,7,5.632966396292004,1.0354437934280092,16.65952456546929,1.6082212552184956,0,,0.0,0.0,0.0
141,jitter_values_20250131_031717.csv,10,20,2,7,6.110628439038517,0.9215678766016284,16.65974596003475,2.004896173548156,0,,0.0,0.0,0.0
142,jitter_values_20250131_031837.csv,10,20,2,7,5.878147612156296,1.1373151961739183,16.655627062228653,1.8784243585775335,0,,0.0,0.0,0.0
143,jitter_values_20250131_031957.csv,10,20,2,7,5.804517810599479,1.3182744350626758,16.656051114972488,1.560751391210209,0,,0.0,0.0,0.0
144,jitter_values_20250131_032117.csv,10,20,2,7,5.582150101419878,1.0804535341661015,16.665320341929874,1.7106479556201053,0,,0.0,0.0,0.0
145,jitter_values_20250131_032238.csv,10,20,2,7,5.411101474414571,0.8749805754073744,16.6577933217693,1.669949344399911,0,,0.0,0.0,0.0
146,jitter_values_20250131_032358.csv,10,20,2,7,6.008690614136732,0.9058455454969659,16.662829113557358,1.9319159345609218,0,,0.0,0.0,0.0
147,jitter_values_20250131_032518.csv,10,20,2,7,5.619861030689056,0.9878904109412902,16.657205964099596,1.7283564213118245,0,,0.0,0.0,0.0
148,jitter_values_20250131_032638.csv,10,20,2,7,6.307223672758921,1.167817898888643,16.668963272410792,1.871243895623856,0,,0.0,0.0,0.0
149,jitter_values_20250131_032759.csv,10,20,2,7,6.029241459177765,1.3018339680844309,16.654880689056167,1.566380454578626,0,,0.0,0.0,0.0
150,jitter_values_20250131_032919.csv,10,20,2,7,5.420457838307737,1.2460855434630778,16.654139843523616,1.9691748565966947,0,,0.0,0.0,0.0
151,jitter_values_20250131_033039.csv,10,20,2,7,5.573248407643312,1.0034646255908164,16.66185280833816,1.6350841753385188,0,,0.0,0.0,0.0
152,jitter_values_20250131_033159.csv,10,20,2,7,5.531711555169418,0.9944483183710711,16.66090393860411,1.5672326564655341,0,,0.0,0.0,0.0
153,jitter_values_20250131_033319.csv,10,20,2,7,5.707705677867903,1.1590515398497279,16.660056315179606,1.8401692933401361,0,,0.0,0.0,0.0
154,jitter_values_20250131_033439.csv,10,20,2,7,5.779965257672264,1.2139708971291001,16.658824840764332,1.6284830980978064,0,,0.0,0.0,0.0
155,jitter_values_20250131_033600.csv,10,20,2,7,5.5411117544875506,1.0050065997427238,16.659357353792704,1.5626600545715474,0,,0.0,0.0,0.0
156,jitter_values_20250131_033720.csv,10,20,2,7,5.065739936287287,1.4987516082061296,16.659020098465103,1.9994056634541382,0,,0.0,0.0,0.0
157,jitter_values_20250131_033840.csv,10,20,2,7,5.575608342989571,1.1015210661074293,16.65499794322132,1.4366974798612406,0,,0.0,0.0,0.0
158,jitter_values_20250131_034000.csv,10,20,2,7,5.589171974522293,1.0960312037566293,16.655290938042846,1.5598740640006656,0,,0.0,0.0,0.0
159,jitter_values_20250131_034120.csv,10,20,2,7,5.584708948740226,1.1015201537158295,16.655793570807994,1.5399186674977028,0,,0.0,0.0,0.0
160,jitter_values_20250131_034241.csv,10,20,2,7,5.910222994497539,1.2379393982482725,16.657640110049233,1.7213185007246823,0,,0.0,0.0,0.0
161,jitter_values_20250131_034400.csv,10,0,2,7,5.56067187952505,0.9709779389609584,16.660686909933393,1.6507186241707992,1,38.5223,0.08423582034796871,0.0,0.016233642761962343
162,jitter_values_20250131_034520.csv,10,0,2,7,5.561378112333526,0.972320043539087,16.660844846554717,1.5573031651849885,0,,0.0,0.0,0.0
163,jitter_values_20250131_034640.csv,10,0,2,7,5.620909354184767,1.0703485890829003,16.65856023747466,1.6626882582552283,0,,0.0,0.0,0.0
164,jitter_values_20250131_034759.csv,10,0,2,7,5.5211471610660485,1.059988061534026,16.65917523174971,1.8637608730129704,1,33.4382,0.0017025652230156436,0.0,0.016235626637953422
165,jitter_values_20250131_034919.csv,10,0,2,7,5.84965237543453,0.9140028512368639,16.662363412514484,1.8485592803293125,0,,0.0,0.0,0.0
166,jitter_values_20250131_035039.csv,10,0,2,7,5.548639258830342,1.1720423836711238,16.655703532136656,1.87804854787556,0,,0.0,0.0,0.0
167,jitter_values_20250131_035159.csv,10,0,2,7,5.683174051549377,1.046069785740027,16.65700819577179,1.6372854072048708,0,,0.0,0.0,0.0
168,jitter_values_20250131_035318.csv,10,0,2,7,5.6736171445120185,1.1002957731852354,16.656645757312482,1.5707498057348939,0,,0.0,0.0,0.0
169,jitter_values_20250131_035438.csv,10,0,2,7,5.615807759119861,1.0555353654513533,16.66396042269832,1.835443751513385,0,,0.0,0.0,0.0
170,jitter_values_20250131_035558.csv,10,0,2,7,5.6049811757891685,1.0477026575168693,16.65665870257747,1.6038940787878537,0,,0.0,0.0,0.0
171,jitter_values_20250131_035717.csv,10,0,2,7,5.548060220034742,0.9628972720509134,16.660674203821657,1.5376993398356913,0,,0.0,0.0,0.0
172,jitter_values_20250131_035837.csv,10,0,2,7,5.181528662420382,1.387460028688519,16.659356195715112,1.7297484280040751,0,,0.0,0.0,0.0
