Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude
1,'2025-01-24 10:04:58,'2025-01-24 10:06:10,3.86,30,15.802054643630981,51.06815576553345,1.41,10,20
2,'2025-01-24 10:06:10,'2025-01-24 10:07:23,3.83,30,15.740801334381104,123.42963123321533,1.11,10,20
3,'2025-01-24 10:07:23,'2025-01-24 10:08:35,3.85,30,15.781065225601196,195.84273862838745,1.11,10,20
4,'2025-01-24 10:08:35,'2025-01-24 10:09:48,3.83,30,15.721350193023682,268.3035719394684,1.12,10,20
5,'2025-01-24 10:09:48,'2025-01-24 10:11:00,3.86,30,15.747313261032104,340.777952671051,1.11,10,20
