Interval,Time
16.7685,3.0135266666649843
17.3446,3.0302166666649284
16.7234,3.0469166666651146
16.5309,3.063596666665282
16.2084,3.0802766666654495
16.6308,3.0969866666654124
16.747,3.1136366666653195
16.4402,3.13027666666545
16.7761,3.14691666666558
16.4115,3.1635866666655055
17.2765,3.1802466666656546
15.8881,3.1969266666658225
17.2496,3.213566666665953
16.9184,3.230236666665878
16.515,3.2469066666658035
16.9949,3.2635966666657477
16.3334,3.2803166666659527
16.9236,3.297006666665897
17.1461,3.313706666666083
16.2851,3.3303866666662505
16.7532,3.3470566666661763
16.8428,3.3637466666661204
16.6403,3.380466666666325
17.7405,3.397126666666474
17.481,3.4137966666663995
14.9463,3.4304366666665302
15.991,3.4471166666666977
16.5396,3.463816666666884
16.7515,3.480506666666828
16.5553,3.4971766666667534
16.2016,3.5138666666666976
17.2799,3.5305366666666234
16.994,3.5472066666665487
17.1158,3.563896666666493
16.7447,3.580566666666418
16.2766,3.597276666666381
16.7951,3.6139066666662694
16.7679,3.630586666666437
16.6899,3.647276666666381
17.2795,3.663996666666586
16.1678,3.6806766666667534
15.6411,3.697346666666679
17.0597,3.714006666666828
16.5382,3.730666666666977
16.703,3.74737666666694
17.0648,3.7640566666671074
16.8753,3.7807666666670703
16.2377,3.7974166666669773
16.7429,3.8140566666671076
16.3702,3.830736666667275
16.2958,3.847396666667424
17.4458,3.8641066666673867
16.757,3.880796666667331
16.5031,3.8974766666674987
17.8653,3.914146666667424
16.4124,3.930826666667592
17.1428,3.947516666667536
16.1382,3.9642066666674802
16.9246,3.9809166666674427
16.3778,3.9975966666676106
16.4861,4.014286666667554
16.2678,4.030986666667741
16.9708,4.047676666667685
16.1618,4.06439666666789
16.2496,4.081076666668057
16.5702,4.097756666668225
16.5438,4.114396666668355
16.5272,4.131076666668523
17.4749,4.147716666668654
16.8666,4.164386666668579
16.9258,4.181096666668542
16.1123,4.197766666668468
16.6907,4.214456666668411
16.4137,4.231126666668337
20.1503,4.247786666668486
13.366,4.264436666668392
16.5595,4.28111666666856
16.9916,4.297826666668523
16.7636,4.314516666668467
16.2914,4.3311766666686164
18.1117,4.347846666668541
16.8386,4.364526666668709
16.0984,4.381196666668635
16.2678,4.39786666666856
16.6508,4.414536666668486
18.0159,4.431246666668448
16.1873,4.447966666668654
15.5974,4.464636666668579
16.6791,4.4813166666687465
16.9213,4.497996666668914
16.9379,4.514686666668858
16.4144,4.531336666668765
17.7697,4.548016666668933
16.5494,4.564706666668877
16.8398,4.581426666669082
16.0719,4.598076666668989
17.5851,4.614746666668914
16.6545,4.631436666668859
16.3998,4.648146666668821
16.4436,4.664846666669008
17.1528,4.681486666669138
16.8535,4.698186666669324
16.2842,4.714836666669231
15.138,4.73149666666938
16.496,4.74813666666951
17.745,4.764836666669696
16.2157,4.781526666669641
16.5299,4.798206666669809
16.8243,4.814876666669734
16.5784,4.831566666669678
16.5648,4.848246666669845
17.7909,4.86493666666979
16.2536,4.881626666669733
16.8307,4.898296666669659
16.9467,4.915006666669622
16.1538,4.9316766666695475
17.168,4.948316666669678
16.5159,4.964956666669808
17.4621,4.981656666669995
15.8396,4.998336666670162
16.4629,5.015026666670106
16.9977,5.031666666670237
15.9217,5.0483566666701805
15.9097,5.065036666670348
17.2186,5.0816966666704975
16.8163,5.09840666667046
