Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
376,jitter_values_20250225_033522.csv,0,40,QM,3,120,2,3.96046942557134,1.0784690470625862,16.69154842186535,3.060568608256064,14,"84.41129, 66.1477, 35.2126, 35.6568, 65.7894, 35.0783, 51.6734, 37.1389, 35.5599, 53.6651, 53.1531, 34.1038, 36.0866, 49.5606",3.5007302672642933,14.968173691849447,0.2372562841413797
377,jitter_values_20250225_033647.csv,0,40,QM,3,120,2,3.536562789262573,1.5163631472314278,16.673761798827524,3.799263153784731,19,"34.0678, 33.8754, 99.0699, 64.755, 49.8881, 65.585, 51.2944, 66.7343, 67.5968, 65.8846, 49.4152, 33.59, 50.6805, 35.5654, 68.59689, 50.3657, 53.6604, 33.9387, 49.7893",6.629608118555107,16.272118706116597,0.3221383562949705
378,jitter_values_20250225_033811.csv,0,40,QM,3,120,2,3.746277915632754,1.214052497737504,16.699708312655087,3.7934033400729943,22,"97.777, 65.1749, 54.2451, 49.9234, 50.567, 33.8166, 50.386, 35.3199, 50.244, 69.019, 52.061, 49.6325, 33.8245, 34.7369, 33.8329, 69.2488, 34.5907, 50.8743, 34.4182, 67.3818, 47.901, 37.6318",6.281839188552716,15.72734878860549,0.3742491486325028
379,jitter_values_20250225_033935.csv,0,40,QM,3,120,2,3.661410018552876,1.1871364317608128,16.70665998453927,3.3417244758758016,17,"34.0593, 82.1068, 65.5462, 47.4398, 37.1842, 54.2939, 33.9627, 64.3225, 50.1281, 52.0763, 48.5782, 34.1102, 69.24409, 33.536, 48.5413, 54.3398, 37.0154",4.74421527928684,13.86334654066817,0.288228875434183
380,jitter_values_20250225_034100.csv,0,40,QM,3,120,2,3.5934883720930237,1.12798587158402,16.699224558139537,3.734595316957067,16,"101.2993, 64.1557, 66.698, 52.0045, 51.786, 47.9491, 49.04, 48.7169, 49.6524, 49.0061, 66.3745, 51.1006, 50.4684, 52.7128, 64.8891, 52.2791",6.544500227456072,13.127985896036128,0.2721211884344599
381,jitter_values_20250225_034224.csv,0,40,QM,3,120,2,3.6588235294117646,1.1558653164336277,16.698730154798763,3.416455046754176,16,"83.4203, 66.8119, 34.2699, 50.9282, 49.6947, 33.9917, 49.9234, 65.4148, 49.0851, 33.7623, 50.0519, 67.0195, 48.9922, 36.2989, 49.0157, 48.5698",4.820477309189833,13.391118029171832,0.2716556208324427
382,jitter_values_20250225_034348.csv,0,40,QM,3,120,2,3.448574969021066,1.1430748962447763,16.68509110904585,3.4074187590320357,16,"82.2919, 65.3277, 49.4862, 48.3948, 51.0815, 50.5268, 50.7827, 35.0622, 50.3981, 48.1891, 67.712, 51.2144, 49.5189, 48.0518, 34.8894, 66.7199",5.374470425237128,11.678584196022811,0.2718549023436191
383,jitter_values_20250225_034512.csv,0,40,QM,3,120,2,4.013651877133106,1.1405563614289072,16.704267514737822,3.862374065298216,22,"101.1, 62.4185, 47.4725, 38.7357, 34.6723, 53.0011, 67.2358, 51.7981, 34.9845, 65.3437, 51.2587, 36.5139, 52.2548, 51.4431, 47.466, 50.4775, 51.6715, 33.6253, 48.5936, 33.8705, 52.5742, 35.1763",6.268742866548554,14.863660376138512,0.3744013875644584
384,jitter_values_20250225_034637.csv,0,40,QM,3,120,2,3.492407809110629,1.0727654859114966,16.700500864580107,3.670027975032096,17,"85.05569, 65.7462, 50.296, 36.1836, 66.5955, 66.0881, 53.2378, 34.1299, 64.9023, 51.4398, 67.4858, 35.3043, 66.4117, 50.2461, 35.6175, 33.6587, 66.9447",6.164310519205432,15.088712057308449,0.2889438132530229
385,jitter_values_20250225_034801.csv,0,40,QM,3,120,2,3.2357849196538937,1.4301993577386571,16.69629823856613,3.3687702195596008,13,"98.8711, 65.0603, 48.8398, 35.3152, 68.5813, 48.606, 34.9275, 50.4402, 33.835, 34.2815, 65.8104, 51.7911, 50.713",4.301996774042484,17.67900068830701,0.2204073685122307
386,jitter_values_20250225_034925.csv,0,40,QM,3,120,2,3.66615194564546,1.20396193008057,16.668435327362573,4.041648173015356,23,"96.65649, 63.0881, 87.644, 49.3388, 34.0247, 65.1609, 64.8489, 38.2523, 58.2606, 67.236, 36.2736, 55.7302, 50.1862, 34.9161, 36.1737, 66.8844, 34.4712, 36.2945, 66.9034, 50.0253, 54.3139, 35.9148, 51.0427",7.914876478318368,16.847404331770605,0.3898335172821241
387,jitter_values_20250225_035049.csv,0,40,QM,3,120,2,2.2787488500459983,0.5834152924536424,16.689966758662987,2.0249076590789308,4,"64.8116, 36.0599, 34.5537, 33.5122",0.5993617594958274,13.066410519056102,0.0673363309869151
388,jitter_values_20250225_035214.csv,0,40,QM,3,120,2,2.2348252605763337,0.5201030287380203,16.686374862047824,1.9025049610112448,1,49.2195,0.2673954279281516,0.0,0.0168319673814406
389,jitter_values_20250225_035338.csv,0,40,QM,3,120,2,2.4773006134969324,0.6061260965013882,16.69174963190184,1.8981396862186264,4,"50.4475, 35.2329, 34.0767, 34.7359",0.3561746825824208,6.839041747752384,0.0673308768196736
390,jitter_values_20250225_035502.csv,0,40,QM,3,120,2,2.94092439546985,0.6919178261294041,16.688489409243953,2.0226337151759712,3,"53.643, 36.2697, 37.0471",0.4530911326976473,8.01290487248885,0.0504185305132086
