Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
91,jitter_values_20250224_204839.csv,1,20,E-Policy,3,600,2,5.078101071975498,1.190120203529859,16.70594900765697,2.2770841407633418,1,87.67271,0.9137487593102204,0.0,0.0168155916864084
92,jitter_values_20250224_205004.csv,1,20,E-Policy,3,600,2,2.797123623011016,0.6318970137232353,16.691779130966953,1.7463168378914675,1,52.0762,0.3149681661549139,0.0,0.0168046960456802
93,jitter_values_20250224_205128.csv,1,20,E-Policy,3,600,2,2.7428046540110227,0.7441360159408318,16.69123413962033,1.7079618396993976,1,35.7502,0.040630328869921,0.0,0.0168111632460885
94,jitter_values_20250224_205252.csv,1,20,E-Policy,3,600,2,3.3267993874425725,0.8741776691860449,16.70338269525268,1.804045034692147,3,"34.5303, 49.7907, 33.6021",0.3013113358400593,7.422279773762237,0.0504340269478065
95,jitter_values_20250224_205416.csv,1,20,E-Policy,3,600,2,2.9005203550658094,0.6242372235508707,16.695877658402203,1.7050348128496398,1,67.19511,0.569063164472793,0.0,0.0168054730641651
96,jitter_values_20250224_205541.csv,1,20,E-Policy,3,600,2,2.9134026927784578,0.4029630695254573,16.693213035495713,1.7374501504424025,1,47.4806,0.2377299491158258,0.0,0.0168039499021101
97,jitter_values_20250224_205705.csv,1,20,E-Policy,3,600,2,2.906642179369452,0.4288029538988829,16.69045812672176,1.7667405425270046,1,51.6433,0.3078042182168448,0.0,0.0168107476669724
98,jitter_values_20250224_205829.csv,1,20,E-Policy,3,600,2,2.958039816232772,0.2839947521478438,16.695686033690656,1.8236623039451731,2,"33.8659, 47.3115",0.2439964640592542,6.722799999999999,0.0336297940116672
99,jitter_values_20250224_210655.csv,1,20,E-Policy,3,600,2,2.9430670339761247,0.3027787558443945,16.691368044077134,1.7049331905571137,1,52.953,0.3298216370117346,0.0,0.0168107671665631
100,jitter_values_20250224_210819.csv,1,20,E-Policy,3,600,2,2.616279069767442,0.7047901070799469,16.68802099143207,1.9641760313828671,1,49.6462,0.2741124450392214,0.0,0.0168034510330202
101,jitter_values_20250224_210943.csv,1,20,E-Policy,3,600,2,2.8957885029203814,0.4448946081127542,16.689928773439902,1.7465981589037531,1,49.0925,0.2658901684859371,0.0,0.0168720964349215
102,jitter_values_20250224_211107.csv,1,20,E-Policy,3,600,2,1.8623011015911872,0.4012665499548299,16.686985801713586,1.679704731497218,1,33.6425,0.0051952222920812,0.0,0.0168039897404024
103,jitter_values_20250224_211231.csv,1,20,E-Policy,3,600,2,1.8111995104039167,0.4709205626045786,16.687750030599755,1.6781996899827558,1,34.1235,0.013274483610915,0.0,0.0167996137658606
104,jitter_values_20250224_211354.csv,1,20,E-Policy,3,600,2,2.0789473684210527,0.3479933199997128,16.690400336597307,1.8416080050914152,1,34.6626,0.0223346080004818,0.0,0.0168022111454606
105,jitter_values_20250224_211518.csv,1,20,E-Policy,3,600,2,2.118623232944069,0.9940201520779344,16.691720928088504,2.038408101861359,2,"33.4146, 35.8791",0.0443109961375778,1.2322500000000003,0.0337346451338071
