Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Std Dev Frame Time,Interrupt Frequency (/s),Interrupt Mag (ms/s),QoE_FTSD,QoE_IF,QoE_IM
10,0,0,3,600,2.0,1.5936445306659253,0.0008116752368153349,0.00053170085067967,4.510755906282708,3.6999813314695538,3.9999978731965973
10,0,2,3,600,1.5,1.658451562050851,0.0,0.0,4.507126712525151,3.7,4.0
10,0,2,3,600,2.0,1.6913968780151407,0.000811304437149755,0.00025220696515899,4.505281774831152,3.699981339997946,3.999998991172139
10,20,0,3,600,2.0,1.6678160847622192,0.001623162249495915,0.0032119348967021956,4.5066022992533155,3.6999626672682617,3.999987152260413
10,20,2,3,600,1.5,1.6109545032985388,0.0008113808141171749,0.007400820232859311,4.509786547815281,3.699981338241275,3.9999703967190685
10,20,2,3,600,2.0,1.7127575274328617,0.0,0.0,4.5040855784637595,3.7,4.0
10,40,0,3,600,2.0,1.6266047022385657,0.00081172388756781,0.00011442546953488,4.50891013667464,3.699981330350586,3.9999995422981223
10,40,2,3,600,1.5,1.732711193903749,0.004870181239845605,0.0040823346571967995,4.502968173141389,3.6998879858314835,3.999983670661371
10,40,2,3,600,2.0,1.8632500456952763,0.04466579498355751,0.26102766169585584,4.495657997441064,3.6989726867153783,3.9989558893532164
