Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
631,jitter_values_20250301_092031.csv,0,60,QM,3,600,1.5,6.195129469790382,1.84902596601843,16.71711664919852,3.264785610136136,9,"135.0705, 87.24271, 54.8077, 35.07, 37.5604, 33.9985, 35.9086, 36.2901, 49.7753",3.479628107287552,32.184163568030066,0.152226686249628
632,jitter_values_20250301_092156.csv,0,60,QM,3,600,1.5,6.158218125960062,2.1799441798514367,16.68187892780338,4.148729195771542,18,"143.7263, 75.22231, 34.8691, 35.032, 132.339, 48.881, 35.4, 39.9375, 53.1328, 33.7491, 66.1393, 37.5782, 34.8527, 36.3969, 51.4713, 34.4587, 34.1129, 34.5112",6.106538698865899,32.142101599129234,0.3037992483552422
633,jitter_values_20250301_092320.csv,0,60,QM,3,600,1.5,6.337538461538461,2.1544488467087675,16.71668027692308,3.1965042944350266,6,"131.3961, 100.7316, 33.4744, 34.2009, 38.7208, 51.319",3.205844699012492,37.6505850882825,0.1013210329775956
634,jitter_values_20250301_092445.csv,0,60,QM,3,600,1.5,6.3646408839779,1.5376561508963549,16.67458729281768,3.8310307160234456,19,"137.5987, 47.8842, 85.8714, 50.3064, 67.2296, 49.978, 36.5106, 33.6923, 37.6855, 50.3078, 35.4545, 66.9555, 41.4398, 37.195, 35.1829, 35.7431, 33.7462, 51.0896, 39.9381",5.744294666196711,24.448933840133485,0.3205560610995266
635,jitter_values_20250301_092609.csv,0,60,QM,3,600,1.5,6.438288704216682,1.310233133327252,16.71691434287473,3.2345414383278097,9,"124.0781, 105.0548, 35.215, 52.4976, 34.9464, 34.8604, 34.131, 35.6837, 37.5658",3.277115011567513,32.65170999282511,0.1520054136008968
636,jitter_values_20250301_092733.csv,0,60,QM,3,600,1.5,6.563636363636364,1.5440619611868909,16.720059198767334,3.270751866134233,12,"124.0243, 54.6223, 87.3908, 36.6913, 33.5847, 34.8682, 34.9181, 34.5766, 34.0573, 34.2687, 37.1553, 36.6066",3.09020304852251,27.174116646845924,0.2028977130392704
637,jitter_values_20250301_092857.csv,0,60,QM,3,600,1.5,6.447352216748769,1.4227892667310618,16.721580387931034,3.371460805713114,8,"124.8634, 103.942, 49.8906, 35.4198, 40.334, 35.1226, 36.4741, 51.0382",3.5539434104393237,32.56321212082883,0.1351193505316692
638,jitter_values_20250301_093022.csv,0,60,QM,3,600,1.5,6.6458076448828605,1.2927885304209803,16.72489364981504,3.496220963446803,10,"150.2707, 101.1475, 54.2764, 34.6484, 34.3574, 37.418, 33.6356, 35.3178, 49.1008, 33.9771",3.9029691052119575,36.95486568946097,0.1690941276957992
639,jitter_values_20250301_093146.csv,0,60,QM,3,600,1.5,6.448275862068965,1.6721887076108617,16.712213977832512,3.2514416503283288,7,"122.2047, 107.1999, 34.2083, 47.6032, 35.0125, 35.4939, 36.5668",3.1257778095001174,35.23344309497638,0.1183008345873209
640,jitter_values_20250301_093310.csv,0,60,QM,3,600,1.5,6.275968039336202,1.6199058297401037,16.691475663798403,3.8956542278603328,12,"128.2808, 131.4483, 69.33031, 54.9015, 48.1218, 50.2442, 33.7632, 33.5106, 50.5512, 38.253, 34.5281, 54.6978",5.533792159701035,32.584239889871206,0.2026839525192518
641,jitter_values_20250301_093435.csv,0,60,QM,3,600,1.5,7.01632275947028,1.4061451802515168,16.717527533107486,3.346014260801487,8,"137.9307, 85.5532, 38.0113, 37.6023, 36.3988, 33.8485, 39.1689, 34.8813",2.985971939330039,35.08851411640104,0.1351666469375544
642,jitter_values_20250301_093559.csv,0,60,QM,3,600,1.5,5.7375384615384615,2.291010461422353,16.677836184615387,4.449802465858451,13,"136.3575, 130.6888, 90.6864, 34.2931, 115.7415, 33.3927, 34.2478, 69.3828, 67.0809, 46.5939, 35.4559, 33.3768, 34.9731",7.247793503245291,37.86911504924896,0.2196619248800109
643,jitter_values_20250301_093723.csv,0,60,QM,3,600,1.5,5.892397302268547,1.6304778360848378,16.674333657265485,4.608124717914867,14,"84.787, 134.4771, 123.9602, 37.8408, 85.33489, 48.3156, 115.4327, 88.3, 34.3652, 64.979, 53.0389, 34.2833, 34.0607, 50.1219",8.808753561918795,33.76946029122979,0.2359650325934851
644,jitter_values_20250301_093848.csv,0,60,QM,3,600,1.5,6.205846153846154,1.8448007783196545,16.715945695384615,3.176247130764693,8,"135.729, 83.42271, 34.5783, 36.2219, 34.3438, 36.0536, 36.1806, 34.3381",2.772624173231464,34.73289003135949,0.1350841208483435
645,jitter_values_20250301_094012.csv,0,60,QM,3,600,1.5,6.283954419464121,1.8042014723814357,16.715922543886666,3.408386059167462,7,"134.6076, 100.5204, 55.8841, 35.1125, 34.5893, 34.6203, 34.0085",3.312924869312437,37.41169902403389,0.1183130940714304
646,jitter_values_20250301_094137.csv,0,60,QM,3,600,1.5,6.37980917205294,2.105390942957337,16.72640754078178,3.1186142528817955,5,"120.3935, 106.3427, 34.4461, 36.161, 34.5488",2.7898355631881886,38.62813167811253,0.084425126422373
647,jitter_values_20250301_094301.csv,0,60,QM,3,600,1.5,6.3637203572528485,1.9070713707702327,16.719078780412687,3.1343263159688286,7,"117.4594, 102.8131, 51.1562, 34.2176, 34.866, 35.4816, 49.4175",3.2441576024679994,32.11178023173149,0.1182285107461985
648,jitter_values_20250301_094426.csv,0,60,QM,3,600,1.5,6.481390341433405,1.900414862857923,16.718325530605966,3.4186206253769376,5,"137.5627, 102.9337, 35.2808, 36.5079, 33.695",3.0266052002592123,43.10756718681304,0.0843942698619733
649,jitter_values_20250301_094550.csv,0,60,QM,3,600,1.5,6.084333641120344,1.8495516516968784,16.71522945521699,3.1063381051470635,10,"34.9878, 122.1901, 92.172, 36.6441, 36.4902, 57.0139, 37.982, 36.3193, 37.3109, 33.4201",3.229838819668196,28.866364495384587,0.1689272219807248
650,jitter_values_20250301_094714.csv,0,60,QM,3,600,1.5,6.0874653526332,1.914947513703152,16.717975947028027,3.290666630817071,7,"120.2406, 105.5903, 50.0498, 34.4693, 33.5621, 35.7216, 37.0337",3.0981561225559133,34.377102139128624,0.1182927636103507
651,jitter_values_20250301_094839.csv,0,60,QM,3,600,1.5,6.791333743085433,1.6152626260862888,16.711031499692687,3.008651049279384,7,"120.9509, 88.4968, 35.8302, 36.6604, 34.486, 34.2374, 55.3787",2.9139896403737686,31.541785248266397,0.1181070840207818
652,jitter_values_20250301_095003.csv,0,60,QM,3,600,1.5,6.335384615384616,1.835026563775076,16.714881876923076,3.0879994807948914,6,"118.4187, 100.8673, 35.2299, 37.5663, 35.1682, 34.8107",2.7370001336335434,35.23757599544444,0.1013321593345343
653,jitter_values_20250301_095127.csv,0,60,QM,3,600,1.5,6.112407862407863,2.01140058824131,16.67737509213759,4.538300921549226,15,"134.1654, 115.9297, 33.5463, 131.982, 100.4829, 52.4589, 33.7183, 50.1924, 67.0546, 36.2662, 34.4581, 48.6605, 34.6226, 50.0005, 35.2943",7.744969507663404,36.06489501337277,0.2531958710591241
654,jitter_values_20250301_095252.csv,0,60,QM,3,600,1.5,6.278769230769231,1.6053767649304638,16.717390615384613,3.2720084254602853,6,"137.8437, 104.3525, 38.031, 33.3771, 51.9503, 34.9153",3.384318714396221,40.08173460677639,0.1012915788931088
655,jitter_values_20250301_095416.csv,0,60,QM,3,600,1.5,7.119113573407202,1.462472163758861,16.713491009541396,3.266537232996273,8,"133.8544, 99.72929, 34.4408, 34.8989, 35.3505, 51.8783, 34.5772, 33.3984",3.2335457826135663,35.85378528894925,0.1351102852168059
656,jitter_values_20250301_095541.csv,0,60,QM,3,600,1.5,6.131692307692307,1.751368957792206,16.713812307692308,3.123538154141529,10,"119.2153, 104.1276, 41.3425, 36.791, 37.9084, 34.6081, 37.2322, 37.033, 34.7116, 34.9423",3.112566674593887,30.18716206363228,0.1686309064435665
657,jitter_values_20250301_095705.csv,0,60,QM,3,600,1.5,6.489833641404806,1.6824265722710228,16.717166882316697,3.412368780487112,9,"134.3772, 103.1649, 42.7832, 33.8908, 37.1638, 33.9535, 35.891, 53.1863, 35.5659",3.54881368069676,34.47662132531099,0.1521089685180379
658,jitter_values_20250301_095829.csv,0,60,QM,3,600,1.5,5.522273425499232,1.8595535790653253,16.67256734254992,4.534736524437327,12,"33.4967, 137.9696, 135.3665, 37.5063, 102.3696, 46.7943, 35.9936, 52.8817, 39.2259, 104.2538, 36.6417, 82.5766",7.509734826226458,38.41214211177513,0.2024749903207998
659,jitter_values_20250301_095954.csv,0,60,QM,3,600,1.5,5.8548886138613865,1.917433963721016,16.67411639851485,4.493592216678079,13,"149.3806, 147.7383, 41.3355, 51.56, 33.5829, 36.2607, 86.813, 66.1608, 68.7024, 51.6122, 39.2958, 49.7435, 40.3955",7.292534345530962,37.89104046310846,0.2208582867101984
660,jitter_values_20250301_100118.csv,0,60,QM,3,600,1.5,6.91325745924331,1.5407828782804005,16.71672731467241,3.4310975327120783,6,"134.1433, 104.29, 34.7593, 52.6822, 50.2926, 35.5606",3.5741035185762624,37.40550254680304,0.1012838241356498
661,jitter_values_20250301_100243.csv,0,60,QM,3,600,1.5,6.049830821285759,2.002454448301784,16.680887296216547,3.860006766530751,16,"33.7183, 130.3415, 82.4014, 34.4658, 105.6536, 50.255, 51.467, 50.881, 33.9655, 50.9757, 33.9017, 35.4049, 36.1972, 54.7678, 49.1711, 34.0197",5.64331398351928,27.415053736587858,0.2701330803385211
662,jitter_values_20250301_100407.csv,0,60,QM,3,600,1.5,6.066153846153847,1.693575654922573,16.708820615384617,3.2374102973120547,5,"133.872, 102.1265, 35.9415, 35.4658, 34.5818",2.960782436616868,41.72755913932182,0.0844389325512039
663,jitter_values_20250301_100531.csv,0,60,QM,3,600,1.5,5.973522167487685,2.088267997544129,16.712704310344826,2.9780184611384337,7,"119.3394, 86.0982, 52.4848, 34.873, 36.1765, 33.4717, 35.006",2.772306202498961,30.968852770228377,0.1182463162455694
664,jitter_values_20250301_100656.csv,0,60,QM,3,600,1.5,6.208808130582076,1.7868924487422155,16.717102679396366,3.2002778622829693,7,"136.7349, 87.1564, 35.5544, 36.3512, 34.7971, 35.6563, 49.5913",3.079548783872378,36.08767230417997,0.1181143321999671
665,jitter_values_20250301_100820.csv,0,60,QM,3,600,1.5,6.3044950738916254,1.8696228200764275,16.712267456896548,3.2281248822824984,8,"122.4291, 102.5678, 52.5982, 37.0232, 34.798, 33.688, 33.8509, 36.1191",3.1502855351586723,33.134273991761056,0.1351998550256182
