Iteration,File,Average Queue Size (Dequeue),Std Dev Queue Size,Interrupt Count (Dequeue Rate),Interrupt Magnitude
1,jitter_values_20241203_134748.csv,9.060881735479356,0.8417099812799784,0,0.0
2,jitter_values_20241203_134826.csv,11.16973125884017,0.9771865162439137,0,0.0
3,jitter_values_20241203_134904.csv,8.933709449929479,0.322928432103262,0,0.0
4,jitter_values_20241203_134941.csv,9.963302752293577,0.24077872592535812,0,0.0
5,jitter_values_20241203_135020.csv,9.06638418079096,0.40818471447952925,0,0.0
6,jitter_values_20241203_135057.csv,8.954897815362932,0.30175025422708857,0,0.0
7,jitter_values_20241203_135136.csv,9.58374558303887,0.6235739875670104,0,0.0
8,jitter_values_20241203_135213.csv,8.94213126323218,0.31584203167483116,0,0.0
9,jitter_values_20241203_135252.csv,11.86987270155587,0.4759291408645285,0,0.0
