Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
1,jitter_values_20250210_184024.csv,10,40,E-Policy,3,600,2.0,9.59670781893004,1.0590730536152166,16.681874250440917,1.7887985489145353,0,,0.0,0.0,0.0
2,jitter_values_20250210_184145.csv,10,40,E-Policy,3,600,2.0,8.831367924528301,0.7496273433425537,16.677956073113208,1.7000629368417253,0,,0.0,0.0,0.0
3,jitter_values_20250210_184305.csv,10,40,E-Policy,3,600,2.0,9.719717064544652,0.754008730192792,16.68496993810787,1.5145282310104426,0,,0.0,0.0,0.0
4,jitter_values_20250210_184425.csv,10,40,E-Policy,3,600,2.0,14.444214876033058,0.8216254514756838,16.683626387249113,1.8629316622525114,0,,0.0,0.0,0.0
5,jitter_values_20250210_184545.csv,10,40,E-Policy,3,600,2.0,4.29538099441012,1.4748666884032526,16.675264930862017,2.5856344401642617,7,"33.5944, 33.769, 99.4098, 36.5383, 35.1777, 70.6575, 38.6499",1.8558516624473043,23.693576168218755,0.11349459564703941
6,jitter_values_20250210_184706.csv,10,40,E-Policy,3,600,2.0,9.35594219994102,0.8271530882892401,16.684607755824242,1.9158343236381623,0,,0.0,0.0,0.0
7,jitter_values_20250210_184826.csv,10,40,E-Policy,3,600,2.0,8.865900383141762,0.7875776156587766,16.680653905098733,1.9093900082038973,0,,0.0,0.0,0.0
8,jitter_values_20250210_184946.csv,10,40,E-Policy,3,600,2.0,9.83937518420277,0.7226661107339503,16.678630651340995,1.6661228478014094,0,,0.0,0.0,0.0
9,jitter_values_20250210_185106.csv,10,40,E-Policy,3,600,2.0,9.204009433962264,0.9760967217911313,16.68724631485849,1.754094010640235,0,,0.0,0.0,0.0
10,jitter_values_20250210_185227.csv,10,40,E-Policy,3,600,2.0,8.808780200353565,0.7969323645345544,16.680291838538597,1.689386563771604,0,,0.0,0.0,0.0
11,jitter_values_20250210_185347.csv,10,40,E-Policy,3,600,2.0,9.798703212496315,0.8129106897713375,16.681183701738874,1.6623361393577505,0,,0.0,0.0,0.0
12,jitter_values_20250210_185507.csv,10,40,E-Policy,3,600,2.0,10.007370283018869,0.8487532694098919,16.689015271226417,1.939633459574747,0,,0.0,0.0,0.0
13,jitter_values_20250210_185627.csv,10,40,E-Policy,3,600,2.0,8.989095195991748,0.7093123252280542,16.68202201591512,1.9084627836311434,0,,0.0,0.0,0.0
14,jitter_values_20250210_185748.csv,10,40,E-Policy,3,600,2.0,10.486430678466077,1.086530072509919,16.695558702064897,1.7806998157573852,0,,0.0,0.0,0.0
15,jitter_values_20250210_185908.csv,10,40,E-Policy,3,600,2.0,10.080188679245284,0.9343203364360302,16.685448172169814,2.0354857501140438,0,,0.0,0.0,0.0
16,jitter_values_20250210_190028.csv,10,40,E-Policy,3,600,2.0,10.076333628057766,0.9717758724143517,16.6846547008547,2.3349051654542534,1,35.3016,0.03195135322991415,0.0,0.016233249586140367
17,jitter_values_20250210_190149.csv,10,40,E-Policy,3,600,2.0,4.530708198648251,0.8547582681752142,16.658225803702614,2.629464454908967,10,"74.8025, 62.8057, 73.68951, 38.674, 48.2049, 35.4516, 36.3956, 35.5655, 33.9264, 33.9289",2.2708626460746015,15.884130235316285,0.16207565930096854
18,jitter_values_20250210_190309.csv,10,40,E-Policy,3,600,2.0,8.853521956970233,0.6987607824408159,16.679179015620395,1.7080420172238089,0,,0.0,0.0,0.0
19,jitter_values_20250210_190429.csv,10,40,E-Policy,3,600,2.0,8.794932233352975,0.8380982842040403,16.679643223335294,1.7788926232221167,0,,0.0,0.0,0.0
20,jitter_values_20250210_190549.csv,10,40,E-Policy,3,600,2.0,9.573872014155116,0.8916599912281442,16.683030698908876,1.767115029354839,0,,0.0,0.0,0.0
21,jitter_values_20250210_190710.csv,10,40,E-Policy,3,600,2.0,9.191627358490566,0.8691172838777872,16.68086760023585,2.1352682367807554,0,,0.0,0.0,0.0
22,jitter_values_20250210_190830.csv,10,40,E-Policy,3,600,2.0,9.218390804597702,0.8325576524375959,16.68232331270262,2.368588459205598,0,,0.0,0.0,0.0
23,jitter_values_20250210_190951.csv,10,40,E-Policy,3,600,2.0,8.981426886792454,0.6937029598331347,16.68231987028302,2.042250997344534,0,,0.0,0.0,0.0
24,jitter_values_20250210_191111.csv,10,40,E-Policy,3,600,2.0,4.4601821921833675,0.98420128600901,16.65696503085513,2.9403114372062067,9,"45.2933, 90.1377, 101.1839, 36.044, 49.2454, 34.5947, 34.4959, 33.8013, 34.1368",2.5751475335839595,24.565540102170722,0.14582452151033937
25,jitter_values_20250210_191231.csv,10,40,E-Policy,3,600,2.0,9.955483490566039,0.6494509186583938,16.683225795990566,2.1676813581762286,0,,0.0,0.0,0.0
26,jitter_values_20250210_191352.csv,10,40,E-Policy,3,600,2.0,9.445033893309756,0.8298667951729494,16.681385440613028,1.9214077487994192,0,,0.0,0.0,0.0
27,jitter_values_20250210_191512.csv,10,40,E-Policy,3,600,2.0,9.80165045682287,0.7364160481303518,16.682158591217213,1.8449021948970272,0,,0.0,0.0,0.0
28,jitter_values_20250210_191632.csv,10,40,E-Policy,3,600,2.0,10.875479492475657,0.8263396239393971,16.691860666863384,1.8278498297007606,0,,0.0,0.0,0.0
29,jitter_values_20250210_191752.csv,10,40,E-Policy,3,600,2.0,9.867668729737694,0.6758954707626558,16.67894883583849,1.5107436723315928,0,,0.0,0.0,0.0
30,jitter_values_20250210_191913.csv,10,40,E-Policy,3,600,2.0,9.609554703627248,1.0107169726005374,16.692718018283692,1.9373516689224044,0,,0.0,0.0,0.0
31,jitter_values_20250210_192033.csv,10,40,E-Policy,3,600,2.0,9.009133765468475,0.7393445558849235,16.680951208014143,1.653697730947352,0,,0.0,0.0,0.0
32,jitter_values_20250210_192153.csv,10,40,E-Policy,3,600,2.0,8.828520919269298,0.7206685452287682,16.68001532115498,1.796278031769091,0,,0.0,0.0,0.0
33,jitter_values_20250210_192313.csv,10,40,E-Policy,3,600,2.0,8.892425582080755,0.5942271760455126,16.680148216917182,1.9260807345273376,0,,0.0,0.0,0.0
34,jitter_values_20250210_192434.csv,10,40,E-Policy,3,600,2.0,13.967246975509,0.7388215380835996,16.67973927412216,1.7901014038641705,0,,0.0,0.0,0.0
35,jitter_values_20250210_192554.csv,10,40,E-Policy,3,600,2.0,9.77551622418879,1.023501913046544,16.688681120943954,2.165595012950388,0,,0.0,0.0,0.0
36,jitter_values_20250210_192714.csv,10,40,E-Policy,3,600,2.0,8.8326458456099,0.7417773718640229,16.679389186800236,1.6660970655923932,0,,0.0,0.0,0.0
37,jitter_values_20250210_192835.csv,10,40,E-Policy,3,600,2.0,12.968713105076741,0.8506208485054058,16.68041275088548,1.9401791787146645,0,,0.0,0.0,0.0
38,jitter_values_20250210_192955.csv,10,40,E-Policy,3,600,2.0,9.843842074248673,0.7130703257905745,16.681273070123748,1.6585675965569036,0,,0.0,0.0,0.0
39,jitter_values_20250210_193115.csv,10,40,E-Policy,3,600,2.0,8.849395814913056,0.7215600853613822,16.680813409961683,1.657145908837849,0,,0.0,0.0,0.0
40,jitter_values_20250210_193235.csv,10,40,E-Policy,3,600,2.0,8.862953138815207,0.6753914853442792,16.679713292071913,1.5502569072213603,0,,0.0,0.0,0.0
41,jitter_values_20250210_193356.csv,10,40,E-Policy,3,600,2.0,9.172952268709487,0.7382994412284375,16.678249616971126,2.2094283284059384,0,,0.0,0.0,0.0
42,jitter_values_20250210_193516.csv,10,40,E-Policy,3,600,2.0,4.0920588235294115,1.1706654776483347,16.658393326470588,2.855330756662755,11,"63.9561, 57.1497, 34.4077, 87.24751, 36.4543, 47.8014, 83.3055, 33.92, 33.5771, 34.5389, 35.1603",2.93269101000041,19.449104847059388,0.17837585630042768
43,jitter_values_20250210_193636.csv,10,40,E-Policy,3,600,2.0,9.190279823269513,0.8354757984008759,16.68003407952872,1.955759164166808,0,,0.0,0.0,0.0
44,jitter_values_20250210_193757.csv,10,40,E-Policy,3,600,2.0,9.809369475545079,0.6951607494908462,16.679050824985268,1.7064887451727666,0,,0.0,0.0,0.0
45,jitter_values_20250210_193917.csv,10,40,E-Policy,3,600,2.0,8.931644077784325,0.6546533485686974,16.680442810842663,2.0926671002643045,0,,0.0,0.0,0.0
46,jitter_values_20250210_194037.csv,10,40,E-Policy,3,600,2.0,9.63877430760165,0.8599442234977517,16.680103653506187,1.7104311723175796,0,,0.0,0.0,0.0
47,jitter_values_20250210_194158.csv,10,40,E-Policy,3,600,2.0,9.857353374594753,0.652227459099401,16.681440819333922,1.4554687828465975,0,,0.0,0.0,0.0
48,jitter_values_20250210_194318.csv,10,40,E-Policy,3,600,2.0,9.251399941055114,0.7984647433837534,16.684054111405835,1.9245453987002634,0,,0.0,0.0,0.0
49,jitter_values_20250210_194438.csv,10,40,E-Policy,3,600,2.0,9.109702152757299,0.8685237872838948,16.69175942199941,1.959814447843305,0,,0.0,0.0,0.0
50,jitter_values_20250210_194559.csv,10,40,E-Policy,3,600,2.0,4.496326770496621,1.1212112483046492,16.658886658830443,2.804130479228246,8,"33.6761, 100.6391, 50.9619, 53.6868, 34.3812, 35.7065, 38.1241, 37.525",1.9128777503055272,21.097870197038702,0.12964923981450688
51,jitter_values_20250210_194719.csv,10,20,E-Policy,3,600,2.0,9.359375,0.5728863103313127,16.685570489386794,1.8877792572844834,0,,0.0,0.0,0.0
52,jitter_values_20250210_194839.csv,10,20,E-Policy,3,600,2.0,8.967589864466706,0.22932317866820173,16.679828874484386,1.696235918107002,0,,0.0,0.0,0.0
53,jitter_values_20250210_195000.csv,10,20,E-Policy,3,600,2.0,9.220159151193634,0.6852000796787258,16.687537017388742,1.7103881456042112,0,,0.0,0.0,0.0
54,jitter_values_20250210_195120.csv,10,20,E-Policy,3,600,2.0,9.871794871794872,0.42101025777918705,16.6827264957265,1.787435924206811,0,,0.0,0.0,0.0
55,jitter_values_20250210_195240.csv,10,20,E-Policy,3,600,2.0,10.09997051017399,0.6772994259590288,16.69215741669124,1.8477112617393439,0,,0.0,0.0,0.0
56,jitter_values_20250210_195400.csv,10,20,E-Policy,3,600,2.0,8.955804360636417,0.26113327011587306,16.679599175014733,1.7281501954217546,0,,0.0,0.0,0.0
57,jitter_values_20250210_195521.csv,10,20,E-Policy,3,600,2.0,9.960506926024168,0.2562358648236919,16.682790333038607,1.679554344975154,0,,0.0,0.0,0.0
58,jitter_values_20250210_195641.csv,10,20,E-Policy,3,600,2.0,5.51824602707475,0.812467022735378,16.65627463213655,1.9769842166194014,0,,0.0,0.0,0.0
