Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
1,'2025-02-10 23:06:18,'2025-02-10 23:07:38,3.84,65,9.782558679580688,80.41341233253479,1.1,1,20,0,3,600,2
2,'2025-02-10 23:07:39,'2025-02-10 23:08:59,3.8,65,9.741384506225586,160.66306471824646,1.1,1,20,0,3,600,2
3,'2025-02-10 23:08:59,'2025-02-10 23:10:19,3.78,65,9.719673156738281,240.8680980205536,1.1,1,20,0,3,600,2
4,'2025-02-10 23:10:19,'2025-02-10 23:11:39,3.82,65,9.772555589675903,321.1901285648346,1.1,1,20,0,3,600,2
5,'2025-02-10 23:11:39,'2025-02-10 23:13:00,3.81,65,9.76135802268982,401.4739911556244,1.1,1,20,0,3,600,2
6,'2025-02-10 23:13:00,'2025-02-10 23:14:20,3.81,65,9.758933782577515,481.8291733264923,1.1,1,20,0,3,600,2
7,'2025-02-10 23:14:20,'2025-02-10 23:15:40,3.8,65,9.798048257827759,562.1545634269714,1.1,1,20,0,3,600,2
8,'2025-02-10 23:15:40,'2025-02-10 23:17:01,3.8,65,9.765460014343262,642.4539594650269,1.11,1,20,0,3,600,2
9,'2025-02-10 23:17:01,'2025-02-10 23:18:21,3.81,65,9.744248151779175,722.7068498134613,1.11,1,20,0,3,600,2
10,'2025-02-10 23:18:21,'2025-02-10 23:19:41,3.81,65,9.807655811309814,803.0402510166168,1.1,1,20,0,3,600,2
11,'2025-02-10 23:19:41,'2025-02-10 23:21:01,3.79,65,9.73066782951355,883.3191151618958,1.11,1,20,0,3,600,2
12,'2025-02-10 23:21:01,'2025-02-10 23:22:22,3.78,65,9.696173906326294,963.5028221607208,1.11,1,20,0,3,600,2
13,'2025-02-10 23:22:22,'2025-02-10 23:23:42,3.8,65,9.624491214752197,1043.6267719268799,1.11,1,20,0,3,600,2
14,'2025-02-10 23:23:42,'2025-02-10 23:25:02,3.8,65,9.77977466583252,1123.936930656433,1.1,1,20,0,3,600,2
15,'2025-02-10 23:25:02,'2025-02-10 23:26:22,3.79,65,9.761788606643677,1204.2765033245087,1.1,1,20,0,3,600,2
16,'2025-02-10 23:26:22,'2025-02-10 23:27:43,3.8,65,9.766604900360107,1284.5572621822357,1.11,1,20,0,3,600,2
17,'2025-02-10 23:27:43,'2025-02-10 23:29:03,3.81,65,9.700681924819946,1364.8123815059662,1.11,1,20,0,3,600,2
18,'2025-02-10 23:29:03,'2025-02-10 23:30:23,3.79,65,9.769865036010742,1445.0875194072723,1.1,1,20,0,3,600,2
19,'2025-02-10 23:30:23,'2025-02-10 23:31:43,3.81,65,9.622915029525757,1525.2718431949615,1.11,1,20,0,3,600,2
20,'2025-02-10 23:31:43,'2025-02-10 23:33:04,3.8,65,9.785661220550537,1605.555813074112,1.1,1,20,0,3,600,2
21,'2025-02-10 23:33:04,'2025-02-10 23:34:24,3.78,65,9.710218906402588,1685.7822122573853,1.1,1,20,0,3,600,2
22,'2025-02-10 23:34:24,'2025-02-10 23:35:44,3.88,65,9.829904079437256,1766.23215341568,1.1,1,20,0,3,600,2
23,'2025-02-10 23:35:44,'2025-02-10 23:37:05,3.78,65,9.758012533187866,1846.4645400047302,1.1,1,20,0,3,600,2
24,'2025-02-10 23:37:05,'2025-02-10 23:38:25,3.82,65,9.720877170562744,1926.70467543602,1.1,1,20,0,3,600,2
25,'2025-02-10 23:38:25,'2025-02-10 23:39:45,3.81,65,9.793572902679443,2007.0115027427673,1.1,1,20,0,3,600,2
26,'2025-02-10 23:39:45,'2025-02-10 23:41:05,3.82,65,9.712977886199951,2087.2688534259796,1.1,1,20,0,3,600,2
27,'2025-02-10 23:41:05,'2025-02-10 23:42:26,3.8,65,9.716482400894165,2167.50586438179,1.11,1,20,0,3,600,2
28,'2025-02-10 23:42:26,'2025-02-10 23:43:46,3.79,65,9.715265274047852,2247.7282910346985,1.1,1,20,0,3,600,2
29,'2025-02-10 23:43:46,'2025-02-10 23:45:06,3.81,65,9.73080325126648,2327.974944114685,1.1,1,20,0,3,600,2
30,'2025-02-10 23:45:06,'2025-02-10 23:46:26,3.8,65,9.709376573562622,2408.2105605602264,1.1,1,20,0,3,600,2
31,'2025-02-10 23:46:26,'2025-02-10 23:47:47,3.81,65,9.727854013442993,2488.453020334244,1.1,1,20,0,3,600,2
32,'2025-02-10 23:47:47,'2025-02-10 23:49:07,3.87,65,9.790026187896729,2568.831844329834,1.1,1,20,0,3,600,2
33,'2025-02-10 23:49:07,'2025-02-10 23:50:27,3.8,65,9.75565218925476,2649.090613603592,1.11,1,20,0,3,600,2
34,'2025-02-10 23:50:27,'2025-02-10 23:51:47,3.81,65,9.723170518875122,2729.3855516910553,1.11,1,20,0,3,600,2
35,'2025-02-10 23:51:47,'2025-02-10 23:53:08,3.84,65,9.705903053283691,2809.673197031021,1.1,1,20,0,3,600,2
36,'2025-02-10 23:53:08,'2025-02-10 23:54:28,3.82,65,9.796440839767456,2890.0201082229614,1.1,1,20,0,3,600,2
37,'2025-02-10 23:54:28,'2025-02-10 23:55:49,3.85,65,9.730447769165039,2970.4527707099915,1.1,1,20,0,3,600,2
38,'2025-02-10 23:55:49,'2025-02-10 23:57:09,3.82,65,9.665909767150879,3050.63591337204,1.11,1,20,0,3,600,2
39,'2025-02-10 23:57:09,'2025-02-10 23:58:29,3.79,65,9.836480855941772,3130.9692013263702,1.1,1,20,0,3,600,2
40,'2025-02-10 23:58:29,'2025-02-10 23:59:49,3.79,65,9.68073320388794,3211.1400697231293,1.11,1,20,0,3,600,2
41,'2025-02-10 23:59:49,'2025-02-11 00:01:10,3.79,65,9.759893894195557,3291.4826107025146,1.11,1,20,0,3,600,2
42,'2025-02-11 00:01:10,'2025-02-11 00:02:30,3.82,65,9.739967346191406,3371.731940507889,1.1,1,20,0,3,600,2
43,'2025-02-11 00:02:30,'2025-02-11 00:03:50,3.81,65,9.721047401428223,3451.970088481903,1.1,1,20,0,3,600,2
44,'2025-02-11 00:03:50,'2025-02-11 00:05:10,3.82,65,9.674158811569214,3532.2342319488525,1.1,1,20,0,3,600,2
45,'2025-02-11 00:05:10,'2025-02-11 00:06:31,3.79,65,9.754315614700317,3612.510136127472,1.1,1,20,0,3,600,2
46,'2025-02-11 00:06:31,'2025-02-11 00:07:51,3.81,65,9.800426959991455,3692.857579946518,1.11,1,20,0,3,600,2
47,'2025-02-11 00:07:51,'2025-02-11 00:09:11,3.83,65,9.739412069320679,3773.1544556617737,1.1,1,20,0,3,600,2
48,'2025-02-11 00:09:11,'2025-02-11 00:10:32,3.82,65,9.70267128944397,3853.4699261188507,1.11,1,20,0,3,600,2
49,'2025-02-11 00:10:32,'2025-02-11 00:11:52,3.8,65,9.766441345214844,3933.733154773712,1.11,1,20,0,3,600,2
50,'2025-02-11 00:11:52,'2025-02-11 00:13:12,3.82,65,9.816785097122192,4014.06752038002,1.1,1,20,0,3,600,2
1,'2025-02-11 00:13:12,'2025-02-11 00:14:32,3.3,65,9.757373094558716,79.82494330406189,1.1,1,0,0,3,600,2
2,'2025-02-11 00:14:32,'2025-02-11 00:15:52,3.29,65,9.78496265411377,159.64613938331604,1.11,1,0,0,3,600,2
3,'2025-02-11 00:15:52,'2025-02-11 00:17:12,3.31,65,9.803539991378784,239.46422362327576,1.11,1,0,0,3,600,2
4,'2025-02-11 00:17:12,'2025-02-11 00:18:31,3.3,65,9.692939043045044,319.19698572158813,1.1,1,0,0,3,600,2
5,'2025-02-11 00:18:31,'2025-02-11 00:19:51,3.29,65,9.789573192596436,399.04180097579956,1.11,1,0,0,3,600,2
6,'2025-02-11 00:19:51,'2025-02-11 00:21:11,3.3,65,9.737541913986206,478.8036162853241,1.1,1,0,0,3,600,2
7,'2025-02-11 00:21:11,'2025-02-11 00:22:31,3.3,65,9.751900911331177,558.5774645805359,1.11,1,0,0,3,600,2
8,'2025-02-11 00:22:31,'2025-02-11 00:23:51,3.28,65,9.789635181427002,638.3785099983215,1.1,1,0,0,3,600,2
9,'2025-02-11 00:23:51,'2025-02-11 00:25:10,3.28,65,9.717392921447754,718.0967457294464,1.11,1,0,0,3,600,2
10,'2025-02-11 00:25:10,'2025-02-11 00:26:30,3.29,65,9.725620746612549,797.8249051570892,1.1,1,0,0,3,600,2
11,'2025-02-11 00:26:30,'2025-02-11 00:27:50,3.28,65,9.70725393295288,877.4862880706787,1.1,1,0,0,3,600,2
12,'2025-02-11 00:27:50,'2025-02-11 00:29:09,3.29,65,9.741384267807007,957.2550435066223,1.1,1,0,0,3,600,2
13,'2025-02-11 00:29:09,'2025-02-11 00:30:29,3.29,65,9.71789264678955,1036.9704060554504,1.1,1,0,0,3,600,2
14,'2025-02-11 00:30:29,'2025-02-11 00:31:49,3.3,65,9.759496450424194,1116.7719740867615,1.11,1,0,0,3,600,2
15,'2025-02-11 00:31:49,'2025-02-11 00:33:09,3.31,65,9.770697355270386,1196.5638353824615,1.11,1,0,0,3,600,2
16,'2025-02-11 00:33:09,'2025-02-11 00:34:28,3.28,65,9.766353607177734,1276.340134382248,1.11,1,0,0,3,600,2
17,'2025-02-11 00:34:28,'2025-02-11 00:35:48,3.42,65,9.810651540756226,1356.2995111942291,1.11,1,0,0,3,600,2
18,'2025-02-11 00:35:48,'2025-02-11 00:37:08,3.34,65,9.709205865859985,1436.0492157936096,1.1,1,0,0,3,600,2
19,'2025-02-11 00:37:08,'2025-02-11 00:38:28,3.32,65,9.73862075805664,1515.819230556488,1.1,1,0,0,3,600,2
20,'2025-02-11 00:38:28,'2025-02-11 00:39:48,3.3,65,9.64433217048645,1595.4459018707275,1.1,1,0,0,3,600,2
21,'2025-02-11 00:39:48,'2025-02-11 00:41:07,3.33,65,9.762760400772095,1675.2676770687103,1.1,1,0,0,3,600,2
22,'2025-02-11 00:41:07,'2025-02-11 00:42:27,3.32,65,9.685415744781494,1754.9755585193634,1.1,1,0,0,3,600,2
23,'2025-02-11 00:42:27,'2025-02-11 00:43:47,3.31,65,9.738937139511108,1834.7737562656403,1.11,1,0,0,3,600,2
24,'2025-02-11 00:43:47,'2025-02-11 00:45:07,3.35,65,9.73422622680664,1914.5595376491547,1.1,1,0,0,3,600,2
25,'2025-02-11 00:45:07,'2025-02-11 00:46:27,3.28,65,9.778615236282349,1994.3528506755829,1.1,1,0,0,3,600,2
26,'2025-02-11 00:46:27,'2025-02-11 00:47:46,3.29,65,9.784965515136719,2074.168437242508,1.1,1,0,0,3,600,2
27,'2025-02-11 00:47:46,'2025-02-11 00:49:06,3.35,65,9.772637367248535,2154.03440284729,1.11,1,0,0,3,600,2
28,'2025-02-11 00:49:06,'2025-02-11 00:50:26,3.27,65,9.750284671783447,2233.7782764434814,1.11,1,0,0,3,600,2
29,'2025-02-11 00:50:26,'2025-02-11 00:51:46,3.3,65,9.695261001586914,2313.4664328098297,1.1,1,0,0,3,600,2
30,'2025-02-11 00:51:46,'2025-02-11 00:53:05,3.29,65,9.707631349563599,2393.2056183815002,1.1,1,0,0,3,600,2
31,'2025-02-11 00:53:05,'2025-02-11 00:54:25,3.28,65,9.748477697372437,2472.942883014679,1.11,1,0,0,3,600,2
32,'2025-02-11 00:54:25,'2025-02-11 00:55:45,3.29,65,9.753743648529053,2552.6936655044556,1.1,1,0,0,3,600,2
33,'2025-02-11 00:55:45,'2025-02-11 00:57:05,3.3,65,9.779738426208496,2632.47078704834,1.1,1,0,0,3,600,2
34,'2025-02-11 00:57:05,'2025-02-11 00:58:24,3.3,65,9.715060234069824,2712.241442680359,1.1,1,0,0,3,600,2
35,'2025-02-11 00:58:24,'2025-02-11 00:59:44,3.31,65,9.745249271392822,2792.0058398246765,1.1,1,0,0,3,600,2
36,'2025-02-11 00:59:44,'2025-02-11 01:01:04,3.31,65,9.717943906784058,2871.76557636261,1.11,1,0,0,3,600,2
37,'2025-02-11 01:01:04,'2025-02-11 01:02:24,3.3,65,9.786048889160156,2951.5456116199493,1.11,1,0,0,3,600,2
38,'2025-02-11 01:02:24,'2025-02-11 01:03:43,3.28,65,9.78556489944458,3031.346445083618,1.1,1,0,0,3,600,2
39,'2025-02-11 01:03:43,'2025-02-11 01:05:03,3.29,65,9.737263441085815,3111.1317756175995,1.11,1,0,0,3,600,2
40,'2025-02-11 01:05:03,'2025-02-11 01:06:23,3.3,65,9.786370515823364,3190.9442126750946,1.11,1,0,0,3,600,2
41,'2025-02-11 01:06:23,'2025-02-11 01:07:43,3.29,65,9.727304458618164,3270.659861803055,1.11,1,0,0,3,600,2
42,'2025-02-11 01:07:43,'2025-02-11 01:09:03,3.29,65,9.728134155273438,3350.422147512436,1.1,1,0,0,3,600,2
43,'2025-02-11 01:09:03,'2025-02-11 01:10:22,3.31,65,9.72782278060913,3430.2372777462006,1.1,1,0,0,3,600,2
44,'2025-02-11 01:10:22,'2025-02-11 01:11:42,3.29,65,9.723868608474731,3510.023571252823,1.11,1,0,0,3,600,2
45,'2025-02-11 01:11:42,'2025-02-11 01:13:02,3.31,65,9.751265525817871,3589.797945022583,1.1,1,0,0,3,600,2
46,'2025-02-11 01:13:02,'2025-02-11 01:14:22,3.33,65,9.786329984664917,3669.6150557994843,1.1,1,0,0,3,600,2
47,'2025-02-11 01:14:22,'2025-02-11 01:15:42,3.32,65,9.796692848205566,3749.4654228687286,1.11,1,0,0,3,600,2
48,'2025-02-11 01:15:42,'2025-02-11 01:17:01,3.28,65,9.64271092414856,3829.10906624794,1.1,1,0,0,3,600,2
49,'2025-02-11 01:17:01,'2025-02-11 01:18:21,3.3,65,9.756090641021729,3908.857078075409,1.11,1,0,0,3,600,2
50,'2025-02-11 01:18:21,'2025-02-11 01:19:41,3.32,65,9.75791597366333,3988.646015405655,1.1,1,0,0,3,600,2
1,'2025-02-11 01:19:41,'2025-02-11 01:21:01,3.79,65,9.798648357391357,80.28364634513855,1.11,5,40,0,3,600,2
2,'2025-02-11 01:21:01,'2025-02-11 01:22:21,3.82,65,9.685297966003418,160.50444841384888,1.1,5,40,0,3,600,2
3,'2025-02-11 01:22:21,'2025-02-11 01:23:42,3.82,65,9.691841840744019,240.81791019439697,1.1,5,40,0,3,600,2
4,'2025-02-11 01:23:42,'2025-02-11 01:25:02,3.84,65,9.708738327026367,321.09680938720703,1.1,5,40,0,3,600,2
5,'2025-02-11 01:25:02,'2025-02-11 01:26:22,3.81,65,9.7239990234375,401.4482789039612,1.1,5,40,0,3,600,2
6,'2025-02-11 01:26:22,'2025-02-11 01:27:43,3.81,65,9.722825765609741,481.7677745819092,1.1,5,40,0,3,600,2
7,'2025-02-11 01:27:43,'2025-02-11 01:29:03,3.81,65,9.74135708808899,562.0164270401001,1.1,5,40,0,3,600,2
8,'2025-02-11 01:29:03,'2025-02-11 01:30:23,3.81,65,9.806986093521118,642.3525409698486,1.1,5,40,0,3,600,2
9,'2025-02-11 01:30:23,'2025-02-11 01:31:43,3.83,65,9.730242252349854,722.6787950992584,1.11,5,40,0,3,600,2
10,'2025-02-11 01:31:43,'2025-02-11 01:33:04,3.81,65,9.656946897506714,802.8601169586182,1.1,5,40,0,3,600,2
11,'2025-02-11 01:33:04,'2025-02-11 01:34:24,3.8,65,9.747450351715088,883.1388845443726,1.1,5,40,0,3,600,2
12,'2025-02-11 01:34:24,'2025-02-11 01:35:44,3.78,65,9.727413177490234,963.3890233039856,1.1,5,40,0,3,600,2
13,'2025-02-11 01:35:44,'2025-02-11 01:37:05,3.88,65,9.721943140029907,1043.7901682853699,1.1,5,40,0,3,600,2
14,'2025-02-11 01:37:05,'2025-02-11 01:38:25,3.78,65,9.764787435531616,1124.1362113952637,1.1,5,40,0,3,600,2
15,'2025-02-11 01:38:25,'2025-02-11 01:39:45,3.79,65,9.71491813659668,1204.3444271087646,1.1,5,40,0,3,600,2
16,'2025-02-11 01:39:45,'2025-02-11 01:41:05,3.78,65,9.725597143173218,1284.6065146923065,1.1,5,40,0,3,600,2
17,'2025-02-11 01:41:05,'2025-02-11 01:42:26,3.8,65,9.734403371810913,1364.8477172851562,1.1,5,40,0,3,600,2
18,'2025-02-11 01:42:26,'2025-02-11 01:43:46,3.81,65,9.736915826797485,1445.1891720294952,1.1,5,40,0,3,600,2
19,'2025-02-11 01:43:46,'2025-02-11 01:45:06,3.77,65,9.691847324371338,1525.360155582428,1.11,5,40,0,3,600,2
20,'2025-02-11 01:45:06,'2025-02-11 01:46:27,3.81,65,9.746638298034668,1605.7197847366333,1.11,5,40,0,3,600,2
21,'2025-02-11 01:46:27,'2025-02-11 01:47:47,3.8,65,9.681078433990479,1685.9040713310242,1.1,5,40,0,3,600,2
22,'2025-02-11 01:47:47,'2025-02-11 01:49:07,3.86,65,9.842990159988403,1766.3213186264038,1.1,5,40,0,3,600,2
23,'2025-02-11 01:49:07,'2025-02-11 01:50:27,3.85,65,9.736993551254272,1846.6601243019104,1.11,5,40,0,3,600,2
24,'2025-02-11 01:50:27,'2025-02-11 01:51:48,3.8,65,9.745075702667236,1926.9183251857758,1.11,5,40,0,3,600,2
25,'2025-02-11 01:51:48,'2025-02-11 01:53:08,4.14,65,9.781980276107788,2007.605856180191,1.1,5,40,0,3,600,2
26,'2025-02-11 01:53:08,'2025-02-11 01:54:29,4.27,65,9.820136785507202,2088.4516088962555,1.1,5,40,0,3,600,2
27,'2025-02-11 01:54:29,'2025-02-11 01:55:50,3.8,65,9.741026401519775,2168.717955827713,1.1,5,40,0,3,600,2
28,'2025-02-11 01:55:50,'2025-02-11 01:57:10,3.79,65,9.747155666351318,2248.963953971863,1.1,5,40,0,3,600,2
29,'2025-02-11 01:57:10,'2025-02-11 01:58:30,3.8,65,9.835486888885498,2329.321333169937,1.1,5,40,0,3,600,2
30,'2025-02-11 01:58:30,'2025-02-11 01:59:50,3.84,65,9.749820470809937,2409.656962633133,1.1,5,40,0,3,600,2
31,'2025-02-11 01:59:50,'2025-02-11 02:01:11,3.81,65,9.808079242706299,2489.9760415554047,1.1,5,40,0,3,600,2
32,'2025-02-11 02:01:11,'2025-02-11 02:02:31,3.8,65,9.801556825637817,2570.281213283539,1.11,5,40,0,3,600,2
33,'2025-02-11 02:02:31,'2025-02-11 02:03:51,3.8,65,9.790467023849487,2650.6560814380646,1.1,5,40,0,3,600,2
34,'2025-02-11 02:03:51,'2025-02-11 02:05:12,3.81,65,9.760186672210693,2730.939355134964,1.11,5,40,0,3,600,2
35,'2025-02-11 02:05:12,'2025-02-11 02:06:32,3.79,65,9.826120853424072,2811.267073869705,1.11,5,40,0,3,600,2
36,'2025-02-11 02:06:32,'2025-02-11 02:07:52,3.83,65,9.707205295562744,2891.556771993637,1.1,5,40,0,3,600,2
37,'2025-02-11 02:07:52,'2025-02-11 02:09:13,3.8,65,9.734986305236816,2971.7898490428925,1.1,5,40,0,3,600,2
38,'2025-02-11 02:09:13,'2025-02-11 02:10:33,3.82,65,9.775027751922607,3052.1194384098053,1.11,5,40,0,3,600,2
39,'2025-02-11 02:10:33,'2025-02-11 02:11:53,3.82,65,9.689435005187988,3132.340772151947,1.1,5,40,0,3,600,2
40,'2025-02-11 02:11:53,'2025-02-11 02:13:13,3.79,65,9.761918544769287,3212.648213624954,1.1,5,40,0,3,600,2
41,'2025-02-11 02:13:13,'2025-02-11 02:14:34,3.81,65,9.706746101379395,3292.8648698329926,1.1,5,40,0,3,600,2
42,'2025-02-11 02:14:34,'2025-02-11 02:15:54,3.79,65,9.794363975524902,3373.1858959198,1.1,5,40,0,3,600,2
43,'2025-02-11 02:15:54,'2025-02-11 02:17:14,3.8,65,9.706156015396118,3453.4074804782867,1.1,5,40,0,3,600,2
44,'2025-02-11 02:17:14,'2025-02-11 02:18:34,3.8,65,9.674890279769897,3533.6392912864685,1.1,5,40,0,3,600,2
45,'2025-02-11 02:18:34,'2025-02-11 02:19:55,3.81,65,9.736002922058105,3613.88574385643,1.11,5,40,0,3,600,2
46,'2025-02-11 02:19:55,'2025-02-11 02:21:15,3.81,65,9.816264152526855,3694.2220203876495,1.1,5,40,0,3,600,2
47,'2025-02-11 02:21:15,'2025-02-11 02:22:35,3.81,65,9.724327325820923,3774.504020214081,1.1,5,40,0,3,600,2
48,'2025-02-11 02:22:35,'2025-02-11 02:23:56,3.82,65,9.746691703796387,3854.7825508117676,1.1,5,40,0,3,600,2
49,'2025-02-11 02:23:56,'2025-02-11 02:25:16,3.81,65,9.739000797271729,3935.0326342582703,1.1,5,40,0,3,600,2
50,'2025-02-11 02:25:16,'2025-02-11 02:26:36,3.8,65,9.78207516670227,4015.401259660721,1.1,5,40,0,3,600,2
1,'2025-02-11 02:26:36,'2025-02-11 02:27:56,3.84,65,9.708420515060425,80.28045392036438,1.1,5,20,0,3,600,2
2,'2025-02-11 02:27:56,'2025-02-11 02:29:17,3.8,65,9.755754232406616,160.54585909843445,1.1,5,20,0,3,600,2
3,'2025-02-11 02:29:17,'2025-02-11 02:30:37,3.82,65,9.820267915725708,240.8955397605896,1.1,5,20,0,3,600,2
4,'2025-02-11 02:30:37,'2025-02-11 02:31:57,3.78,65,9.731845617294312,321.14898562431335,1.1,5,20,0,3,600,2
5,'2025-02-11 02:31:57,'2025-02-11 02:33:18,3.82,65,9.756284475326538,401.43742537498474,1.11,5,20,0,3,600,2
6,'2025-02-11 02:33:18,'2025-02-11 02:34:38,3.79,65,9.728540420532227,481.7002170085907,1.11,5,20,0,3,600,2
7,'2025-02-11 02:34:38,'2025-02-11 02:35:58,3.81,65,9.658840894699097,561.8824310302734,1.11,5,20,0,3,600,2
8,'2025-02-11 02:35:58,'2025-02-11 02:37:18,3.86,65,9.771854400634766,642.2500052452087,1.11,5,20,0,3,600,2
9,'2025-02-11 02:37:18,'2025-02-11 02:38:39,3.81,65,9.698750972747803,722.5066313743591,1.11,5,20,0,3,600,2
10,'2025-02-11 02:38:39,'2025-02-11 02:39:59,3.83,65,9.756023406982422,802.7980890274048,1.1,5,20,0,3,600,2
11,'2025-02-11 02:39:59,'2025-02-11 02:41:19,3.83,65,9.74832272529602,883.1416325569153,1.1,5,20,0,3,600,2
12,'2025-02-11 02:41:19,'2025-02-11 02:42:40,3.84,65,9.78959321975708,963.4577579498291,1.1,5,20,0,3,600,2
13,'2025-02-11 02:42:40,'2025-02-11 02:44:00,3.81,65,9.736998558044434,1043.734002828598,1.1,5,20,0,3,600,2
14,'2025-02-11 02:44:00,'2025-02-11 02:45:20,3.81,65,9.7211332321167,1124.0074779987335,1.1,5,20,0,3,600,2
15,'2025-02-11 02:45:20,'2025-02-11 02:46:41,3.79,65,9.744037866592407,1204.37851023674,1.11,5,20,0,3,600,2
16,'2025-02-11 02:46:41,'2025-02-11 02:48:01,3.82,65,9.736071825027466,1284.637436389923,1.11,5,20,0,3,600,2
17,'2025-02-11 02:48:01,'2025-02-11 02:49:21,3.82,65,9.803834199905396,1364.9663989543915,1.1,5,20,0,3,600,2
18,'2025-02-11 02:49:21,'2025-02-11 02:50:42,3.84,65,9.739593267440796,1445.3186089992523,1.11,5,20,0,3,600,2
19,'2025-02-11 02:50:42,'2025-02-11 02:52:02,3.83,65,9.745578050613403,1525.5998139381409,1.1,5,20,0,3,600,2
20,'2025-02-11 02:52:02,'2025-02-11 02:53:22,3.84,65,9.741375923156738,1605.8927388191223,1.1,5,20,0,3,600,2
21,'2025-02-11 02:53:22,'2025-02-11 02:54:42,3.79,65,9.744527816772461,1686.1906991004944,1.1,5,20,0,3,600,2
22,'2025-02-11 02:54:42,'2025-02-11 02:56:03,3.8,65,9.724607944488525,1766.4504671096802,1.11,5,20,0,3,600,2
23,'2025-02-11 02:56:03,'2025-02-11 02:57:23,3.84,65,9.827995300292969,1846.8311831951141,1.1,5,20,0,3,600,2
24,'2025-02-11 02:57:23,'2025-02-11 02:58:43,3.83,65,9.724977731704712,1927.1651694774628,1.1,5,20,0,3,600,2
25,'2025-02-11 02:58:43,'2025-02-11 03:00:04,3.81,65,9.765419483184814,2007.44388961792,1.1,5,20,0,3,600,2
26,'2025-02-11 03:00:04,'2025-02-11 03:01:24,3.8,65,9.774482250213623,2087.770453929901,1.1,5,20,0,3,600,2
27,'2025-02-11 03:01:24,'2025-02-11 03:02:44,3.81,65,9.784579992294312,2168.09277510643,1.11,5,20,0,3,600,2
28,'2025-02-11 03:02:44,'2025-02-11 03:04:05,3.83,65,9.824230670928955,2248.4486634731293,1.1,5,20,0,3,600,2
29,'2025-02-11 03:04:05,'2025-02-11 03:05:25,3.79,65,9.74543023109436,2328.7207572460175,1.11,5,20,0,3,600,2
30,'2025-02-11 03:05:25,'2025-02-11 03:06:45,3.83,65,9.785379409790039,2409.040215730667,1.11,5,20,0,3,600,2
31,'2025-02-11 03:06:45,'2025-02-11 03:08:06,3.81,65,9.741180658340454,2489.3087520599365,1.11,5,20,0,3,600,2
32,'2025-02-11 03:08:06,'2025-02-11 03:09:26,3.8,65,9.718630075454712,2569.5133266448975,1.11,5,20,0,3,600,2
33,'2025-02-11 03:09:26,'2025-02-11 03:10:46,3.8,65,9.777451515197754,2649.798038482666,1.11,5,20,0,3,600,2
34,'2025-02-11 03:10:46,'2025-02-11 03:12:06,3.81,65,9.767314195632935,2730.0900778770447,1.1,5,20,0,3,600,2
35,'2025-02-11 03:12:06,'2025-02-11 03:13:27,3.85,65,9.724860191345215,2810.360719203949,1.11,5,20,0,3,600,2
36,'2025-02-11 03:13:27,'2025-02-11 03:14:47,3.84,65,9.796993494033813,2890.734210252762,1.11,5,20,0,3,600,2
37,'2025-02-11 03:14:47,'2025-02-11 03:16:07,3.84,65,9.757519006729126,2971.0574963092804,1.1,5,20,0,3,600,2
38,'2025-02-11 03:16:07,'2025-02-11 03:17:28,3.83,65,9.745501279830933,3051.3321030139923,1.11,5,20,0,3,600,2
39,'2025-02-11 03:17:28,'2025-02-11 03:18:48,3.81,65,9.674781560897827,3131.505877494812,1.1,5,20,0,3,600,2
40,'2025-02-11 03:18:48,'2025-02-11 03:20:08,3.81,65,9.830389022827148,3211.858034133911,1.1,5,20,0,3,600,2
41,'2025-02-11 03:20:08,'2025-02-11 03:21:28,3.82,65,9.765428304672241,3292.20685338974,1.11,5,20,0,3,600,2
42,'2025-02-11 03:21:28,'2025-02-11 03:22:49,3.8,65,9.733936786651611,3372.456510782242,1.1,5,20,0,3,600,2
43,'2025-02-11 03:22:49,'2025-02-11 03:24:09,3.87,65,9.794857501983643,3452.8305728435516,1.11,5,20,0,3,600,2
44,'2025-02-11 03:24:09,'2025-02-11 03:25:29,3.82,65,9.836276769638062,3533.2304718494415,1.1,5,20,0,3,600,2
45,'2025-02-11 03:25:29,'2025-02-11 03:26:50,3.8,65,9.779424905776978,3613.515777349472,1.1,5,20,0,3,600,2
46,'2025-02-11 03:26:50,'2025-02-11 03:28:10,3.79,65,9.773090362548828,3693.7994120121,1.11,5,20,0,3,600,2
47,'2025-02-11 03:28:10,'2025-02-11 03:29:30,3.79,65,9.701083660125732,3773.9813690185547,1.11,5,20,0,3,600,2
48,'2025-02-11 03:29:30,'2025-02-11 03:30:50,3.81,65,9.712236404418945,3854.2841787338257,1.1,5,20,0,3,600,2
49,'2025-02-11 03:30:50,'2025-02-11 03:32:11,3.82,65,9.736757278442383,3934.5956819057465,1.11,5,20,0,3,600,2
50,'2025-02-11 03:32:11,'2025-02-11 03:33:31,3.82,65,9.793735980987549,4014.9055075645447,1.11,5,20,0,3,600,2
1,'2025-02-11 03:33:31,'2025-02-11 03:34:51,3.28,65,9.722512006759644,79.68980884552002,1.11,5,0,0,3,600,2
2,'2025-02-11 03:34:51,'2025-02-11 03:36:11,3.29,65,9.728528261184692,159.40940761566162,1.11,5,0,0,3,600,2
