Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude
1,'2024-12-09 17:47:43,'2024-12-09 17:48:35,2.56,30,17.61121129989624,51.47096920013428,1.3,2,20
1,'2024-12-09 17:48:35,'2024-12-09 17:49:25,1.15,30,17.52325129508972,49.780524253845215,1.11,2,40
1,'2024-12-09 17:49:25,'2024-12-09 17:50:17,2.55,30,17.59087872505188,51.2471649646759,1.11,10,20
1,'2024-12-09 17:50:17,'2024-12-09 17:51:08,1.14,30,17.59031629562378,49.84523010253906,1.11,10,40
1,'2024-12-09 17:51:08,'2024-12-09 17:51:59,2.02,30,17.551536560058594,50.680091857910156,1.11,10,0
1,'2024-12-09 17:51:59,'2024-12-09 17:52:49,0.65,30,17.632185459136963,49.39470076560974,1.11,2,0
