16.66667,20,0.0199999995529652, 426.3733
16.66667,20,0.0399999991059303, 19.58
16.66667,19.9647,0.0691793996375054, 12.9452
16.66667,5.5639,0.0839836995583028, 14.7797
16.66667,3.6508,0.0991318996530026, 15.9039
16.66667,3.7346,0.118513299385086, 18.5823
16.66667,3.7473,0.133114999393001, 14.6559
16.66667,3.5636,0.152246099198237, 19.294
16.66667,3.7588,0.167448399122804, 15.1281
16.66667,3.703,0.182881299173459, 15.8103
16.66667,3.7616,0.202666399301961, 19.8697
16.66667,3.5689,0.217539099510759, 14.386
16.66667,4.1147,0.235959499608725, 18.1683
16.66667,4.4551,0.252227799268439, 18.5954
16.66667,3.6901,0.268748499220237, 15.3709
16.66667,3.5713,0.282146499026567, 14.2916
16.66667,4.0577,0.301362799014896, 18.3624
16.66667,3.6072,0.315601399168372, 14.2328
16.66667,3.658,0.333941099233925, 20.5533
16.66667,3.7901,0.350233098957688, 14.2671
16.66667,3.571,0.369782398920506, 18.9757
16.66667,3.5826,0.383620298933238, 14.6933
16.66667,3.7305,0.399060199037194, 15.1701
16.66667,3.6949,0.417751298751682, 18.8313
16.66667,3.8431,0.431842199061066, 15.0364
16.66667,4.0013,0.451840899419039, 21.0436
16.66667,3.8613,0.467357399407774, 12.5158
16.66667,3.8853,0.483974899630994, 17.0688
16.66667,3.762,0.502407799474895, 19.1329
16.66667,3.7139,0.512683399487287, 15.1528
16.66667,3.8411,0.531161599326879, 14.5177
16.66667,3.8179,0.552216599229723, 19.3498
16.66667,3.9806,0.569738899357617, 17.2766
16.66667,3.897,0.586063899332657, 15.8044
16.66667,3.7374,0.601853799307719, 16.4618
16.66667,4.1995,0.618443999439478, 16.3832
16.66667,3.7487,0.635125799337402, 16.3784
16.66667,3.6988,0.650610699784011, 15.6725
16.66667,3.5545,0.667889500036836, 17.4153
16.66667,4.5836,0.683966600103304, 15.9404
16.66667,4.2766,0.699645900167525, 16.012
16.66667,3.4975,0.716478200163692, 16.9188
16.66667,3.4568,0.733164799865335, 16.8743
16.66667,3.6418,0.751499299891293, 18.2993
16.66667,3.7863,0.768872699700296, 16.8299
16.66667,3.6444,0.785568499471992, 16.6432
16.66667,3.5859,0.80164589965716, 16.1039
16.66667,3.5992,0.817628399701789, 16.0036
16.66667,3.8046,0.836212000111118, 18.4085
16.66667,3.541,0.853094300255179, 17.3414
16.66667,3.4685,0.865707500139251, 12.5757
16.66667,3.902,0.883199300384149, 17.7056
16.66667,5.3568,0.900526300305501, 16.8106
16.66667,5.8763,0.917470600223169, 17.6113
16.66667,4.9185,0.934926700545475, 16.8474
16.66667,5.7259,0.951573400525376, 16.7323
16.66667,4.7036,0.967966600786895, 15.8918
16.66667,3.8919,0.986160800559446, 18.1034
16.66667,4.8025,1.00099900062196, 14.9466
16.66667,5.5963,1.01920440071262, 18.0383
16.66667,4.4035,1.03351170057431, 14.6693
16.66667,4.3365,1.04920510086231, 16.3299
16.66667,4.88,1.06584900082089, 16.4223
16.66667,4.7576,1.08212770102546, 17.3057
16.66667,4.6902,1.10261830105446, 18.9035
16.66667,4.7908,1.11740650096908, 14.8048
16.66667,4.7636,1.13380170124583, 16.5795
16.66667,6.659,1.15213860152289, 17.8853
16.66667,6.9171,1.16675760154612, 14.7322
16.66667,6.9656,1.18480430147611, 18.7458
16.66667,4.3412,1.19977970118634, 14.3233
16.66667,4.9852,1.21928690117784, 19.7818
16.66667,4.9517,1.23285290156491, 13.9359
16.66667,4.5026,1.25238940143026, 19.4285
16.66667,5.3017,1.26723840157501, 14.3309
16.66667,4.7933,1.28638450149447, 19.4492
16.66667,4.376,1.29903830168769, 13.6629
16.66667,4.6151,1.31959660165012, 19.141
16.66667,4.8468,1.33534050197341, 15.8282
16.66667,5.2097,1.3499513019342, 14.7164
16.66667,5.6196,1.36709220171906, 17.1136
16.66667,4.6106,1.38650870183483, 19.7524
16.66667,4.9684,1.40182500216179, 14.7704
16.66667,5.0894,1.41981920227408, 18.1928
16.66667,3.8432,1.43438750226051, 14.6244
16.66667,4.7901,1.44956030230969, 15.1492
16.66667,5.1158,1.4661689021159, 16.7266
16.66667,4.7948,1.48500870214775, 18.7648
16.66667,4.1803,1.49993430217728, 15.2646
16.66667,6.0088,1.51901510194875, 18.6727
16.66667,4.5895,1.53386040194891, 14.9223
16.66667,4.1919,1.54891100199893, 16.2046
16.66667,5.2085,1.56923360191286, 19.1042
16.66667,7.1078,1.58425170183182, 16.3297
16.66667,4.0881,1.60068350192159, 15.741
16.66667,4.3206,1.6163766020909, 14.9449
16.66667,4.0954,1.63420850224793, 18.0135
16.66667,4.1027,1.65281220222823, 18.3314
16.66667,4.1946,1.66823850222863, 15.5654
16.66667,4.2248,1.68300190218724, 15.0145
16.66667,4.4807,1.70185820199549, 18.5821
16.66667,4.1018,1.71690530190244, 15.4508
16.66667,4.2702,1.73610870190896, 19.0259
16.66667,5.5802,1.75209520244971, 15.8988
16.66667,5.2343,1.76711300271563, 15.086
16.66667,5.0413,1.78589830268174, 18.6445
16.66667,9.993099,1.80003490275703, 13.9546
16.66667,8.4851,1.81889610295184, 19.3605
16.66667,6.0778,1.83332430291921, 13.9177
16.66667,5.4772,1.85138330305927, 18.0081
16.66667,4.7666,1.86810170277022, 16.6317
16.66667,4.7334,1.88478820305318, 16.7071
16.66667,4.4609,1.90151770296507, 16.5443
16.66667,3.9886,1.91750030289404, 16.2048
16.66667,4.3984,1.93413550266996, 16.53
16.66667,4.6744,1.95042210258543, 16.3388
16.66667,4.2205,1.96704070293345, 16.4944
16.66667,4.2238,1.98666470311582, 19.5873
16.66667,3.7986,2.0026965031866, 15.9566
16.66667,4.0821,2.01882140315138, 16.2731
16.66667,3.6882,2.03516990342177, 16.4809
16.66667,3.9101,2.05153030366637, 16.1265
16.66667,4.2036,2.0675940036308, 16.14
16.66667,3.988,2.08355710376054, 15.9137
16.66667,4.3699,2.1029442041181, 19.3345
16.66667,4.1206,2.11916250409558, 16.2756
16.66667,3.7942,2.13514650426805, 16.0891
16.66667,4.3055,2.15146980434656, 16.2956
16.66667,4.1136,2.16767440456897, 16.127
16.66667,4.6697,2.18366380454972, 17.022
16.66667,3.8979,2.20259040454403, 18.6326
