Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Std Dev Frame Time,Interrupt Frequency (/s),Interrupt Mag (ms/s),QoE_FTSD,QoE_IF,QoE_IM,QoE_Delay
0,0,QM,3,600,1.5,1.691053447155399,0.017782564230429787,0.0321818926293391,4.505301006959297,3.6995910010227004,3.9998712724294827,4.021119432115098
0,0,QM,3,600,2.0,1.795101585685683,0.014886020453304921,0.13523429121609634,4.499474311201601,3.6996576215295747,3.999459062835136,4.02071766846673
0,0,QM,3,600,3.0,1.6558933994490947,0.01585376839586754,0.021053137583688653,4.50726996963085,3.6996353633268955,3.9999157874496656,4.020547548098816
0,0,QM,3,600,5.0,1.7446360321240502,0.019224060053506,0.034839766519255654,4.502300382201053,3.6995578466187697,3.9998606409339232,4.020190988744147
0,20,QM,3,600,1.5,1.9943118371865662,0.027404698749422102,0.5990431329565274,4.488318537117552,3.6993696919287635,3.997603827468174,4.015151279116378
0,20,QM,3,600,2.0,1.8956358210263258,0.02738861200151021,0.438661736483259,4.493844394022525,3.6993700619239656,3.998245353054067,4.015083436341095
0,20,QM,3,600,3.0,1.8865462948009777,0.031712994541074936,0.482317414927615,4.494353407491145,3.6992706011255554,3.99807073034029,4.015510855316547
0,20,QM,3,600,5.0,2.063716311297007,0.04469355973785509,0.6405619085599169,4.484431886567368,3.6989720481260293,3.99743775236576,4.015967592415482
0,40,QM,3,600,1.5,2.3463592465779386,0.05053095952094343,1.5509593357746534,4.468603882191635,3.698837787931019,3.9937961626569014,4.0061951980077914
0,40,QM,3,600,2.0,2.497760056896437,0.09247094648879031,1.669334997195201,4.460125436813799,3.6978731682307577,3.9933226600112186,4.007198796943767
0,40,QM,3,600,3.0,2.753706600417594,0.1583172914284317,2.157266215174058,4.445792430376614,3.696358702297146,3.9913709351393036,4.00855186239897
0,40,QM,3,600,5.0,2.938577236463418,0.23324956029325017,2.676093384408557,4.435439674758048,3.6946352601132553,3.989295626462366,4.010424360341186
0,60,QM,3,600,1.5,3.5054551405988095,0.15877113153206093,4.1198451953558175,4.403694512126466,3.6963482639747625,3.983520619218577,3.9984915145363726
0,60,QM,3,600,2.0,3.9561175784947302,0.31857064285945597,6.351207445831883,4.378457415604294,3.6926728752142326,3.9745951702166726,4.0016031894087245
0,60,QM,3,600,3.0,5.146732764452137,0.44839049578576323,12.889013876856959,4.311782965190679,3.6896870185969273,3.948443944492572,4.005835688208265
0,60,QM,3,600,5.0,6.02591788642993,0.5014564778023457,18.3320063109812,4.262548598359923,3.688466501010546,3.926671974756075,4.0094555930336115
0,80,QM,3,600,1.5,4.897025529793807,0.29187456967740144,8.665623992864031,4.325766570331547,3.69328688489742,3.965337504028544,3.992090443833789
0,80,QM,3,600,2.0,6.629093188289425,0.44671186908038024,19.393769052108926,4.228770781455792,3.6897256270111516,3.922424923791564,3.998388773972401
0,80,QM,3,600,3.0,8.296335709273661,0.4779077359257897,29.660062576878875,4.135405200280675,3.689008122073707,3.8813597496924843,4.005135705099686
0,80,QM,3,600,5.0,9.447804083385943,0.49866899520555846,36.53397520589644,4.070922971330386,3.6885306131102724,3.8538640991764144,4.009542317377436
1,0,E-Policy,3,600,2.0,1.747236019613508,0.014409770078439917,0.01614423039263998,4.502154782901643,3.699668575288196,3.9999354230784294,4.020067791722784
1,20,E-Policy,3,600,2.0,1.9734875161339704,0.023066160969508216,0.49256344982965267,4.489484699096498,3.699469478297702,3.9980297462006815,4.014059998347339
1,40,E-Policy,3,600,2.0,2.262013140004344,0.03611223856191811,1.0945747277233626,4.473327264159757,3.699169418513076,3.9956217010891066,4.004850436696047
1,60,E-Policy,3,600,2.0,2.6699760585789942,0.031742184931791186,1.7970551875274616,4.450481340719576,3.6992699297465688,3.9928117792498905,3.994974001781144
1,80,E-Policy,3,600,2.0,3.400625235965838,0.05197242997118733,2.79369927842237,4.409564986785913,3.6988046341106626,3.9888252028863107,3.9838389757308255
