Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
30,'2025-02-27 20:05:49,'2025-02-27 20:07:13,3.82,64.10656523704529,15.777802467346191,2529.855875015259,2,20,0,3,600,2
31,'2025-02-27 20:07:13,'2025-02-27 20:08:38,3.83,64.10759544372559,15.911761999130249,2614.307797193527,2,20,0,3,600,2
32,'2025-02-27 20:08:38,'2025-02-27 20:10:02,3.82,64.10675740242004,15.798239946365356,2698.6336586475372,2,20,0,3,600,2
33,'2025-02-27 20:10:02,'2025-02-27 20:11:27,3.8,64.10628056526184,15.741489171981812,2782.887563943863,2,20,0,3,600,2
34,'2025-02-27 20:11:27,'2025-02-27 20:12:51,3.81,64.10637140274048,15.831031322479248,2867.2247321605682,2,20,0,3,600,2
35,'2025-02-27 20:12:51,'2025-02-27 20:14:15,3.78,64.11658215522766,15.783854722976685,2951.576479434967,2,20,0,3,600,2
1,'2025-02-27 20:14:15,'2025-02-27 20:15:39,3.31,64.10625576972961,15.732462406158447,83.78494024276733,2,0,0,3,600,2
2,'2025-02-27 20:15:39,'2025-02-27 20:17:03,3.31,64.10638737678528,15.769396305084229,167.54592609405518,2,0,0,3,600,2
3,'2025-02-27 20:17:03,'2025-02-27 20:18:26,3.3,64.10627579689026,15.685039520263672,251.20779418945312,2,0,0,3,600,2
4,'2025-02-27 20:18:26,'2025-02-27 20:19:50,3.31,64.10724115371704,15.834056854248047,335.05904364585876,2,0,0,3,600,2
5,'2025-02-27 20:19:50,'2025-02-27 20:21:14,3.31,64.10615682601929,15.752719163894653,418.8821346759796,2,0,0,3,600,2
6,'2025-02-27 20:21:14,'2025-02-27 20:22:38,3.31,64.10676145553589,15.743354558944702,502.6598062515259,2,0,0,3,600,2
7,'2025-02-27 20:22:38,'2025-02-27 20:24:02,3.3,64.10663747787476,15.800114870071411,586.4629814624786,2,0,0,3,600,2
8,'2025-02-27 20:24:02,'2025-02-27 20:25:25,3.31,64.10690593719482,15.722065210342407,670.1944468021393,2,0,0,3,600,2
9,'2025-02-27 20:25:25,'2025-02-27 20:26:49,3.29,64.10860681533813,15.736721754074097,753.9562120437622,2,0,0,3,600,2
10,'2025-02-27 20:26:49,'2025-02-27 20:28:13,3.32,64.10856318473816,15.738949060440063,837.7339661121368,2,0,0,3,600,2
11,'2025-02-27 20:28:13,'2025-02-27 20:29:37,3.31,64.10863542556763,15.71032977104187,921.460120677948,2,0,0,3,600,2
12,'2025-02-27 20:29:37,'2025-02-27 20:31:00,3.3,64.10801911354065,15.727792263031006,1005.1968054771423,2,0,0,3,600,2
13,'2025-02-27 20:31:00,'2025-02-27 20:32:24,3.28,64.1078724861145,15.750438451766968,1088.9642384052277,2,0,0,3,600,2
14,'2025-02-27 20:32:24,'2025-02-27 20:33:48,3.33,64.10919380187988,15.73836064338684,1172.7380740642548,2,0,0,3,600,2
15,'2025-02-27 20:33:48,'2025-02-27 20:35:12,3.32,64.10711646080017,15.717444658279419,1256.480803012848,2,0,0,3,600,2
16,'2025-02-27 20:35:12,'2025-02-27 20:36:35,3.28,64.10793209075928,15.75405502319336,1340.214047908783,2,0,0,3,600,2
17,'2025-02-27 20:36:35,'2025-02-27 20:37:59,3.38,64.10711693763733,15.844626665115356,1424.1297824382782,2,0,0,3,600,2
18,'2025-02-27 20:37:59,'2025-02-27 20:39:23,3.34,64.10777235031128,15.749185800552368,1507.9481222629547,2,0,0,3,600,2
19,'2025-02-27 20:39:23,'2025-02-27 20:40:47,3.32,64.10611152648926,15.741710424423218,1591.6956551074982,2,0,0,3,600,2
20,'2025-02-27 20:40:47,'2025-02-27 20:42:11,3.32,64.10646915435791,15.759483575820923,1675.4831278324127,2,0,0,3,600,2
21,'2025-02-27 20:42:11,'2025-02-27 20:43:34,3.34,64.1089220046997,15.756856918334961,1759.2749128341675,2,0,0,3,600,2
22,'2025-02-27 20:43:34,'2025-02-27 20:44:58,3.3,64.10827279090881,15.76025390625,1843.086920261383,2,0,0,3,600,2
23,'2025-02-27 20:44:58,'2025-02-27 20:46:22,3.33,64.10627770423889,15.72340989112854,1926.8705742359161,2,0,0,3,600,2
24,'2025-02-27 20:46:22,'2025-02-27 20:47:46,3.32,64.10889077186584,15.70746922492981,2010.5856597423553,2,0,0,3,600,2
25,'2025-02-27 20:47:46,'2025-02-27 20:49:10,3.3,64.10649013519287,15.725147008895874,2094.3078742027283,2,0,0,3,600,2
26,'2025-02-27 20:49:10,'2025-02-27 20:50:33,3.31,64.10638284683228,15.806898832321167,2178.116848707199,2,0,0,3,600,2
27,'2025-02-27 20:50:33,'2025-02-27 20:51:57,3.3,64.10665774345398,15.713730335235596,2261.877194404602,2,0,0,3,600,2
28,'2025-02-27 20:51:57,'2025-02-27 20:53:21,3.3,64.10862183570862,15.725318193435669,2345.618767976761,2,0,0,3,600,2
29,'2025-02-27 20:53:21,'2025-02-27 20:54:45,3.31,64.10691380500793,15.724104404449463,2429.407969236374,2,0,0,3,600,2
30,'2025-02-27 20:54:45,'2025-02-27 20:56:08,3.31,64.1064567565918,15.718452453613281,2513.1595997810364,2,0,0,3,600,2
31,'2025-02-27 20:56:08,'2025-02-27 20:57:32,3.33,64.1073203086853,15.753177881240845,2596.994119644165,2,0,0,3,600,2
32,'2025-02-27 20:57:32,'2025-02-27 20:58:56,3.31,64.10801219940186,15.77665114402771,2680.8309288024902,2,0,0,3,600,2
33,'2025-02-27 20:58:56,'2025-02-27 21:00:20,3.33,64.10686087608337,15.787745714187622,2764.641065120697,2,0,0,3,600,2
34,'2025-02-27 21:00:20,'2025-02-27 21:01:44,3.31,64.10680723190308,15.761104583740234,2848.4570434093475,2,0,0,3,600,2
35,'2025-02-27 21:01:44,'2025-02-27 21:03:07,3.33,64.10777854919434,15.76113224029541,2932.260214805603,2,0,0,3,600,2
1,'2025-02-27 21:03:07,'2025-02-27 21:04:32,3.83,64.10740351676941,15.776859998703003,84.33082389831543,2,60,0,3,600,2
2,'2025-02-27 21:04:32,'2025-02-27 21:05:56,3.81,64.10867404937744,15.776660442352295,168.80257964134216,2,60,0,3,600,2
3,'2025-02-27 21:05:56,'2025-02-27 21:07:21,3.8,64.1068868637085,15.777780294418335,253.1348159313202,2,60,0,3,600,2
4,'2025-02-27 21:07:21,'2025-02-27 21:08:45,3.81,64.10643434524536,15.79068398475647,337.45110964775085,2,60,0,3,600,2
5,'2025-02-27 21:08:45,'2025-02-27 21:10:09,3.82,64.10698318481445,15.765966653823853,421.7645015716553,2,60,0,3,600,2
6,'2025-02-27 21:10:09,'2025-02-27 21:11:33,3.83,64.10717034339905,15.707015752792358,506.03537225723267,2,60,0,3,600,2
7,'2025-02-27 21:11:33,'2025-02-27 21:12:58,3.8,64.10591673851013,15.81688404083252,590.3610627651215,2,60,0,3,600,2
8,'2025-02-27 21:12:58,'2025-02-27 21:14:22,3.82,64.10857677459717,15.72385549545288,674.6816930770874,2,60,0,3,600,2
9,'2025-02-27 21:14:22,'2025-02-27 21:15:46,3.85,64.10721755027771,15.766453742980957,758.9923279285431,2,60,0,3,600,2
10,'2025-02-27 21:15:46,'2025-02-27 21:17:11,3.78,64.10742139816284,15.799227714538574,843.2916812896729,2,60,0,3,600,2
11,'2025-02-27 21:17:11,'2025-02-27 21:18:35,3.84,64.10675573348999,15.74990177154541,927.6271152496338,2,60,0,3,600,2
12,'2025-02-27 21:18:35,'2025-02-27 21:19:59,3.83,64.10703802108765,15.696892976760864,1011.8732347488403,2,60,0,3,600,2
13,'2025-02-27 21:19:59,'2025-02-27 21:21:24,3.84,64.10670971870422,15.756408452987671,1096.1958813667297,2,60,0,3,600,2
14,'2025-02-27 21:21:24,'2025-02-27 21:22:48,3.81,64.10629487037659,15.777331590652466,1180.5478584766388,2,60,0,3,600,2
15,'2025-02-27 21:22:48,'2025-02-27 21:24:12,3.82,64.10849118232727,15.7735013961792,1264.8434989452362,2,60,0,3,600,2
16,'2025-02-27 21:24:12,'2025-02-27 21:25:37,3.83,64.10713863372803,15.748979330062866,1349.1653339862823,2,60,0,3,600,2
17,'2025-02-27 21:25:37,'2025-02-27 21:27:01,3.82,64.10735487937927,15.769253492355347,1433.4910748004913,2,60,0,3,600,2
18,'2025-02-27 21:27:01,'2025-02-27 21:28:25,3.82,64.22451972961426,15.736225605010986,1517.9232687950134,2,60,0,3,600,2
19,'2025-02-27 21:28:25,'2025-02-27 21:29:50,3.79,64.11412310600281,15.83149790763855,1602.3685693740845,2,60,0,3,600,2
20,'2025-02-27 21:29:50,'2025-02-27 21:31:14,3.8,64.11086416244507,15.767994403839111,1686.7122762203217,2,60,0,3,600,2
21,'2025-02-27 21:31:14,'2025-02-27 21:32:38,3.8,64.10788798332214,15.741238117218018,1770.9703493118286,2,60,0,3,600,2
22,'2025-02-27 21:32:38,'2025-02-27 21:34:03,3.83,64.10678100585938,15.781972885131836,1855.3137035369873,2,60,0,3,600,2
23,'2025-02-27 21:34:03,'2025-02-27 21:35:27,3.83,64.10758304595947,15.720241785049438,1939.6386404037476,2,60,0,3,600,2
24,'2025-02-27 21:35:27,'2025-02-27 21:36:51,3.81,64.10674595832825,15.728715181350708,2023.9077014923096,2,60,0,3,600,2
25,'2025-02-27 21:36:51,'2025-02-27 21:38:16,3.88,64.10742807388306,15.824292182922363,2108.305114507675,2,60,0,3,600,2
26,'2025-02-27 21:38:16,'2025-02-27 21:39:40,3.8,64.10748291015625,15.717786073684692,2192.567573070526,2,60,0,3,600,2
27,'2025-02-27 21:39:40,'2025-02-27 21:41:04,3.89,64.10834574699402,15.78463339805603,2276.9487080574036,2,60,0,3,600,2
28,'2025-02-27 21:41:04,'2025-02-27 21:42:29,3.84,64.10664010047913,15.789401054382324,2361.2739958763123,2,60,0,3,600,2
29,'2025-02-27 21:42:29,'2025-02-27 21:43:53,3.83,64.11217594146729,15.865783214569092,2445.718760251999,2,60,0,3,600,2
30,'2025-02-27 21:43:53,'2025-02-27 21:45:18,3.85,64.10707068443298,15.732513904571533,2530.1479754447937,2,60,0,3,600,2
31,'2025-02-27 21:45:18,'2025-02-27 21:46:42,3.79,64.10678935050964,15.774965524673462,2614.415554046631,2,60,0,3,600,2
32,'2025-02-27 21:46:42,'2025-02-27 21:48:06,3.85,64.10984206199646,15.748428344726562,2698.743399620056,2,60,0,3,600,2
33,'2025-02-27 21:48:06,'2025-02-27 21:49:30,3.83,64.10752630233765,15.72882080078125,2782.989772081375,2,60,0,3,600,2
34,'2025-02-27 21:49:30,'2025-02-27 21:50:55,3.8,64.10670065879822,15.782808303833008,2867.278159379959,2,60,0,3,600,2
35,'2025-02-27 21:50:55,'2025-02-27 21:52:19,3.8,64.10665845870972,15.782241582870483,2951.6347353458405,2,60,0,3,600,2
1,'2025-02-27 21:52:19,'2025-02-27 21:53:43,3.8,64.1099042892456,15.72831654548645,84.21458148956299,2,80,0,3,600,2
2,'2025-02-27 21:53:43,'2025-02-27 21:55:08,3.81,64.10728979110718,15.726757049560547,168.4815216064453,2,80,0,3,600,2
3,'2025-02-27 21:55:08,'2025-02-27 21:56:32,3.8,64.10668325424194,15.777997255325317,252.73972463607788,2,80,0,3,600,2
4,'2025-02-27 21:56:32,'2025-02-27 21:57:56,3.8,64.10586977005005,15.756600379943848,337.0304265022278,2,80,0,3,600,2
5,'2025-02-27 21:57:56,'2025-02-27 21:59:20,3.81,64.10938310623169,15.728408813476562,421.2879717350006,2,80,0,3,600,2
6,'2025-02-27 21:59:20,'2025-02-27 22:00:45,3.83,64.10724377632141,15.799306154251099,505.7754011154175,2,80,0,3,600,2
7,'2025-02-27 22:00:45,'2025-02-27 22:02:09,3.83,64.10816955566406,15.727490901947021,590.0521879196167,2,80,0,3,600,2
8,'2025-02-27 22:02:09,'2025-02-27 22:03:33,3.81,64.10646438598633,15.721063613891602,674.2906382083893,2,80,0,3,600,2
9,'2025-02-27 22:03:33,'2025-02-27 22:04:58,3.84,64.10985040664673,15.740491151809692,758.5782737731934,2,80,0,3,600,2
10,'2025-02-27 22:04:58,'2025-02-27 22:06:22,3.81,64.10817098617554,15.782581329345703,842.9003472328186,2,80,0,3,600,2
11,'2025-02-27 22:06:22,'2025-02-27 22:07:46,3.82,64.10766363143921,15.714182376861572,927.1401777267456,2,80,0,3,600,2
12,'2025-02-27 22:07:46,'2025-02-27 22:09:10,3.8,64.10711073875427,15.715630292892456,1011.3538911342621,2,80,0,3,600,2
13,'2025-02-27 22:09:10,'2025-02-27 22:10:34,3.84,64.10682511329651,15.463605165481567,1095.3529388904572,2,80,0,3,600,2
14,'2025-02-27 22:10:34,'2025-02-27 22:11:59,3.82,64.10734868049622,15.838178396224976,1179.7748951911926,2,80,0,3,600,2
15,'2025-02-27 22:11:59,'2025-02-27 22:13:23,3.83,64.10763883590698,15.765202045440674,1264.0993535518646,2,80,0,3,600,2
16,'2025-02-27 22:13:23,'2025-02-27 22:14:47,3.8,64.10848617553711,15.773818492889404,1348.376235485077,2,80,0,3,600,2
17,'2025-02-27 22:14:47,'2025-02-27 22:16:12,3.79,64.107595205307,15.849923372268677,1432.720338344574,2,80,0,3,600,2
18,'2025-02-27 22:16:12,'2025-02-27 22:17:36,3.8,64.10676407814026,15.758481740951538,1517.0340707302094,2,80,0,3,600,2
19,'2025-02-27 22:17:36,'2025-02-27 22:19:00,3.8,64.10716414451599,15.730064392089844,1601.2590811252594,2,80,0,3,600,2
20,'2025-02-27 22:19:00,'2025-02-27 22:20:25,3.8,64.10639762878418,15.696643590927124,1685.5053353309631,2,80,0,3,600,2
21,'2025-02-27 22:20:25,'2025-02-27 22:21:49,3.83,64.10726594924927,15.750982999801636,1769.7808029651642,2,80,0,3,600,2
22,'2025-02-27 22:21:49,'2025-02-27 22:23:13,3.82,64.10817885398865,15.723010540008545,1854.0622177124023,2,80,0,3,600,2
23,'2025-02-27 22:23:13,'2025-02-27 22:24:37,3.81,64.1077208518982,15.734031915664673,1938.2979300022125,2,80,0,3,600,2
24,'2025-02-27 22:24:37,'2025-02-27 22:26:02,3.81,64.10699486732483,15.800946950912476,2022.607973575592,2,80,0,3,600,2
25,'2025-02-27 22:26:02,'2025-02-27 22:27:26,3.81,64.10784673690796,15.734139442443848,2106.8735270500183,2,80,0,3,600,2
26,'2025-02-27 22:27:26,'2025-02-27 22:28:50,3.82,64.11582779884338,15.716590642929077,2191.1856474876404,2,80,0,3,600,2
27,'2025-02-27 22:28:50,'2025-02-27 22:30:15,3.8,64.10664176940918,15.725698471069336,2275.5856187343597,2,80,0,3,600,2
28,'2025-02-27 22:30:15,'2025-02-27 22:31:39,3.82,64.10740208625793,15.740109920501709,2359.8950731754303,2,80,0,3,600,2
29,'2025-02-27 22:31:39,'2025-02-27 22:33:03,3.81,64.1067762374878,15.739185571670532,2444.1404292583466,2,80,0,3,600,2
30,'2025-02-27 22:33:03,'2025-02-27 22:34:28,3.81,64.10738277435303,15.775679111480713,2528.429632663727,2,80,0,3,600,2
31,'2025-02-27 22:34:28,'2025-02-27 22:35:52,3.81,64.10884499549866,15.805904388427734,2612.758081436157,2,80,0,3,600,2
32,'2025-02-27 22:35:52,'2025-02-27 22:37:16,3.81,64.10688424110413,15.890147686004639,2697.156692504883,2,80,0,3,600,2
33,'2025-02-27 22:37:16,'2025-02-27 22:38:41,3.88,64.1075131893158,15.817912817001343,2781.586732149124,2,80,0,3,600,2
34,'2025-02-27 22:38:41,'2025-02-27 22:40:05,3.87,64.10721206665039,15.73880910873413,2865.9235310554504,2,80,0,3,600,2
35,'2025-02-27 22:40:05,'2025-02-27 22:41:29,3.8,64.10735893249512,15.781010150909424,2950.1998221874237,2,80,0,3,600,2
1,'2025-02-27 22:41:29,'2025-02-27 22:42:54,3.81,64.10737490653992,15.802335739135742,84.3411705493927,1,40,0,3,600,2
2,'2025-02-27 22:42:54,'2025-02-27 22:44:18,3.84,64.10795617103577,15.75922417640686,168.69455695152283,1,40,0,3,600,2
3,'2025-02-27 22:44:18,'2025-02-27 22:45:42,3.78,64.10729217529297,15.716283559799194,252.91394233703613,1,40,0,3,600,2
4,'2025-02-27 22:45:42,'2025-02-27 22:47:07,3.82,64.1094560623169,15.792854309082031,337.31072211265564,1,40,0,3,600,2
5,'2025-02-27 22:47:07,'2025-02-27 22:48:31,3.82,64.10804867744446,15.812193632125854,421.77316761016846,1,40,0,3,600,2
6,'2025-02-27 22:48:31,'2025-02-27 22:49:55,3.82,64.10706686973572,15.740121126174927,506.03508734703064,1,40,0,3,600,2
7,'2025-02-27 22:49:55,'2025-02-27 22:51:20,3.82,64.10694241523743,15.706401109695435,590.3098757266998,1,40,0,3,600,2
8,'2025-02-27 22:51:20,'2025-02-27 22:52:44,3.81,64.10742688179016,15.771015405654907,674.5894420146942,1,40,0,3,600,2
9,'2025-02-27 22:52:44,'2025-02-27 22:54:08,3.79,64.10816478729248,15.737089157104492,758.8600566387177,1,40,0,3,600,2
10,'2025-02-27 22:54:08,'2025-02-27 22:55:32,3.81,64.10749769210815,15.763812780380249,843.1307380199432,1,40,0,3,600,2
11,'2025-02-27 22:55:32,'2025-02-27 22:56:57,3.82,64.1068754196167,15.77465534210205,927.4287297725677,1,40,0,3,600,2
12,'2025-02-27 22:56:57,'2025-02-27 22:58:21,3.83,64.10769128799438,15.694468259811401,1011.6876885890961,1,40,0,3,600,2
13,'2025-02-27 22:58:21,'2025-02-27 22:59:45,3.81,64.10807132720947,15.773242950439453,1095.9696190357208,1,40,0,3,600,2
14,'2025-02-27 22:59:45,'2025-02-27 23:01:10,3.83,64.1066780090332,15.755146503448486,1180.3114757537842,1,40,0,3,600,2
15,'2025-02-27 23:01:10,'2025-02-27 23:02:34,3.81,64.10690546035767,15.720656394958496,1264.5869431495667,1,40,0,3,600,2
16,'2025-02-27 23:02:34,'2025-02-27 23:03:58,3.85,64.10653114318848,15.707664012908936,1348.9119145870209,1,40,0,3,600,2
17,'2025-02-27 23:03:58,'2025-02-27 23:05:22,3.82,64.10612630844116,15.720150709152222,1433.153650045395,1,40,0,3,600,2
18,'2025-02-27 23:05:22,'2025-02-27 23:06:47,3.83,64.10744524002075,15.765515804290771,1517.456116437912,1,40,0,3,600,2
19,'2025-02-27 23:06:47,'2025-02-27 23:08:11,3.84,64.10894250869751,15.757716417312622,1601.7879474163055,1,40,0,3,600,2
20,'2025-02-27 23:08:11,'2025-02-27 23:09:35,3.8,64.10626316070557,15.738349914550781,1686.0076541900635,1,40,0,3,600,2
