Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Std Dev Frame Time,Interrupt Frequency (/s),Interrupt Mag (ms/s),QoE_FTSD,QoE_IF,QoE_IM,QoE_Delay
1,40,E-Policy,3,600,2.0,1.9447390713655848,0.0335221343250089,0.8505140718079793,4.491094612003527,3.699228990910525,3.996597943712768,4.709477750611247
1,40,E-Policy,3,600,2.0,3.0234512304551995,0.167562481555318,2.5265531765735134,4.430686731094508,3.6961460629242278,3.989893787293706,4.722004034229829
1,40,E-Policy,3,600,2.0,2.096656780373915,0.0335484981984943,0.642923788509426,4.48258722029906,3.699228384541435,3.9974283048459625,4.700206487148102
1,40,E-Policy,3,600,2.0,2.15494609863535,0.0167610248029,0.8786509006502224,4.47932301847642,3.6996144964295334,3.996485396397399,4.713464261693671
1,40,E-Policy,3,600,2.0,2.492732150125391,0.0167595200241184,1.1114103524797412,4.460406999592978,3.6996145310394453,3.995554358590081,4.713217481662591
1,40,E-Policy,3,600,2.0,2.28189284461583,0.0335260639053111,1.2024848994184043,4.472214000701513,3.699228900530178,3.9951900604023263,4.698338978905533
1,40,E-Policy,3,600,2.0,2.3157447033846337,0.0503004148121364,1.0742927524970889,4.47031829661046,3.698843090459321,3.995702828990012,4.702566901193025
1,40,E-Policy,3,600,2.0,2.227501582898545,0.033515076516601,0.924800475855882,4.475259911357681,3.6992291532401183,3.9963007980965766,4.717935412844036
1,40,E-Policy,3,600,2.0,2.305006647893978,0.0167580842572223,1.098388120744506,4.470919627717937,3.699614564062084,3.995606447517022,4.708671310724106
1,40,E-Policy,3,600,2.0,2.165820771851211,0.0167628521840978,1.12613957378725,4.478714036776331,3.6996144543997658,3.995495441704851,4.718347538978905
1,40,E-Policy,3,600,2.0,2.3570745989182487,0.0167580459407514,1.0452255684246137,4.468003822460577,3.6996145649433627,3.9958190977263017,4.713091164781412
1,40,E-Policy,3,600,2.0,2.5038514602961444,0.0167567563182592,0.8385276245435587,4.459784318223416,3.69961459460468,3.996645889501826,4.718881540342298
1,40,E-Policy,3,600,2.0,2.318965555695053,0.0167572550441048,1.094045421847344,4.470137928881076,3.699614583133986,3.9956238183126107,4.7179540342298285
1,40,E-Policy,3,600,2.0,2.638211706532684,0.0837440970441915,1.739695349814794,4.452260144434169,3.698073885767984,3.993041218600741,4.723483516483516
1,40,E-Policy,3,600,2.0,2.020855938261594,0.0167534181242557,0.9530982043232508,4.4868320674573505,3.6996146713831424,3.996187607182707,4.718942455711667
1,40,E-Policy,3,600,2.0,2.334312225176088,0.0502693097508139,0.8930225247047275,4.469278515390139,3.6988438058757316,3.9964279099011812,4.7145745187901005
1,40,E-Policy,3,600,2.0,1.995183120175766,0.0167547724801432,0.9033763834653824,4.4882697452701565,3.699614640232957,3.9963864944661385,4.717886866218692
1,40,E-Policy,3,600,2.0,2.193570145650772,0.0167635704777287,0.8591927658759227,4.4771600718435565,3.6996144378790126,3.9965632289364965,4.711755256723716
1,40,E-Policy,3,600,2.0,2.0078345970975,0.0167586294077711,0.8644313212776651,4.48756126256254,3.6996145515236214,3.9965422747148893,4.719241320293398
1,40,E-Policy,3,600,2.0,2.386450880658319,0.0335236317327763,1.360625853697888,4.466358750683134,3.6992289564701464,3.9945574965852084,4.703460513447433
1,40,E-Policy,3,600,2.0,1.808981603667568,0.0334897205241644,0.378436052244613,4.498697030194616,3.6992297364279443,3.9984862557910215,4.6995223990208075
1,40,E-Policy,3,600,2.0,1.9224978930436765,0.0,0.0,4.492340117989554,3.7,4.0,4.70624303178484
1,20,E-Policy,3,600,2.0,1.9714777363617255,0.0167470553515445,0.288835894248207,4.489597246763743,3.6996148177269146,3.998844656423007,4.739077825290164
1,20,E-Policy,3,600,2.0,1.6753964202151723,0.0167471601847098,0.3198718648405309,4.50617780046795,3.6996148153157518,3.998720512540638,4.73826613740458
1,20,E-Policy,3,600,2.0,1.835065907525377,0.0,0.0,4.497236309178579,3.7,4.0,4.736167919340055
1,20,E-Policy,3,600,2.0,1.8685776828256973,0.0335107767623552,0.2310204800944292,4.4953596497617605,3.699229252134466,3.9990759180796225,4.731089642529788
1,20,E-Policy,3,600,2.0,1.912371146037896,0.0167507612645376,0.5519654904347819,4.4929072158218775,3.699614732490916,3.997792138038261,4.734475160403299
1,20,E-Policy,3,600,2.0,1.7834693248197164,0.0167569178519932,0.2458234151535334,4.5001257178100955,3.6996145908894045,3.9990167063393858,4.73132338734332
1,20,E-Policy,3,600,2.0,1.7851022381966009,0.0167455705027912,0.2981911537079064,4.50003427466099,3.699614851878436,3.9988072353851685,4.7377648854961825
1,20,E-Policy,3,600,2.0,1.7662159649893865,0.0167552667405025,0.2566666594119937,4.501091905960594,3.6996146288649685,3.998973333362352,4.727747600122286
1,20,E-Policy,3,600,2.0,1.8879361125889365,0.0167486073937306,0.2615306098611924,4.494275577695019,3.6996147820299443,3.998953877560555,4.739443419847328
1,20,E-Policy,3,600,2.0,1.8725033106789,0.0167476622704846,0.5931746644637941,4.495139814601981,3.699614803767779,3.9976273013421446,4.738487354917532
1,20,E-Policy,3,600,2.0,1.8714126655615164,0.0334937941965112,0.3416489595330901,4.4952008907285546,3.6992296427334805,3.998633404161868,4.738269435114503
1,20,E-Policy,3,600,2.0,2.004517029836491,0.0167451733550283,0.3355509359735131,4.487747046329156,3.6996148610128343,3.998657796256106,4.741873832061068
1,20,E-Policy,3,600,2.0,1.909710933883868,0.0167490706327175,0.2485321900222417,4.4930561877025035,3.6996147713754475,3.9990058712399112,4.735557470210815
1,20,E-Policy,3,600,2.0,1.903799764150363,0.0167490187972101,0.3743416755528871,4.493387213207579,3.6996147725676645,3.9985026332977887,4.739595723885155
1,20,E-Policy,3,600,2.0,1.814811453744375,0.0167455345550046,0.3489713471177549,4.498370558590315,3.6996148527052353,3.998604114611529,4.738200183206106
1,20,E-Policy,3,600,2.0,2.28554762361153,0.0167419597438239,0.2998529523731786,4.472009333077754,3.699614934925892,3.998800588190507,4.746507692307692
1,20,E-Policy,3,600,2.0,1.7728900124977964,0.0167506913153738,0.2993108333143849,4.500718159300123,3.6996147340997467,3.9988027566667426,4.730124091603053
1,20,E-Policy,3,600,2.0,1.901905207727857,0.0167496338196244,0.5718687783088326,4.493493308367239,3.6996147584221486,3.9977125248867647,4.739034941967012
1,20,E-Policy,3,600,2.0,1.8616746306852108,0.0502408023519635,0.0980834102444583,4.495746220681628,3.698844461545905,3.9996076663590223,4.739100458015267
1,20,E-Policy,3,600,2.0,2.115683212213729,0.0334979238772214,0.326576820534395,4.4815217401160305,3.699229547750824,3.9986936927178625,4.733568967623701
1,20,E-Policy,3,600,2.0,1.86871569731957,0.01675059411928,0.2526536667591363,4.495351920950104,3.6996147363352567,3.9989893853329637,4.732798900091659
1,20,E-Policy,3,600,2.0,1.9967253144106851,0.01675109333998,0.277878292551753,4.488183382393001,3.6996147248531805,3.998888486829793,4.729634463794683
1,20,E-Policy,3,600,2.0,1.7948102457630952,0.0167607873098823,0.5678181980678364,4.499490626237266,3.699614501891873,3.9977287272077286,4.729582518337408
1,20,E-Policy,3,600,2.0,1.879455668409609,0.0167440837922765,0.5743282024097524,4.494750482569062,3.6996148860727778,3.997702687190361,4.739370329670329
1,20,E-Policy,3,600,2.0,1.894678555534284,0.0167460066708054,0.2598287955393233,4.49389800089008,3.6996148418465715,3.9989606848178427,4.7373031154551
1,20,E-Policy,3,600,2.0,1.720767625521701,0.033505733400147,0.2841241294649712,4.503637012970785,3.699229368131797,3.99886350348214,4.738448288508557
1,20,E-Policy,3,600,2.0,2.086825172786741,0.0167467872432717,0.3233497480597734,4.483137790323942,3.699614823893405,3.9987066010077608,4.739500641613199
1,20,E-Policy,3,600,2.0,1.78175258042927,0.0167507405365628,0.2457277689240377,4.50022185549596,3.6996147329676594,3.9990170889243037,4.738606108735492
1,20,E-Policy,3,600,2.0,1.9956654857749507,0.0167446790256563,0.5276845476238378,4.488242732796603,3.6996148723824103,3.9978892618095045,4.737593404580152
1,20,E-Policy,3,600,2.0,1.9721067432032175,0.0167459188047974,0.3027137302812036,4.489562022380619,3.6996148438674896,3.998789145078875,4.736808307880269
1,20,E-Policy,3,600,2.0,1.7887074338092388,0.016744317922643,0.2682417293821404,4.499832383706682,3.6996148806877796,3.9989270330824715,4.742592732824427
1,20,E-Policy,3,600,2.0,1.9796246056924096,0.0167425888192725,0.2718354513394536,4.489141022081225,3.699614920457157,3.998912658194642,4.742512087912088
1,20,E-Policy,3,600,2.0,1.89562912764285,0.0167467881003798,0.2406859438666732,4.493844768852,3.6996148238736914,3.999037256224533,4.739091020158827
1,20,E-Policy,3,600,2.0,1.8729520225953635,0.0334903202157513,0.3465717655658051,4.495114686734659,3.699229722635038,3.9986137129377366,4.739655728689275
1,20,E-Policy,3,600,2.0,5.0070725669023295,0.0336299384496127,4.615057169482437,4.319603936253469,3.699226511415659,3.9815397713220704,4.722940490797545
1,0,E-Policy,3,600,2.0,1.668448872798412,0.0334860564639472,0.0943123395047877,4.506566863123289,3.6992298207013294,3.999622750641981,4.751463572519084
1,0,E-Policy,3,600,2.0,1.7533472994244446,0.0334852656347655,0.0544777144254501,4.501812551232231,3.6992298388904006,3.999782089142298,4.7419153846153845
1,0,E-Policy,3,600,2.0,1.6309049812919982,0.033494409359791,0.0067429605146757,4.508669321047647,3.699229628584725,3.999973028157941,4.740297526717557
1,0,E-Policy,3,600,2.0,4.96290426944918,0.0168219900442575,4.18266613422867,4.322077360910845,3.699613094228982,3.9832693354630853,4.744246408839778
1,0,E-Policy,3,600,2.0,1.7482752816624356,0.0,0.0,4.502096584226903,3.7,4.0,4.759120903265181
1,0,E-Policy,3,600,2.0,1.5702582752964962,0.0,0.0,4.512065536583396,3.7,4.0,4.759183516483516
1,0,E-Policy,3,600,2.0,1.6157091244014146,0.0,0.0,4.509520289033521,3.7,4.0,4.749930604764813
1,0,E-Policy,3,600,2.0,1.609445616750616,0.0,0.0,4.509871045461965,3.7,4.0,4.7401836846929415
1,0,E-Policy,3,600,2.0,1.8719653412871544,0.0167472429644378,0.0146013517344325,4.495169940887919,3.6996148134118183,3.999941594593062,4.751513038167938
1,0,E-Policy,3,600,2.0,1.7512379922662813,0.0334955460146989,0.0906880519862329,4.501930672433088,3.699229602441662,3.999637247792055,4.740904305343511
1,0,E-Policy,3,600,2.0,2.002999529683969,0.0334954363338538,0.0979713376598704,4.487832026337697,3.6992296049643216,3.9996081146493605,4.744521893129771
1,0,E-Policy,3,600,2.0,1.7210424123110517,0.0,0.0,4.503621624910581,3.7,4.0,4.750513832061069
1,0,E-Policy,3,600,2.0,1.8443966280231496,0.0502224900014259,0.0305586776012075,4.496713788830704,3.6988448827299676,3.9998777652895954,4.749609890109889
1,0,E-Policy,3,600,2.0,1.5613763724619585,0.0,0.0,4.51256292314213,3.7,4.0,4.7491744888617635
1,0,E-Policy,3,600,2.0,1.6823470050875575,0.0167510391534704,0.0350677309324592,4.505788567715096,3.6996147260994703,3.9998597290762703,4.732350137488543
1,0,E-Policy,3,600,2.0,1.7764974053216995,0.0167427667263415,0.0271176900125867,4.500516145301985,3.6996149163652943,3.9998915292399495,4.750351648351648
1,0,E-Policy,3,600,2.0,1.744505598384498,0.0,0.0,4.502307686490468,3.7,4.0,4.737873877176901
1,0,E-Policy,3,600,2.0,1.8389188015270663,0.0,0.0,4.4970205471144835,3.7,4.0,4.750635847328244
1,0,E-Policy,3,600,2.0,1.5220290112181185,0.033482392645775,0.0436230709768302,4.514766375371785,3.6992299049691475,3.9998255077160927,4.75022967032967
1,0,E-Policy,3,600,2.0,1.9404146135044469,0.0167390158615628,0.0148067643045991,4.491336781643751,3.699615002635184,3.9999407729427814,4.748620879120879
1,0,E-Policy,3,600,2.0,1.6840419155542663,0.0,0.0,4.505693652728961,3.7,4.0,4.752192366412213
1,0,E-Policy,3,600,2.0,1.6972868838817328,0.0502330882026498,0.0467853904269491,4.504951934502623,3.698844638971339,3.9998128584382924,4.742432967032967
1,0,E-Policy,3,600,2.0,1.9152017987357028,0.0,0.0,4.4927486992708,3.7,4.0,4.754597802197802
1,0,E-Policy,3,600,2.0,1.5959564015107894,0.0,0.0,4.510626441515395,3.7,4.0,4.7593317876754115
1,0,E-Policy,3,600,2.0,1.762568431521932,0.0,0.0,4.501296167834772,3.7,4.0,4.750357644186756
1,0,E-Policy,3,600,2.0,1.9752200761927567,0.0,0.0,4.489387675733205,3.7,4.0,4.747822900763358
1,0,E-Policy,3,600,2.0,1.5527245458736991,0.0167440457567826,0.0328194347903138,4.513047425431073,3.699614886947594,3.999868722260839,4.750160439560439
1,0,E-Policy,3,600,2.0,2.1013363936374496,0.016742677434189,0.0581936289747214,4.482325161956302,3.6996149184190137,3.999767225484101,4.7496758241758235
1,0,E-Policy,3,600,2.0,1.655829989203972,0.0167456024475859,0.0198278985077033,4.507273520604577,3.6996148511437057,3.999920688405969,4.750167572519084
1,0,E-Policy,3,600,2.0,1.8197410327267785,0.0167371769325413,0.0350202999496338,4.4980945021673,3.699615044930552,3.9998599188002015,4.759354945054945
1,0,E-Policy,3,600,2.0,1.5747737682680611,0.0502535201834963,0.0444559055693135,4.511812668976988,3.69884416903578,3.9998221763777226,4.741212095296273
1,0,E-Policy,3,600,2.0,1.7563254353728512,0.0,0.0,4.50164577561912,3.7,4.0,4.749662637362637
1,0,E-Policy,3,600,2.0,1.6059229054752826,0.0334926443277981,0.0366532112024351,4.510068317293384,3.6992296691804607,3.9998533871551905,4.741167032967033
1,0,E-Policy,3,600,2.0,1.7785981667860729,0.0,0.0,4.50039850265998,3.7,4.0,4.749517582417582
1,0,E-Policy,3,600,2.0,1.6252257503741911,0.0,0.0,4.508987357979045,3.7,4.0,4.7592263655782725
1,60,E-Policy,3,600,2.0,2.7059158671090664,0.0335405859189165,1.7120495583531454,4.448468711441892,3.699228566523865,3.9931518017665875,4.697636697247706
1,60,E-Policy,3,600,2.0,2.5661957662450887,0.0167668546062456,1.4249339220096515,4.4562930370902745,3.6996143623440565,3.9943002643119616,4.688448440366972
1,60,E-Policy,3,600,2.0,2.726931970035826,0.0503278573765559,1.458412360672654,4.447291809677993,3.6988424592803395,3.9941663505573093,4.695309090909091
1,60,E-Policy,3,600,2.0,2.692896036430352,0.0335478516421051,1.769591002146301,4.4491978219599,3.699228399412232,3.9929216359914146,4.679652003670847
1,60,E-Policy,3,600,2.0,3.716783034673904,0.2681948084964911,4.6297456684860165,4.391860150058261,3.693831519404581,3.9814810173260557,4.70304792176039
1,60,E-Policy,3,600,2.0,2.59443123762578,0.0167683801661734,1.4330620893126198,4.454711850692956,3.699614327256178,3.9942677516427496,4.692742018348623
1,60,E-Policy,3,600,2.0,2.7990960019515128,0.0167695182653655,1.6895636110603194,4.443250623890715,3.699614301079897,3.9932417455557587,4.691231691648822
1,60,E-Policy,3,600,2.0,2.5579832513148952,0.0167673290446108,1.419898771731071,4.456752937926366,3.699614351431974,3.9943204049130756,4.697586181595842
1,60,E-Policy,3,600,2.0,2.667741930752461,0.0167700113827415,1.742619945633297,4.450606451877862,3.699614289738197,3.993029520217467,4.6879840929948
1,60,E-Policy,3,600,2.0,1.969831688770868,0.0167807302067544,0.1276957521095123,4.489689425428831,3.6996140432052447,3.999489216991562,4.671906891271056
1,60,E-Policy,3,600,2.0,2.737147200680169,0.0167664791138042,1.4704045583891372,4.44671975676191,3.699614370980383,3.9941183817664436,4.693431997552768
1,60,E-Policy,3,600,2.0,2.5852155650877213,0.0335373426632006,1.5713155911936216,4.455227928355087,3.6992286411187467,3.9937147376352256,4.693295867768595
1,60,E-Policy,3,600,2.0,3.014011724020941,0.0335367834613259,1.7147983180155368,4.431215343454827,3.6992286539803896,3.9931408067279377,4.686779192166462
1,60,E-Policy,3,600,2.0,2.775337552188018,0.0167651520269912,1.7300139093172866,4.444581097077471,3.6996144015033794,3.993079944362731,4.698774808926933
1,60,E-Policy,3,600,2.0,3.372889705487176,0.2179023975182,3.0296807076549204,4.411118176492717,3.6949882448570817,3.98788127716938,4.706137694894527
1,60,E-Policy,3,600,2.0,4.088501759193091,0.2012078848025865,5.5901719431906605,4.371043901485186,3.6953722186495406,3.9776393122272373,4.703384041577499
1,60,E-Policy,3,600,2.0,2.828202791716335,0.0335433395881472,1.7695995426698952,4.441620643663885,3.699228503189473,3.9929216018293205,4.686769277845777
1,60,E-Policy,3,600,2.0,2.4188394969375806,0.016765041408594,1.419163538234358,4.464544988171495,3.6996144040476024,3.9943233458470626,4.699494588810761
1,60,E-Policy,3,600,2.0,2.426824111815104,0.0167646321169094,1.4774446644439825,4.464097849738354,3.6996144134613114,3.994090221342224,4.698167288291042
1,60,E-Policy,3,600,2.0,2.616309831519014,0.0167719704297137,1.691014899161425,4.453486649434935,3.6996142446801166,3.993235940403354,4.686678165137614
1,60,E-Policy,3,600,2.0,2.988816083325338,0.0167675167440058,1.7189851254798223,4.432626299333781,3.699614347114888,3.9931240594980806,4.694168807339449
1,60,E-Policy,3,600,2.0,2.3857680834244377,0.033535055073411,1.2061743066665471,4.466396987328231,3.699228693733312,3.9951753027733337,4.708891348211556
1,60,E-Policy,3,600,2.0,2.4845261593134182,0.01676720004402,1.4226326382901282,4.460866535078448,3.699614354398988,3.9943094694468395,4.697721553041883
1,60,E-Policy,3,600,2.0,2.67826060107361,0.0167668784964662,1.4893392093167943,4.450017406339877,3.6996143617945814,3.9940426431627327,4.692787763842153
1,60,E-Policy,3,600,2.0,2.6617749113574165,0.0167716390724318,1.713161983112522,4.450940604963984,3.6996142523013344,3.99314735206755,4.688534311926605
1,60,E-Policy,3,600,2.0,2.800666960376001,0.0167637520386641,1.7102692641458197,4.443162650218944,3.6996144337031107,3.9931589229434166,4.692382018348623
1,60,E-Policy,3,600,2.0,2.860547520581273,0.0335455518251898,1.7416855874926878,4.439809338847448,3.699228452308021,3.9930332576500294,4.6924573875802995
1,60,E-Policy,3,600,2.0,2.68729225770636,0.0167686324066791,1.7138609810765146,4.449511633568443,3.6996143214546464,3.993144556075694,4.687413512687251
1,60,E-Policy,3,600,2.0,2.6473439880485623,0.0335430733913428,1.6934007938534126,4.4517487366692805,3.6992285093119994,3.9932263968245865,4.688045504587156
1,60,E-Policy,3,600,2.0,2.837767038028395,0.0167748710933223,1.7183803197379228,4.44108504587041,3.699614177964854,3.9931264787210483,4.695807833537331
1,60,E-Policy,3,600,2.0,2.585691556372557,0.0335497386245798,1.5786549704975916,4.455201272843136,3.699228356011635,3.9936853801180097,4.684416528925619
1,60,E-Policy,3,600,2.0,2.7025177941458254,0.0167816813576172,1.8057788265641528,4.448659003527833,3.699614021328775,3.9927768846937433,4.658949264705882
1,60,E-Policy,3,600,2.0,2.0696440185982765,0.0167748628577538,0.6739983219026404,4.484099934958496,3.6996141781542717,3.9973040067123895,4.6787206611570245
1,60,E-Policy,3,600,2.0,4.245517744493852,0.2850604289237703,6.044223838327165,4.362251006308344,3.6934436101347536,3.9758231046466914,4.705467604772101
1,60,E-Policy,3,600,2.0,2.7280922008860964,0.0335260826069938,1.724342514230447,4.447226836750378,3.699228900100039,3.993102629943078,4.690033129584352
1,80,E-Policy,3,600,2.0,3.2715723258964258,0.0335711298073476,2.302134049450977,4.4167919497498,3.699227864014431,3.990791463802196,4.66391132884262
1,80,E-Policy,3,600,2.0,3.1712812431166624,0.0167992710487283,2.2791010944113026,4.422408250385467,3.6996136167658795,3.9908835956223547,4.662536358062538
1,80,E-Policy,3,600,2.0,3.456491009420712,0.0167843642504051,2.558102706299444,4.40643650347244,3.699613959622241,3.9897675891748023,4.672357024793388
1,80,E-Policy,3,600,2.0,3.260609242803133,0.0167776596369733,2.277573436342556,4.417405882403024,3.69961411382835,3.9908897062546296,4.670311505507955
1,80,E-Policy,3,600,2.0,3.1875680002604136,0.0167520093396255,2.284104075071886,4.421496191985416,3.6996147037851888,3.9908635836997126,4.667958506731946
1,80,E-Policy,3,600,2.0,3.4279932086010305,0.0167762688042615,2.524242392866957,4.408032380318342,3.699614145817502,3.989903030428532,4.667264504283965
1,80,E-Policy,3,600,2.0,4.872819517961582,0.2348680842364841,6.816880462306816,4.3271221069941515,3.6945980340625613,3.972732478150773,4.687160366972477
1,80,E-Policy,3,600,2.0,3.248816136781856,0.0167870970428296,2.338089518266964,4.418066296340216,3.699613896768015,3.990647641926932,4.677538640538885
1,80,E-Policy,3,600,2.0,3.2023642037575057,0.0167783146352599,2.227899549222974,4.420667604589579,3.699614098763389,3.991088401803108,4.6752091799265605
1,80,E-Policy,3,600,2.0,3.272441221590233,0.016781140620827,2.283989861182643,4.416743291590946,3.6996140337657213,3.9908640405552696,4.6671966942148755
1,80,E-Policy,3,600,2.0,1.6351378860320736,0.0,0.0,4.5084322783822035,3.7,4.0,4.667157024793388
1,80,E-Policy,3,600,2.0,3.3830687925667067,0.0167804762344166,2.3905611762474144,4.4105481476162645,3.6996140490466085,3.9904377552950105,4.675110036719706
1,80,E-Policy,3,600,2.0,3.430113079775148,0.0167769299475773,2.2684114831823026,4.407913667532592,3.699614130611206,3.9909263540672706,4.664978512396694
1,80,E-Policy,3,600,2.0,3.155053598379392,0.0167779236233473,2.2647909389412098,4.423316998490754,3.699614107756663,3.9909408362442353,4.666408567931456
1,80,E-Policy,3,600,2.0,3.5743427963777905,0.0167831647252108,2.531766681234012,4.399836803402843,3.6996139872113205,3.989872933275064,4.672214876033057
1,80,E-Policy,3,600,2.0,3.458201348891409,0.0167797171668124,2.559332502244552,4.406340724462081,3.6996140665051636,3.9897626699910216,4.674786776859504
1,80,E-Policy,3,600,2.0,2.9914628239752754,0.0335714871946482,2.042659354076524,4.432478081857385,3.6992278557945233,3.991829362583694,4.658964360073484
1,80,E-Policy,3,600,2.0,3.3264314286592915,0.0335658086994856,2.316662304778387,4.413719839995079,3.699227986399912,3.9907333507808866,4.671939969372128
1,80,E-Policy,3,600,2.0,3.224996266889053,0.0167812512645164,2.256518908847813,4.419400209054213,3.6996140312209165,3.9909739243646087,4.672029752066115
1,80,E-Policy,3,600,2.0,2.9149745610253643,0.0335656107277091,2.04633302990617,4.4367614245825795,3.699227990953263,3.991814667880375,4.6651017758726265
1,80,E-Policy,3,600,2.0,3.4761433073996635,0.0335912627495433,2.5341203605963405,4.4053359747856184,3.6992274009567607,3.989863518557615,4.651309191176471
1,80,E-Policy,3,600,2.0,3.0329797636947173,0.0334823109215228,2.132403538415915,4.4301531332330955,3.6992299068488053,3.9914703858463363,4.672819840783833
1,80,E-Policy,3,600,2.0,3.363406815005153,0.0167827214887885,2.2538601858065648,4.411649218359711,3.6996139974057582,3.990984559256774,4.665669421487602
1,80,E-Policy,3,600,2.0,4.314136613793314,0.2516256665738688,5.592761065362539,4.358408349627574,3.694212609668801,3.97762895573855,4.683633017425863
1,80,E-Policy,3,600,2.0,3.2935575072927032,0.0335692543175149,2.3824323360374087,4.415560779591608,3.6992279071506973,3.9904702706558504,4.666551546707503
1,80,E-Policy,3,600,2.0,3.1467836714714146,0.0167796662299177,2.2808745618236737,4.4237801143976005,3.699614067676712,3.9908765017527053,4.669967809057527
1,80,E-Policy,3,600,2.0,3.334778122731369,0.0335788767593603,2.35106924610843,4.413252425127043,3.699227685834535,3.9905957230155664,4.655860251302482
1,80,E-Policy,3,600,2.0,3.4065628128134637,0.0167585681306007,2.246874286896346,4.409232482482445,3.6996145529329962,3.991012502852415,4.667915544675642
1,80,E-Policy,3,600,2.0,3.2514103770503486,0.0167713802135074,2.2949883896373517,4.41792101888518,3.6996142582550897,3.9908200464414505,4.671091954726216
1,80,E-Policy,3,600,2.0,3.213110326224581,0.0167908639776057,2.290002942746016,4.4200658217314235,3.699613810128515,3.9908399882290158,4.65204044117647
1,80,E-Policy,3,600,2.0,3.1915923077570225,0.0167778653901636,2.328550711243756,4.421270830765606,3.6996141090960264,3.990685797155025,4.667914049586776
1,80,E-Policy,3,600,2.0,1.9214033305106468,0.0,0.0,4.492401413491403,3.7,4.0,4.6662962056303545
1,80,E-Policy,3,600,2.0,1.9724119820676749,0.0,0.0,4.48954492900421,3.7,4.0,4.666192474762924
1,80,E-Policy,3,600,2.0,3.4331965605440984,0.0167797334280114,2.535373523154682,4.40774099260953,3.699614066131156,3.9898585059073812,4.665204286589099
1,80,E-Policy,3,600,2.0,3.091519280831934,0.0167797776650934,2.2137001235770413,4.426874920273411,3.699614065113703,3.991145199505692,4.668179926560587
0,40,QM,3,600,2.0,2.388950618248717,0.0671715942850885,1.4434145199609207,4.466218765378072,3.6984550533314433,3.9942263419201565,4.7194610294117645
0,40,QM,3,600,2.0,2.20706550551379,0.0670517695638444,1.0069644326072602,4.476404331691227,3.6984578093000318,3.995972142269571,4.718987515299877
0,40,QM,3,600,2.0,2.21276872746467,0.0335444717652663,1.2473114659368598,4.476084951261978,3.699228477149399,3.9950107541362527,4.720131743119266
0,40,QM,3,600,2.0,2.6410057925056765,0.0503515235487718,1.6985799129817134,4.452103675619682,3.698841914958378,3.993205680348073,4.722623515003061
0,40,QM,3,600,2.0,2.4628419612865984,0.0503801103520921,1.7191372653278163,4.4620808501679505,3.698841257461902,3.993123450938689,4.719231730474732
0,40,QM,3,600,2.0,2.4560922184553986,0.0671543610470815,1.4184621823647483,4.462458835766498,3.6984554496959174,3.994326151270541,4.720999877526025
0,40,QM,3,600,2.0,2.236464100012836,0.0503285993789071,1.132255887634709,4.474758010399281,3.698842442214285,3.9954709764494614,4.723331049250535
0,40,QM,3,600,2.0,2.2347483864152378,0.0671371416364012,1.2587066683074672,4.474854090360746,3.698455845742363,3.99496517332677,4.72466315467075
