Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
1,jitter_values_20250304_222526.csv,1,40,E-Policy,3,600,2.0,4.795731707317073,0.9554166925430425,16.705334359756097,2.4383739918220924,1,97.9156,1.0798259163989141,0.0,0.01672016148208417
2,jitter_values_20250304_222642.csv,1,40,E-Policy,3,600,2.0,5.720880464689698,1.0340035112329686,16.707878630388258,2.213378180165583,2,"85.6001, 33.4408",0.8779643106187163,26.079649999999997,0.033526575076794116
3,jitter_values_20250304_222757.csv,1,40,E-Policy,3,600,2.0,5.6601466992665035,0.9399719532401627,16.70415761002445,1.986543464538266,2,"84.817, 35.8958",0.90585960979266,24.460599999999996,0.03352171843833931
4,jitter_values_20250304_222913.csv,1,40,E-Policy,3,600,2.0,4.843263061411549,0.7327048122137003,16.69974497402994,2.0060797461582016,1,83.8535,0.8467244159260566,0.0,0.01676012735045361
5,jitter_values_20250304_223028.csv,1,40,E-Policy,3,600,2.0,6.63822629969419,1.0009206090535303,16.712867094801222,2.163121513399382,1,101.5738,1.144197959394533,0.0,0.016767147507382688
6,jitter_values_20250304_223144.csv,1,40,E-Policy,3,600,2.0,5.366554570467747,1.5542681759252281,16.707809538367474,2.0319607906188435,1,86.8773,0.897515808629204,0.0,0.0167622213234859
7,jitter_values_20250304_223259.csv,1,40,E-Policy,3,600,2.0,5.232956282482421,1.620066003936136,16.708266707428923,2.316176399152086,2,"34.256, 83.9318",0.8634780566725554,24.837899999999998,0.03351937440631372
8,jitter_values_20250304_223414.csv,1,40,E-Policy,3,600,2.0,5.851681957186544,1.8826919920998761,16.716911345565748,2.2087477673104696,2,"86.3485, 55.9808",1.2686897680272968,15.18385,0.03353543841898856
9,jitter_values_20250304_223530.csv,1,40,E-Policy,3,600,2.0,4.044315403422983,1.4712753849924782,16.704087683374084,2.6055995213043532,10,"34.7762, 34.0062, 97.9195, 33.5578, 33.7125, 35.2251, 35.2777, 34.0703, 34.3329, 33.7245",1.2276857504680134,19.09533002998639,0.16755786463373137
10,jitter_values_20250304_223646.csv,1,40,E-Policy,3,600,2.0,8.045913682277318,1.153698616781906,16.734493357820632,2.329181009282141,1,101.8478,1.149405021617696,0.0,0.016776092535227466
