Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
1,'2025-03-04 22:24:12,'2025-03-04 22:25:28,4.27,64.24676752090454,6.181369304656982,75.65175414085388,1,40,0,3,600,2
2,'2025-03-04 22:25:28,'2025-03-04 22:26:44,4.26,64.10712671279907,6.499746799468994,151.3742060661316,1,40,0,3,600,2
3,'2025-03-04 22:26:44,'2025-03-04 22:27:59,4.27,64.10731244087219,6.215965270996094,226.8604965209961,1,40,0,3,600,2
4,'2025-03-04 22:27:59,'2025-03-04 22:29:15,4.27,64.10852098464966,6.217861175537109,302.31259393692017,1,40,0,3,600,2
5,'2025-03-04 22:29:15,'2025-03-04 22:30:30,4.29,64.10741829872131,6.16607928276062,377.75073051452637,1,40,0,3,600,2
6,'2025-03-04 22:30:30,'2025-03-04 22:31:46,4.26,64.10774493217468,6.152115345001221,453.1719284057617,1,40,0,3,600,2
7,'2025-03-04 22:31:46,'2025-03-04 22:33:01,4.24,64.10617113113403,6.187953948974609,528.5492115020752,1,40,0,3,600,2
8,'2025-03-04 22:33:01,'2025-03-04 22:34:16,4.25,64.11000657081604,6.1547605991363525,603.9773681163788,1,40,0,3,600,2
9,'2025-03-04 22:34:16,'2025-03-04 22:35:32,4.36,64.10677146911621,6.260430335998535,679.5531640052795,1,40,0,3,600,2
10,'2025-03-04 22:35:32,'2025-03-04 22:36:48,4.26,64.10760545730591,6.21493935585022,755.0322918891907,1,40,0,3,600,2
11,'2025-03-04 22:36:48,'2025-03-04 22:38:03,4.26,64.10750675201416,6.225579738616943,830.5003843307495,1,40,0,3,600,2
12,'2025-03-04 22:38:03,'2025-03-04 22:39:19,4.29,64.11132550239563,6.230880260467529,906.0836942195892,1,40,0,3,600,2
13,'2025-03-04 22:39:19,'2025-03-04 22:40:34,4.27,64.10596632957458,6.193732738494873,981.513614654541,1,40,0,3,600,2
14,'2025-03-04 22:40:34,'2025-03-04 22:41:49,4.28,64.10705375671387,6.185938119888306,1056.9682631492615,1,40,0,3,600,2
15,'2025-03-04 22:41:49,'2025-03-04 22:43:05,4.35,64.10716271400452,6.202301502227783,1132.4947736263275,1,40,0,3,600,2
16,'2025-03-04 22:43:05,'2025-03-04 22:44:20,4.25,64.10775709152222,6.199960947036743,1207.9663136005402,1,40,0,3,600,2
17,'2025-03-04 22:44:20,'2025-03-04 22:45:36,4.32,64.1077070236206,6.231013774871826,1283.4757015705109,1,40,0,3,600,2
18,'2025-03-04 22:45:36,'2025-03-04 22:46:51,4.26,64.11153149604797,6.170411586761475,1358.936041355133,1,40,0,3,600,2
19,'2025-03-04 22:46:51,'2025-03-04 22:48:07,4.32,64.10651922225952,6.162631988525391,1434.3875317573547,1,40,0,3,600,2
20,'2025-03-04 22:48:07,'2025-03-04 22:49:22,4.26,64.10730290412903,6.168641090393066,1509.7993414402008,1,40,0,3,600,2
21,'2025-03-04 22:49:22,'2025-03-04 22:50:38,4.25,64.10541462898254,6.162106037139893,1585.188907623291,1,40,0,3,600,2
22,'2025-03-04 22:50:38,'2025-03-04 22:51:53,4.26,64.1100549697876,6.1773154735565186,1660.6212990283966,1,40,0,3,600,2
23,'2025-03-04 22:51:53,'2025-03-04 22:53:09,4.26,64.10661101341248,6.139958381652832,1736.1420226097107,1,40,0,3,600,2
24,'2025-03-04 22:53:09,'2025-03-04 22:54:24,4.34,64.10623168945312,6.130703687667847,1811.625280380249,1,40,0,3,600,2
25,'2025-03-04 22:54:24,'2025-03-04 22:55:39,4.28,64.10712051391602,6.137410402297974,1887.010825395584,1,40,0,3,600,2
26,'2025-03-04 22:55:39,'2025-03-04 22:56:55,4.27,64.10658669471741,6.218857765197754,1962.4564199447632,1,40,0,3,600,2
27,'2025-03-04 22:56:55,'2025-03-04 22:58:10,4.26,64.10717225074768,6.191314697265625,2037.92720079422,1,40,0,3,600,2
28,'2025-03-04 22:58:10,'2025-03-04 22:59:26,4.27,64.10604429244995,6.2251129150390625,2113.3682119846344,1,40,0,3,600,2
29,'2025-03-04 22:59:26,'2025-03-04 23:00:41,4.34,64.10872673988342,6.19207763671875,2188.9646513462067,1,40,0,3,600,2
30,'2025-03-04 23:00:41,'2025-03-04 23:01:57,4.27,64.1067864894867,6.207526683807373,2264.3872089385986,1,40,0,3,600,2
31,'2025-03-04 23:01:57,'2025-03-04 23:03:12,4.28,64.11071395874023,6.1584413051605225,2339.835512161255,1,40,0,3,600,2
32,'2025-03-04 23:03:12,'2025-03-04 23:04:28,4.29,64.10877847671509,6.20668363571167,2415.282674074173,1,40,0,3,600,2
33,'2025-03-04 23:04:28,'2025-03-04 23:05:43,4.27,64.1065309047699,6.172471284866333,2490.7225391864777,1,40,0,3,600,2
34,'2025-03-04 23:05:43,'2025-03-04 23:06:59,4.3,64.10576629638672,6.161344528198242,2566.160596847534,1,40,0,3,600,2
35,'2025-03-04 23:06:59,'2025-03-04 23:08:14,4.25,64.10722351074219,6.163299322128296,2641.533264398575,1,40,0,3,600,2
1,'2025-03-04 23:08:14,'2025-03-04 23:09:29,4.25,64.11182475090027,6.143211841583252,75.45511603355408,1,20,0,3,600,2
2,'2025-03-04 23:09:29,'2025-03-04 23:10:45,4.45,64.10789608955383,6.201030015945435,151.0487871170044,1,20,0,3,600,2
3,'2025-03-04 23:10:45,'2025-03-04 23:12:00,4.27,64.1073579788208,6.1331868171691895,226.4707350730896,1,20,0,3,600,2
4,'2025-03-04 23:12:00,'2025-03-04 23:13:16,4.27,64.10830426216125,6.23199725151062,301.94584035873413,1,20,0,3,600,2
5,'2025-03-04 23:13:16,'2025-03-04 23:14:31,4.25,64.10885167121887,6.129889488220215,377.32749700546265,1,20,0,3,600,2
6,'2025-03-04 23:14:31,'2025-03-04 23:15:47,4.24,64.10738801956177,6.166496992111206,452.6906020641327,1,20,0,3,600,2
7,'2025-03-04 23:15:47,'2025-03-04 23:17:02,4.28,64.10651636123657,6.2127978801727295,528.1467645168304,1,20,0,3,600,2
8,'2025-03-04 23:17:02,'2025-03-04 23:18:18,4.27,64.10810899734497,6.173224925994873,603.6143517494202,1,20,0,3,600,2
9,'2025-03-04 23:18:18,'2025-03-04 23:19:33,4.26,64.10937070846558,6.204952001571655,679.0802476406097,1,20,0,3,600,2
10,'2025-03-04 23:19:33,'2025-03-04 23:20:49,4.27,64.10764837265015,6.188591957092285,754.5064785480499,1,20,0,3,600,2
11,'2025-03-04 23:20:49,'2025-03-04 23:22:04,4.27,64.10613822937012,6.2465386390686035,829.9785814285278,1,20,0,3,600,2
12,'2025-03-04 23:22:04,'2025-03-04 23:23:19,4.35,64.10811948776245,6.170903921127319,905.4781119823456,1,20,0,3,600,2
13,'2025-03-04 23:23:19,'2025-03-04 23:24:35,4.28,64.1063961982727,6.2147417068481445,980.9316215515137,1,20,0,3,600,2
14,'2025-03-04 23:24:35,'2025-03-04 23:25:50,4.24,64.10772466659546,6.183525323867798,1056.4243528842926,1,20,0,3,600,2
15,'2025-03-04 23:25:50,'2025-03-04 23:27:06,4.38,64.10744524002075,6.215907096862793,1131.9662113189697,1,20,0,3,600,2
16,'2025-03-04 23:27:06,'2025-03-04 23:28:21,4.26,64.10730791091919,6.126227617263794,1207.389659166336,1,20,0,3,600,2
17,'2025-03-04 23:28:21,'2025-03-04 23:29:37,4.27,64.10633730888367,6.21031379699707,1282.8130705356598,1,20,0,3,600,2
18,'2025-03-04 23:29:37,'2025-03-04 23:30:52,4.25,64.10731959342957,6.1159772872924805,1358.1197710037231,1,20,0,3,600,2
19,'2025-03-04 23:30:52,'2025-03-04 23:32:08,4.25,64.1084954738617,6.167320966720581,1433.6100163459778,1,20,0,3,600,2
20,'2025-03-04 23:32:08,'2025-03-04 23:33:23,4.27,64.10556840896606,6.189716100692749,1509.0232009887695,1,20,0,3,600,2
21,'2025-03-04 23:33:23,'2025-03-04 23:34:38,4.24,64.10802245140076,6.145900249481201,1584.4225418567657,1,20,0,3,600,2
22,'2025-03-04 23:34:38,'2025-03-04 23:35:54,4.26,64.10596466064453,6.185623407363892,1659.8402545452118,1,20,0,3,600,2
23,'2025-03-04 23:35:54,'2025-03-04 23:37:09,4.29,64.10687899589539,6.138819694519043,1735.2550435066223,1,20,0,3,600,2
24,'2025-03-04 23:37:09,'2025-03-04 23:38:25,4.24,64.10672974586487,6.141520977020264,1810.6471781730652,1,20,0,3,600,2
25,'2025-03-04 23:38:25,'2025-03-04 23:39:40,4.28,64.10746669769287,6.156850099563599,1886.0718789100647,1,20,0,3,600,2
26,'2025-03-04 23:39:40,'2025-03-04 23:40:56,4.24,64.10755014419556,6.1929755210876465,1961.5845611095428,1,20,0,3,600,2
27,'2025-03-04 23:40:56,'2025-03-04 23:42:11,4.3,64.10896301269531,6.188840627670288,2037.023487329483,1,20,0,3,600,2
28,'2025-03-04 23:42:11,'2025-03-04 23:43:26,4.26,64.10646343231201,6.200661897659302,2112.4719338417053,1,20,0,3,600,2
29,'2025-03-04 23:43:26,'2025-03-04 23:44:42,4.28,64.10615491867065,6.2079527378082275,2187.962728738785,1,20,0,3,600,2
30,'2025-03-04 23:44:42,'2025-03-04 23:45:57,4.27,64.1059422492981,6.173717260360718,2263.409857749939,1,20,0,3,600,2
31,'2025-03-04 23:45:57,'2025-03-04 23:47:13,4.32,64.10723114013672,6.179175615310669,2338.8704471588135,1,20,0,3,600,2
32,'2025-03-04 23:47:13,'2025-03-04 23:48:28,4.24,64.10678267478943,6.228801727294922,2414.349941968918,1,20,0,3,600,2
33,'2025-03-04 23:48:28,'2025-03-04 23:49:44,4.26,64.10693192481995,6.259325742721558,2489.862785577774,1,20,0,3,600,2
34,'2025-03-04 23:49:44,'2025-03-04 23:50:59,4.25,64.10657238960266,6.148027658462524,2565.258059024811,1,20,0,3,600,2
35,'2025-03-04 23:50:59,'2025-03-04 23:52:15,4.3,64.10660862922668,6.171737194061279,2640.682351589203,1,20,0,3,600,2
1,'2025-03-04 23:52:15,'2025-03-04 23:53:29,3.78,64.10684490203857,6.173016548156738,74.66143345832825,1,0,0,3,600,2
2,'2025-03-04 23:53:29,'2025-03-04 23:54:43,3.31,64.10625219345093,5.697445392608643,148.43063855171204,1,0,0,3,600,2
3,'2025-03-04 23:54:43,'2025-03-04 23:55:57,3.3,64.10738515853882,5.715028524398804,222.20253157615662,1,0,0,3,600,2
4,'2025-03-04 23:55:57,'2025-03-04 23:57:11,3.32,64.10571336746216,5.695988178253174,295.9619824886322,1,0,0,3,600,2
5,'2025-03-04 23:57:11,'2025-03-04 23:58:24,3.32,64.10656642913818,5.69848370552063,369.67331624031067,1,0,0,3,600,2
6,'2025-03-04 23:58:24,'2025-03-04 23:59:38,3.3,64.10684633255005,5.724100112915039,443.4520366191864,1,0,0,3,600,2
7,'2025-03-04 23:59:38,'2025-03-05 00:00:52,3.33,64.10686373710632,5.697988033294678,517.1931874752045,1,0,0,3,600,2
8,'2025-03-05 00:00:52,'2025-03-05 00:02:06,3.33,64.10734915733337,5.693567991256714,590.9546406269073,1,0,0,3,600,2
9,'2025-03-05 00:02:06,'2025-03-05 00:03:19,3.31,64.11547660827637,5.753993511199951,664.7417435646057,1,0,0,3,600,2
10,'2025-03-05 00:03:19,'2025-03-05 00:04:33,3.29,64.10644960403442,5.7464213371276855,738.5655736923218,1,0,0,3,600,2
11,'2025-03-05 00:04:33,'2025-03-05 00:05:47,3.32,64.10556864738464,5.661672592163086,812.2749652862549,1,0,0,3,600,2
12,'2025-03-05 00:05:47,'2025-03-05 00:07:01,3.29,64.10656785964966,5.718884706497192,886.0077075958252,1,0,0,3,600,2
13,'2025-03-05 00:07:01,'2025-03-05 00:08:14,3.3,64.1072268486023,5.680258274078369,959.6930997371674,1,0,0,3,600,2
14,'2025-03-05 00:08:14,'2025-03-05 00:09:28,3.3,64.10587644577026,5.787801742553711,1033.5109593868256,1,0,0,3,600,2
15,'2025-03-05 00:09:28,'2025-03-05 00:10:42,3.3,64.10610771179199,5.675847053527832,1107.2181749343872,1,0,0,3,600,2
16,'2025-03-05 00:10:42,'2025-03-05 00:11:56,3.34,64.10641026496887,5.6985695362091064,1180.972882270813,1,0,0,3,600,2
17,'2025-03-05 00:11:56,'2025-03-05 00:13:09,3.31,64.10680603981018,5.690434694290161,1254.6986093521118,1,0,0,3,600,2
18,'2025-03-05 00:13:09,'2025-03-05 00:14:23,3.27,64.1089780330658,5.710046291351318,1328.481705904007,1,0,0,3,600,2
19,'2025-03-05 00:14:23,'2025-03-05 00:15:37,3.31,64.10719871520996,5.746107339859009,1402.2499878406525,1,0,0,3,600,2
20,'2025-03-05 00:15:37,'2025-03-05 00:16:51,3.32,64.10741353034973,5.7905542850494385,1476.0821793079376,1,0,0,3,600,2
21,'2025-03-05 00:16:51,'2025-03-05 00:18:05,3.35,64.10647106170654,5.693214654922485,1549.820102930069,1,0,0,3,600,2
22,'2025-03-05 00:18:05,'2025-03-05 00:19:18,3.31,64.10654091835022,5.770190715789795,1623.6264472007751,1,0,0,3,600,2
23,'2025-03-05 00:19:18,'2025-03-05 00:20:32,3.31,64.10580348968506,5.663218021392822,1697.3475387096405,1,0,0,3,600,2
24,'2025-03-05 00:20:32,'2025-03-05 00:21:46,3.36,64.10744500160217,5.71024227142334,1771.1237254142761,1,0,0,3,600,2
25,'2025-03-05 00:21:46,'2025-03-05 00:23:00,3.31,64.1081371307373,5.776599407196045,1844.9422862529755,1,0,0,3,600,2
26,'2025-03-05 00:23:00,'2025-03-05 00:24:13,3.38,64.1060082912445,5.698102235794067,1918.727178812027,1,0,0,3,600,2
27,'2025-03-05 00:24:13,'2025-03-05 00:25:27,3.29,64.10660719871521,5.735519170761108,1992.5025067329407,1,0,0,3,600,2
28,'2025-03-05 00:25:27,'2025-03-05 00:26:41,3.3,64.10667037963867,5.69555401802063,2066.197767019272,1,0,0,3,600,2
29,'2025-03-05 00:26:41,'2025-03-05 00:27:55,3.32,64.10706782341003,5.679917335510254,2139.9411816596985,1,0,0,3,600,2
30,'2025-03-05 00:27:55,'2025-03-05 00:29:08,3.3,64.1071252822876,5.729923486709595,2213.7330763339996,1,0,0,3,600,2
31,'2025-03-05 00:29:08,'2025-03-05 00:30:22,3.3,64.10585737228394,5.736444473266602,2287.505530357361,1,0,0,3,600,2
32,'2025-03-05 00:30:22,'2025-03-05 00:31:36,3.34,64.10755610466003,5.706122398376465,2361.2760095596313,1,0,0,3,600,2
33,'2025-03-05 00:31:36,'2025-03-05 00:32:50,3.31,64.10817241668701,5.729308843612671,2435.014146566391,1,0,0,3,600,2
34,'2025-03-05 00:32:50,'2025-03-05 00:34:04,3.34,64.10668921470642,5.879088401794434,2508.957610845566,1,0,0,3,600,2
35,'2025-03-05 00:34:04,'2025-03-05 00:35:17,3.34,64.10635352134705,5.671299457550049,2582.6731774806976,1,0,0,3,600,2
1,'2025-03-05 00:35:17,'2025-03-05 00:36:32,3.86,64.10663747787476,5.735766172409058,74.58729100227356,1,60,0,3,600,2
2,'2025-03-05 00:36:32,'2025-03-05 00:37:47,4.29,64.10659074783325,6.149136304855347,150.01796221733093,1,60,0,3,600,2
3,'2025-03-05 00:37:47,'2025-03-05 00:39:03,4.26,64.10762929916382,6.279695272445679,225.53108596801758,1,60,0,3,600,2
4,'2025-03-05 00:39:03,'2025-03-05 00:40:18,4.29,64.10738801956177,6.172665596008301,300.9982879161835,1,60,0,3,600,2
5,'2025-03-05 00:40:18,'2025-03-05 00:41:34,4.36,64.10672426223755,6.224818229675293,376.55225443840027,1,60,0,3,600,2
6,'2025-03-05 00:41:34,'2025-03-05 00:42:49,4.28,64.10596227645874,6.157360315322876,451.9932255744934,1,60,0,3,600,2
7,'2025-03-05 00:42:49,'2025-03-05 00:44:05,4.37,64.10726952552795,6.1873884201049805,527.5123128890991,1,60,0,3,600,2
8,'2025-03-05 00:44:05,'2025-03-05 00:45:20,4.25,64.10631155967712,6.179210424423218,602.9960951805115,1,60,0,3,600,2
9,'2025-03-05 00:45:20,'2025-03-05 00:46:36,4.29,64.1077344417572,6.230220079421997,678.482545375824,1,60,0,3,600,2
10,'2025-03-05 00:46:36,'2025-03-05 00:47:51,4.29,64.10651683807373,6.165192365646362,753.9263327121735,1,60,0,3,600,2
11,'2025-03-05 00:47:51,'2025-03-05 00:49:07,4.29,64.10683870315552,6.128072023391724,829.346536397934,1,60,0,3,600,2
12,'2025-03-05 00:49:07,'2025-03-05 00:50:22,4.27,64.10601353645325,6.1475019454956055,904.724127292633,1,60,0,3,600,2
13,'2025-03-05 00:50:22,'2025-03-05 00:51:38,4.29,64.10802507400513,6.194056272506714,980.151526927948,1,60,0,3,600,2
14,'2025-03-05 00:51:38,'2025-03-05 00:52:53,4.27,64.10950303077698,6.249201536178589,1055.617374420166,1,60,0,3,600,2
15,'2025-03-05 00:52:53,'2025-03-05 00:54:08,4.28,64.1060996055603,6.17393684387207,1131.0688359737396,1,60,0,3,600,2
16,'2025-03-05 00:54:08,'2025-03-05 00:55:24,4.27,64.10709261894226,6.192729711532593,1206.4768590927124,1,60,0,3,600,2
17,'2025-03-05 00:55:24,'2025-03-05 00:56:39,4.25,64.10667300224304,6.273110389709473,1282.005009174347,1,60,0,3,600,2
18,'2025-03-05 00:56:39,'2025-03-05 00:57:55,4.28,64.10634088516235,6.235826015472412,1357.4584772586823,1,60,0,3,600,2
19,'2025-03-05 00:57:55,'2025-03-05 00:59:10,4.26,64.10727262496948,6.142173767089844,1432.819031238556,1,60,0,3,600,2
20,'2025-03-05 00:59:10,'2025-03-05 01:00:26,4.26,64.10684180259705,6.186511516571045,1508.2450983524323,1,60,0,3,600,2
21,'2025-03-05 01:00:26,'2025-03-05 01:01:41,4.28,64.10693502426147,6.146704196929932,1583.6187982559204,1,60,0,3,600,2
22,'2025-03-05 01:01:41,'2025-03-05 01:02:56,4.28,64.1098370552063,6.1913816928863525,1659.1220908164978,1,60,0,3,600,2
23,'2025-03-05 01:02:56,'2025-03-05 01:04:12,4.27,64.10671710968018,6.171539783477783,1734.5247480869293,1,60,0,3,600,2
24,'2025-03-05 01:04:12,'2025-03-05 01:05:27,4.27,64.10691237449646,6.180094480514526,1809.964970588684,1,60,0,3,600,2
25,'2025-03-05 01:05:27,'2025-03-05 01:06:43,4.27,64.10611009597778,6.139436721801758,1885.3209919929504,1,60,0,3,600,2
26,'2025-03-05 01:06:43,'2025-03-05 01:07:58,4.3,64.10706996917725,6.129406929016113,1960.6982896327972,1,60,0,3,600,2
27,'2025-03-05 01:07:58,'2025-03-05 01:09:13,4.28,64.1062273979187,6.180795669555664,2036.1248960494995,1,60,0,3,600,2
28,'2025-03-05 01:09:13,'2025-03-05 01:10:29,4.23,64.1060037612915,6.217398166656494,2111.512972354889,1,60,0,3,600,2
29,'2025-03-05 01:10:29,'2025-03-05 01:11:44,4.29,64.10593843460083,6.155098915100098,2186.954212665558,1,60,0,3,600,2
30,'2025-03-05 01:11:44,'2025-03-05 01:13:00,4.26,64.10646891593933,6.174910306930542,2262.3443212509155,1,60,0,3,600,2
31,'2025-03-05 01:13:00,'2025-03-05 01:14:15,4.29,64.10724782943726,6.160388708114624,2337.753963947296,1,60,0,3,600,2
32,'2025-03-05 01:14:15,'2025-03-05 01:15:31,4.28,64.1059672832489,6.146259307861328,2413.1372089385986,1,60,0,3,600,2
33,'2025-03-05 01:15:31,'2025-03-05 01:16:46,4.25,64.10639119148254,6.2191150188446045,2488.593418121338,1,60,0,3,600,2
34,'2025-03-05 01:16:46,'2025-03-05 01:18:01,4.26,64.10653781890869,6.178663492202759,2564.0582394599915,1,60,0,3,600,2
35,'2025-03-05 01:18:01,'2025-03-05 01:19:17,4.28,64.10618329048157,6.211277008056641,2639.5514013767242,1,60,0,3,600,2
1,'2025-03-05 01:19:17,'2025-03-05 01:20:32,4.27,64.10659456253052,6.19651460647583,75.47385048866272,1,80,0,3,600,2
2,'2025-03-05 01:20:32,'2025-03-05 01:21:48,4.27,64.1069769859314,6.139828681945801,150.99364590644836,1,80,0,3,600,2
3,'2025-03-05 01:21:48,'2025-03-05 01:23:04,4.25,64.10681414604187,6.395637273788452,226.59215426445007,1,80,0,3,600,2
4,'2025-03-05 01:23:04,'2025-03-05 01:24:19,4.34,64.10941529273987,6.20937442779541,302.12766575813293,1,80,0,3,600,2
5,'2025-03-05 01:24:19,'2025-03-05 01:25:34,4.25,64.10730957984924,6.158282279968262,377.52951288223267,1,80,0,3,600,2
6,'2025-03-05 01:25:34,'2025-03-05 01:26:50,4.27,64.1068434715271,6.173654556274414,452.9634449481964,1,80,0,3,600,2
7,'2025-03-05 01:26:50,'2025-03-05 01:28:05,4.32,64.10582399368286,6.178758144378662,528.4537017345428,1,80,0,3,600,2
8,'2025-03-05 01:28:05,'2025-03-05 01:29:21,4.59,64.10664176940918,6.184563875198364,604.1753396987915,1,80,0,3,600,2
9,'2025-03-05 01:29:21,'2025-03-05 01:30:37,4.27,64.10785460472107,6.186662197113037,679.5844693183899,1,80,0,3,600,2
10,'2025-03-05 01:30:37,'2025-03-05 01:31:52,4.26,64.10660362243652,6.25412917137146,755.0875062942505,1,80,0,3,600,2
11,'2025-03-05 01:31:52,'2025-03-05 01:33:07,4.28,64.10672283172607,6.147388696670532,830.5164263248444,1,80,0,3,600,2
12,'2025-03-05 01:33:07,'2025-03-05 01:34:23,4.3,64.10677886009216,6.190960645675659,905.9728260040283,1,80,0,3,600,2
13,'2025-03-05 01:34:23,'2025-03-05 01:35:38,4.27,64.10657119750977,6.176804542541504,981.433867931366,1,80,0,3,600,2
14,'2025-03-05 01:35:38,'2025-03-05 01:36:54,4.27,64.10766386985779,6.228064775466919,1056.920601606369,1,80,0,3,600,2
15,'2025-03-05 01:36:54,'2025-03-05 01:38:09,4.26,64.10599279403687,6.166589975357056,1132.3423516750336,1,80,0,3,600,2
16,'2025-03-05 01:38:09,'2025-03-05 01:39:25,4.27,64.1092689037323,6.182868957519531,1207.774828672409,1,80,0,3,600,2
17,'2025-03-05 01:39:25,'2025-03-05 01:40:40,4.28,64.10626816749573,6.162870645523071,1283.2087445259094,1,80,0,3,600,2
18,'2025-03-05 01:40:40,'2025-03-05 01:41:56,4.28,64.10766792297363,6.158285140991211,1358.6740832328796,1,80,0,3,600,2
