Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength
1,'2025-01-29 22:47:11,'2025-01-29 22:47:58,3.91,30,10.4785795211792,45.82195448875427,1.43,10,20,0,3
2,'2025-01-29 22:47:58,'2025-01-29 22:48:41,2.29,30,9.704318046569824,89.53462815284729,1.11,10,20,0,3
1,'2025-01-29 22:48:41,'2025-01-29 22:49:27,3.78,30,9.744160175323486,44.63384032249451,1.11,10,20,2,3
2,'2025-01-29 22:49:27,'2025-01-29 22:50:10,2.31,30,9.743594646453857,88.35720300674438,1.11,10,20,2,3
1,'2025-01-29 22:50:10,'2025-01-29 22:50:55,3.31,30,9.720355987548828,44.14124608039856,1.11,10,0,0,5
2,'2025-01-29 22:50:55,'2025-01-29 22:51:38,1.83,30,9.784255981445312,87.42620372772217,1.11,10,0,0,5
1,'2025-01-29 22:51:38,'2025-01-29 22:52:23,3.3,30,9.646960496902466,44.05906796455383,1.11,10,0,2,5
2,'2025-01-29 22:52:23,'2025-01-29 22:53:06,1.78,30,9.631974220275879,87.1462709903717,1.11,10,0,2,5
