Time,Status
67019390486    ,0
67019421286    ,0
67019525341    ,0
67019681554    ,0
67019852010    ,0
67020023404    ,0
67020191609    ,0
67020337997    ,0
67020517264    ,0
67020671218    ,0
67020840109    ,0
67020850818    ,1
67021016284    ,0
67021208084    ,0
67021348211    ,0
67021372301    ,1
67021491616    ,1
67021530249    ,0
67021623962    ,1
67021685213    ,0
67021749925    ,1
67021864921    ,1
67021960717    ,1
67021995775    ,0
67022010363    ,0
67022096599    ,1
67022218260    ,1
67022238270    ,0
67022343878    ,0
67022358073    ,1
67022480350    ,1
67022584015    ,1
67022619387    ,0
67022675660    ,0
67022721699    ,1
67022836596    ,1
67022862862    ,0
67023001717    ,1
67023017194    ,0
67023167765    ,1
67023337158    ,1
67023505107    ,1
67023617120    ,1
67023695456    ,0
67023713840    ,0
67023729104    ,0
67023741882    ,0
67023761117    ,1
67023845795    ,0
67023881850    ,1
67024012325    ,0
67024012739    ,1
67024182176    ,0
67024183758    ,1
67024340034    ,1
67024365904    ,0
67024527733    ,1
67024540182    ,0
67024675902    ,1
67024709033    ,0
67024838211    ,1
67024872549    ,0
67025002582    ,1
67025021307    ,0
67025180976    ,1
67025195604    ,0
67025335813    ,1
67025353697    ,0
67025503854    ,1
67025519382    ,0
67025670721    ,1
67025686814    ,0
67025837558    ,1
67025848462    ,0
67026010643    ,1
67026042004    ,0
67026193880    ,0
67026354716    ,0
67026466894    ,1
67026579085    ,1
67026615400    ,0
67026705533    ,1
67026805132    ,1
67026890008    ,0
67026947044    ,1
67027037758    ,0
67027084897    ,1
67027202880    ,1
67027248928    ,0
67027359877    ,1
67027360238    ,0
67027503985    ,1
67027538333    ,0
67027674919    ,1
67027723543    ,0
67027839032    ,1
67027888775    ,0
67028043545    ,0
67028176621    ,1
67028221936    ,0
67028342021    ,1
67028388810    ,0
67028503545    ,1
67028551157    ,0
67028671848    ,1
67028718594    ,0
67028838772    ,1
67028997553    ,0
67029004476    ,1
67029162934    ,0
67029172239    ,1
67029213418    ,0
67029339346    ,1
67029376871    ,0
67029505447    ,1
67029554305    ,0
67029672784    ,1
67029721939    ,0
67029838958    ,1
67029884526    ,0
67030006398    ,1
67030046601    ,0
67030173682    ,1
67030222660    ,0
67030338687    ,1
67030379261    ,0
67030508232    ,1
67030549664    ,0
67030673419    ,1
67030723320    ,0
67030840184    ,1
67030881571    ,0
67031007012    ,1
67031042846    ,0
67031173501    ,1
67031210517    ,0
67031341226    ,1
67031391557    ,0
67031508680    ,1
67031547024    ,0
67031678732    ,1
67031715860    ,0
67031841044    ,1
67031961216    ,0
67032008352    ,1
67032045302    ,0
67032174467    ,1
67032213417    ,0
67032341712    ,1
67032382877    ,0
67032508955    ,1
67032550095    ,0
67032674844    ,1
67032707779    ,0
67032841974    ,1
67032879118    ,0
67033008684    ,1
67033041822    ,0
67033175103    ,1
67033211426    ,0
67033355084    ,1
67033386936    ,0
67033508333    ,1
67033546434    ,0
67033676122    ,1
67033712196    ,0
67033842857    ,1
67033879478    ,0
67034008970    ,1
67034041460    ,0
67034175749    ,1
67034217405    ,0
67034342441    ,1
67034382948    ,0
67034510565    ,1
67034551110    ,0
67034676520    ,1
67034709442    ,0
67034857350    ,1
67034883455    ,0
67035009682    ,1
67035046071    ,0
67035176413    ,1
67035213968    ,0
67035343138    ,1
67035398635    ,0
67035510062    ,1
67035560357    ,0
67035676994    ,1
67035720215    ,0
67035843257    ,1
67035888751    ,0
67036010312    ,1
67036043307    ,0
67036176650    ,1
67036201997    ,0
67036343238    ,1
67036375499    ,0
67036511165    ,1
67036539904    ,0
67036677019    ,1
67036709652    ,0
67036844530    ,1
67036874892    ,0
67037011034    ,1
67037041101    ,0
67037177756    ,1
67037209702    ,0
67037344479    ,1
67037372575    ,0
67037511526    ,1
67037648415    ,0
67037677795    ,1
67037703574    ,0
67037844317    ,1
67037877644    ,0
67038011194    ,1
67038041398    ,0
67038191627    ,1
67038215280    ,0
67038345874    ,1
67038482552    ,0
67038512940    ,1
67038548528    ,0
67038680637    ,1
67038718295    ,0
67038850277    ,1
67038975524    ,0
67039013491    ,1
67039047594    ,0
67039182593    ,1
67039218581    ,0
67039349149    ,1
67039385910    ,0
67039513596    ,1
67039548893    ,0
67039681529    ,1
67039716096    ,0
67039847443    ,1
67039878183    ,0
67040014095    ,1
67040049782    ,0
67040180508    ,1
67040212258    ,0
67040362094    ,1
67040386227    ,0
67040514719    ,1
67040551378    ,0
67040680242    ,1
67040716164    ,0
67040847929    ,1
67040881760    ,0
67041015042    ,1
67041060305    ,0
67041180043    ,1
67041216149    ,0
67041347341    ,1
67041513736    ,1
67041683053    ,1
67041833750    ,0
67041855316    ,1
67041863145    ,0
67041884623    ,0
67041901641    ,0
67042016465    ,1
67042057531    ,0
67042182803    ,1
67042317037    ,0
67042347632    ,1
67042395823    ,0
67042520400    ,1
67042566398    ,0
67042682656    ,1
67042723540    ,0
67042850026    ,1
