Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
1,'2025-02-26 15:54:51,'2025-02-26 15:56:15,3.81,64.25547671318054,15.653243780136108,84.35245418548584,2,40,0,3,600,2
2,'2025-02-26 15:56:15,'2025-02-26 15:57:39,3.81,64.10887026786804,15.700199127197266,168.56573939323425,2,40,0,3,600,2
3,'2025-02-26 15:57:39,'2025-02-26 15:59:04,3.82,64.11029934883118,15.684285879135132,252.82176518440247,2,40,0,3,600,2
4,'2025-02-26 15:59:04,'2025-02-26 16:00:28,3.84,64.1101598739624,15.648855447769165,337.05572295188904,2,40,0,3,600,2
5,'2025-02-26 16:00:28,'2025-02-26 16:01:52,3.8,64.10895562171936,15.685218095779419,421.2466173171997,2,40,0,3,600,2
6,'2025-02-26 16:01:52,'2025-02-26 16:03:16,3.79,64.10813236236572,15.714205741882324,505.46772956848145,2,40,0,3,600,2
7,'2025-02-26 16:03:16,'2025-02-26 16:04:40,3.82,64.10937666893005,15.710398197174072,589.7199230194092,2,40,0,3,600,2
8,'2025-02-26 16:04:40,'2025-02-26 16:06:05,3.79,64.10794305801392,15.649351596832275,673.915506362915,2,40,0,3,600,2
9,'2025-02-26 16:06:05,'2025-02-26 16:07:29,3.79,64.11243057250977,15.65373158454895,758.0782332420349,2,40,0,3,600,2
10,'2025-02-26 16:07:29,'2025-02-26 16:08:53,3.83,64.10745644569397,15.642759561538696,842.2513666152954,2,40,0,3,600,2
11,'2025-02-26 16:08:53,'2025-02-26 16:10:17,3.81,64.10848045349121,15.733985424041748,926.5448772907257,2,40,0,3,600,2
12,'2025-02-26 16:10:17,'2025-02-26 16:11:41,3.86,64.11114954948425,15.652906656265259,1010.8099691867828,2,40,0,3,600,2
13,'2025-02-26 16:11:41,'2025-02-26 16:13:06,3.85,64.1108090877533,15.661352634429932,1095.1067192554474,2,40,0,3,600,2
14,'2025-02-26 16:13:06,'2025-02-26 16:14:30,3.78,64.11054253578186,15.68269681930542,1179.2877898216248,2,40,0,3,600,2
15,'2025-02-26 16:14:30,'2025-02-26 16:15:54,3.81,64.10795426368713,15.786369323730469,1263.601440191269,2,40,0,3,600,2
16,'2025-02-26 16:15:54,'2025-02-26 16:17:19,3.81,64.10847759246826,15.653991460800171,1347.819412946701,2,40,0,3,600,2
17,'2025-02-26 16:17:19,'2025-02-26 16:18:43,3.8,64.1118381023407,15.678425073623657,1432.032334804535,2,40,0,3,600,2
18,'2025-02-26 16:18:43,'2025-02-26 16:20:07,3.83,64.1081690788269,15.666745662689209,1516.2260093688965,2,40,0,3,600,2
19,'2025-02-26 16:20:07,'2025-02-26 16:21:31,3.79,64.10987520217896,15.704739570617676,1600.4480350017548,2,40,0,3,600,2
20,'2025-02-26 16:21:31,'2025-02-26 16:22:55,3.81,64.10978126525879,15.679238319396973,1684.6807346343994,2,40,0,3,600,2
21,'2025-02-26 16:22:55,'2025-02-26 16:24:20,3.81,64.10805368423462,15.649555206298828,1768.8740899562836,2,40,0,3,600,2
22,'2025-02-26 16:24:20,'2025-02-26 16:25:44,3.81,64.11308407783508,15.681055068969727,1853.1148943901062,2,40,0,3,600,2
23,'2025-02-26 16:25:44,'2025-02-26 16:27:08,3.8,64.1085045337677,15.728083848953247,1937.396196603775,2,40,0,3,600,2
